Tipo de depósito;Posição no depósito;Produto;Descrição breve do produto;UM básica;Qtd.disponível UMB;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA02;2G-01-09C;801240;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;875;F3;Utilização livre depósito CUST;74,03;64.776,25;;;0,00000000000000;
GA02;2G-01-09D;801240;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;1.875;F3;Utilização livre depósito CUST;74,03;138.806,25;;;0,00000000000000;
GA02;2G-01-10B;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;126;L2;Utilização livre depósito INVT;315,60;39.765,60;;;0,00000000000000;
GA02;2G-01-10C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;66;L2;Utilização livre depósito INVT;315,60;20.829,60;;;0,00000000000000;
GA02;2G-01-10D;801240;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;1.750;F3;Utilização livre depósito CUST;74,03;129.552,50;;;0,00000000000000;
GA02;2G-01-11A;404114;MED IN 2E 3F 120 240V 120A TB QE GD B;UN;68;L2;Utilização livre depósito INVT;587,02;39.917,36;;;0,00000000000000;
GA02;2G-01-11A;404115;MED IN 3E 4F 120 240V 120A TB QE GD B;UN;69;L2;Utilização livre depósito INVT;663,88;45.807,72;;;0,00000000000000;
GA02;2G-01-11A;404617;MEDIDOR INTEL  3EL 4F 120V/220V 30/200A;UN;15;L2;Utilização livre depósito INVT;1.247,99;18.719,85;;;0,00000000000000;
GA02;2G-01-11B;405382;MED IN 3E 4F 120 240V 10A TB GD DF C;UN;112;L2;Utilização livre depósito INVT;1.903,46;213.187,52;;;0,00000000000000;
GA02;2G-01-11B;801164;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;358;F3;Utilização livre depósito CUST;27,34;9.787,72;;;0,00000000000000;
GA02;2G-01-11C;405382;MED IN 3E 4F 120 240V 10A TB GD DF C;UN;320;L2;Utilização livre depósito INVT;1.903,46;609.107,20;;;0,00000000000000;
GA02;2G-01-12A;402824;MED EL 1E 2F 120V 100A GD B;UN;290;L2;Utilização livre depósito INVT;59,24;17.179,60;;;0,00000000000000;
GA02;2G-01-12A;801256;PERFIL U AC 76X900MM REDE COMPACTA;UN;18;F3;Utilização livre depósito CUST;111,13;2.000,34;;;0,00000000000000;
GA02;2G-01-12B;400909;MED EL 1E 3F 240V 100A TB GD B;UN;35;L2;Utilização livre depósito INVT;82,25;2.878,75;;;0,00000000000000;
GA02;2G-01-12B;404112;MED IN 1E 2F 120 240V 120A TB QE GD B;UN;282;L2;Utilização livre depósito INVT;350,08;98.722,56;;;0,00000000000000;
GA02;2G-01-12B;404115;MED IN 3E 4F 120 240V 120A TB QE GD B;UN;26;L2;Utilização livre depósito INVT;663,88;17.260,88;;;0,00000000000000;
GA02;2G-01-12C;402816;MED IN 3E 4F 120 240V 10A TB GD C;UN;192;L2;Utilização livre depósito INVT;689,35;132.355,20;;;0,00000000000000;
GA02;2G-01-12C;404115;MED IN 3E 4F 120 240V 120A TB QE GD B;UN;117;L2;Utilização livre depósito INVT;663,88;77.673,96;;;0,00000000000000;
GA02;2G-01-12D;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;UN;66;L2;Utilização livre depósito INVT;297,57;19.639,62;;;0,00000000000000;
GA02;2G-01-13A;409793;TRAFO POTENCIAL 13,8KV/RAIZ3-115V/0,3P75;UN;10;L2;Utilização livre depósito INVT;4.316,63;43.166,30;;;0,00000000000000;
GA02;2G-01-13B;404114;MED IN 2E 3F 120 240V 120A TB QE GD B;UN;53;L2;Utilização livre depósito INVT;587,02;31.112,06;;;0,00000000000000;
GA02;2G-01-13B;407439;MED IN 1E 2F 120 240V 100A TB GD B;UN;130;L2;Utilização livre depósito INVT;658,29;85.577,70;;;0,00000000000000;
GA02;2G-01-13B;408749;MEDIDOR INT 3F 3EL 4FIO 120-220V 15/120A;UN;10;L2;Utilização livre depósito INVT;752,47;7.524,70;;;0,00000000000000;
GA02;2G-01-14A;401632;LACRE SEG MET 11DIG BR;UN;34.700;L2;Utilização livre depósito INVT;2,21;76.687,00;;;0,00000000000000;
GA02;2G-01-14B;400183;MED EL 2E 3F 120V 120A TB GD B;UN;118;L2;Utilização livre depósito INVT;502,06;59.243,08;;;0,00000000000000;
GA02;2G-01-14B;407443;MOSTRADOR REMOTO MEDIDORES 1003 AC/BAT;UN;155;L2;Utilização livre depósito INVT;795,59;123.316,45;;;0,00000000000000;
GA02;2G-01-14C;804287;DISJUNTOR ELETROMAG 380VCA 1F 32A 10KA;UN;3;F3;Utilização livre depósito CUST;6,60;19,80;;;0,00000000000000;
GA02;2G-01-14C;805413;DISJUNTOR TERM 3P 40A 240/380VCA;UN;148;F3;Utilização livre depósito CUST;31,06;4.596,88;;;0,00000000000000;
GA02;2G-01-14C;805414;DISJUNTOR TERM 3P 50A 127/220VCA;UN;131;F3;Utilização livre depósito CUST;33,52;4.391,12;;;0,00000000000000;
GA02;2G-01-15A;400041;TRAFO CRTE 0,6KV100-5A;UN;43;L2;Utilização livre depósito INVT;173,28;7.451,04;;;0,00000000000000;
GA02;2G-01-15A;401685;"TRAFO CRTE 0,6KV;600-5A 0,3C12,5 JANELA";UN;103;L2;Utilização livre depósito INVT;410,87;42.319,61;;;0,00000000000000;
GA02;2G-01-15A;402322;MED EL 3E 4F 120V 120A TB GD B;UN;12;L2;Utilização livre depósito INVT;752,47;9.029,64;;;0,00000000000000;
GA02;2G-01-15A;404113;MED IN 1E 3F 240V 120A TB QE GD B;UN;67;L2;Utilização livre depósito INVT;436,80;29.265,60;;;0,00000000000000;
GA02;2G-01-15B;110130;DISJUNTOR TERM 2P 400V 25A;UN;1;F3;Utilização livre depósito CUST;33,33;33,33;;;0,00000000000000;
GA02;2G-01-15B;110164;DISJUNTOR TERM 2P 380V 10A 60HZ;UN;1;F3;Utilização livre depósito CUST;0,01;0,01;;;0,00000000000000;
GA02;2G-01-15B;110253;DISJUNTOR NEMA BIPOLAR 20A;UN;20;F3;Utilização livre depósito CUST;16,02;320,40;;;0,00000000000000;
GA02;2G-01-15B;110401;DISJUNTOR 1P 380VCA 40A;UN;81;F3;Utilização livre depósito CUST;5,24;424,44;;;0,00000000000000;
GA02;2G-01-15B;110494;DISJUNTOR 1P 16A 230/400VCA CURVA C;UN;2;F3;Utilização livre depósito CUST;30,16;60,32;;;0,00000000000000;
GA02;2G-01-15B;110595;DISJUNTOR 2P 380VCA 50A;UN;3;F3;Utilização livre depósito CUST;20,02;60,06;;;0,00000000000000;
GA02;2G-01-15B;110630;DISJUNTOR 1P 380VCA 10A;UN;30;F3;Utilização livre depósito CUST;4,45;133,50;;;0,00000000000000;
GA02;2G-01-15B;400292;"TRAFO CRTE 0,6KV;300-5A 0,3C12,5 JANELA";UN;10;L2;Utilização livre depósito INVT;408,64;4.086,40;;;0,00000000000000;
GA02;2G-01-15B;804050;DISJUNTOR 2P 127/220V 400VCA 32A;UN;270;F3;Utilização livre depósito CUST;16,20;4.374,00;;;0,00000000000000;
GA02;2G-01-15B;805413;DISJUNTOR TERM 3P 40A 240/380VCA;UN;8;F3;Utilização livre depósito CUST;31,06;248,48;;;0,00000000000000;
GA02;2G-01-15C;402675;CHAVE AFERICAO SOBREPOR 6P CORR/4P TENS;UN;250;L2;Utilização livre depósito INVT;342,19;85.547,50;;;0,00000000000000;
GA02;2G-01-15C;801786;CHAVE AFERICAO SOBREPOR 6P CORR/4P TENS;UN;244;F3;Utilização livre depósito CUST;342,19;83.494,36;;;0,00000000000000;
GA02;2G-01-15E;402824;MED EL 1E 2F 120V 100A GD B;UN;856;L2;Utilização livre depósito INVT;59,24;50.709,44;;;0,00000000000000;
GA02;2G-01-16A;401771;"TRAFO CRTE 15KV; 60-5A; 0,3C12,5 BARRA";UN;22;L2;Utilização livre depósito INVT;1.353,32;29.773,04;;;0,00000000000000;
GA02;2G-01-16A;803440;ENVELOPE DE PLAST COM FECHO DE SEG;UN;80;F3;Utilização livre depósito CUST;4,79;383,20;;;0,00000000000000;
GA02;2G-01-16B;401226;"TRAFO CRTE 0,6KV; 200-5A; 0,3C2,5 INT";UN;1;L2;Utilização livre depósito INVT;425,45;425,45;;;0,00000000000000;
GA02;2G-01-16B;401308;"TRAFO CRTE 15KV; 10-5A; 0,3C12,5 BARRA";UN;22;L2;Utilização livre depósito INVT;1.440,74;31.696,28;;;0,00000000000000;
GA02;2G-01-16B;404613;"TRAFO CRTE 15KV; 40-5A; 0,3C12,5 BARRA";UN;17;L2;Utilização livre depósito INVT;1.184,19;20.131,23;;;0,00000000000000;
GA02;2G-01-16C;403513;ENVELOPE DE PLAST COM FECHO DE SEG;UN;3.187;L2;Utilização livre depósito INVT;4,99;15.903,13;;;0,00000000000000;
GA02;2G-02-01A;800965;PARAFUSO OLH AC 5/8P 800MM;UN;189;F3;Utilização livre depósito CUST;23,35;4.413,15;;;0,00000000000000;
GA02;2G-02-01A;801206;GANCHO SUSP OLHAL AC 18MM 11000KGF;UN;836;F3;Utilização livre depósito CUST;33,68;28.156,48;;;0,00000000000000;
GA02;2G-02-01B;800254;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;6;F3;Utilização livre depósito CUST;14,46;86,76;;;0,00000000000000;
GA02;2G-02-01B;800596;LACO DISTRIBUICAO PREF CAA 1/0AWG;UN;168;F3;Utilização livre depósito CUST;2,13;357,84;;;0,00000000000000;
GA02;2G-02-01B;801857;CONTROLADOR REGULADOR TENSAO CTR 2 ITB;UN;14;F3;Utilização livre depósito CUST;4.585,56;64.197,84;;;0,00000000000000;
GA02;2G-02-01B;802164;BUCHA C/ARRUELA PVC 1.1/2P;UN;274;F3;Utilização livre depósito CUST;0,00;0,00;;;0,00000000000000;
GA02;2G-02-01B;802180;EMENDA PREF CA 2/0AWG 7F AM;UN;39;F3;Utilização livre depósito CUST;20,81;811,59;;;0,00000000000000;
GA02;2G-02-01B;803072;BUCHA PVC DIAMETRO  1 POL  COM ARRUELA;UN;3.700;F3;Utilização livre depósito CUST;1,36;5.032,00;;;0,00000000000000;
GA02;2G-02-01B;803177;ABRACADEIRA TIPO U  1 1/2P;UN;271;F3;Utilização livre depósito CUST;0,01;2,71;;;0,00000000000000;
GA02;2G-02-01C;800595;LACO LATERAL DUPLO 4/0AWG;UN;450;F3;Utilização livre depósito CUST;3,22;1.449,00;;;0,00000000000000;
GA02;2G-02-01C;801228;LACO PREF TOPO CAA/CA 4/0AWG VM;UN;1.639;F3;Utilização livre depósito CUST;2,03;3.327,17;;;0,00000000000000;
GA02;2G-02-01D;403667;ALCA PREFORM CABO CONC  2X10 + 10;UN;1.450;L2;Utilização livre depósito INVT;7,55;10.947,50;;;0,00000000000000;
GA02;2G-02-01D;800616;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;1.996;F3;Utilização livre depósito CUST;4,86;9.700,56;;;0,00000000000000;
GA02;2G-02-01E;800254;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;400;F3;Utilização livre depósito CUST;14,46;5.784,00;;;0,00000000000000;
GA02;2G-02-01E;800595;LACO LATERAL DUPLO 4/0AWG;UN;1.200;F3;Utilização livre depósito CUST;3,22;3.864,00;;;0,00000000000000;
GA02;2G-02-02A;400972;PARAFUSO OLH AC 5/8P 800MM;UN;117;L2;Utilização livre depósito INVT;25,36;2.967,12;;;0,00000000000000;
GA02;2G-02-02A;801225;PARAFUSO OLH AC 5/8P 24P;UN;201;F3;Utilização livre depósito CUST;29,61;5.951,61;;;0,00000000000000;
GA02;2G-02-02A;805173;PARAFUSO CAB QD AC 12MM 350MM;UN;335;F3;Utilização livre depósito CUST;17,26;5.782,10;;;0,00000000000000;
GA02;2G-02-02B;800226;ALCA PREFORM SERV CA 16MM2 305MM;UN;60;F3;Utilização livre depósito CUST;2,80;168,00;;;0,00000000000000;
GA02;2G-02-02B;800494;LACO PREF ROLD CA 1/0AWG LJ;UN;245;F3;Utilização livre depósito CUST;2,63;644,35;;;0,00000000000000;
GA02;2G-02-02B;800779;ALCA PREFORM DIST CAA 336,4MCM VERDE;UN;25;F3;Utilização livre depósito CUST;22,74;568,50;;;0,00000000000000;
GA02;2G-02-02B;801203;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;120;F3;Utilização livre depósito CUST;1,65;198,00;;;0,00000000000000;
GA02;2G-02-02B;801849;ESTICADOR P/CABO ACO 5/16P;UN;81;L2;Utilização livre depósito INVT;0,01;0,81;;;0,00000000000000;
GA02;2G-02-02C;800779;ALCA PREFORM DIST CAA 336,4MCM VERDE;UN;190;F3;Utilização livre depósito CUST;22,74;4.320,60;;;0,00000000000000;
GA02;2G-02-02C;802180;EMENDA PREF CA 2/0AWG 7F AM;UN;260;F3;Utilização livre depósito CUST;20,81;5.410,60;;;0,00000000000000;
GA02;2G-02-02D;800494;LACO PREF ROLD CA 1/0AWG LJ;UN;1.350;F3;Utilização livre depósito CUST;2,63;3.550,50;;;0,00000000000000;
GA02;2G-02-02D;800614;LACO LATERAL DUPLO CA 2AWG;UN;3.052;F3;Utilização livre depósito CUST;3,90;11.902,80;;;0,00000000000000;
GA02;2G-02-02E;800614;LACO LATERAL DUPLO CA 2AWG;UN;900;F3;Utilização livre depósito CUST;3,90;3.510,00;;;0,00000000000000;
GA02;2G-02-02E;800779;ALCA PREFORM DIST CAA 336,4MCM VERDE;UN;495;F3;Utilização livre depósito CUST;22,74;11.256,30;;;0,00000000000000;
GA02;2G-02-03A;800922;PARAFUSO CAB QD AC 16MM 450MM;UN;330;F3;Utilização livre depósito CUST;23,51;7.758,30;;;0,00000000000000;
GA02;2G-02-03B;401834;CONECTOR PARAL AL 10AWG-1/0AWG;UN;2.230;L2;Utilização livre depósito INVT;11,69;26.068,70;;;0,00000000000000;
GA02;2G-02-03B;800614;LACO LATERAL DUPLO CA 2AWG;UN;122;F3;Utilização livre depósito CUST;3,90;475,80;;;0,00000000000000;
GA02;2G-02-03B;801039;ALCA PREFORM SERV 50MM2 45MM2;UN;40;F3;Utilização livre depósito CUST;7,41;296,40;;;0,00000000000000;
GA02;2G-02-03C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;7;L2;Utilização livre depósito INVT;315,60;2.209,20;;;0,00000000000000;
GA02;2G-02-03D;800077;CONECTOR COMP DER 1/0-4/0AWG 9,4-14,3;UN;9.919;F3;Utilização livre depósito CUST;1,52;15.076,88;;;0,00000000000000;
GA02;2G-02-03E;800505;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;3.290;F3;Utilização livre depósito CUST;2,18;7.172,20;;;0,00000000000000;
GA02;2G-02-03E;800817;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;26;F3;Utilização livre depósito CUST;317,77;8.262,02;;;0,00000000000000;
GA02;2G-02-04A;401763;PARAFUSO OLH AC 5/8P 650MM;UN;224;L2;Utilização livre depósito INVT;35,10;7.862,40;;;0,00000000000000;
GA02;2G-02-04A;800528;PARAFUSO OLH AC 5/8P 650MM;UN;269;F3;Utilização livre depósito CUST;32,87;8.842,03;;;0,00000000000000;
GA02;2G-02-04A;800963;PARAFUSO CAB QD MAQ AC 5/8X20P;UN;1.911;F3;Utilização livre depósito CUST;20,16;38.525,76;;;0,00000000000000;
GA02;2G-02-04B;800427;BRACO C/GRAMPO SUSPE SECU 500DAN;UN;90;F3;Utilização livre depósito CUST;41,44;3.729,60;;;0,00000000000000;
GA02;2G-02-04B;800767;CAPA PROTETORA CONEC CUNHA 15KV AZ/BR;UN;518;F3;Utilização livre depósito CUST;23,06;11.945,08;;;0,00000000000000;
GA02;2G-02-04B;800917;LACO PREF CA 2AWG PESC 57MM PURPURA;UN;148;F3;Utilização livre depósito CUST;3,21;475,08;;;0,00000000000000;
GA02;2G-02-04B;802018;PRENSA-CABOS AL 1.3/4P;UN;90;F3;Utilização livre depósito CUST;377,27;33.954,30;;;0,00000000000000;
GA02;2G-02-04C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-04D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-05A;800118;PARAFUSO CAB QD AC 16MM 500MM;UN;1.287;F3;Utilização livre depósito CUST;17,74;22.831,38;;;0,00000000000000;
GA02;2G-02-05A;800536;PARAFUSO MAQ CAB QD AC 5/8X24P;UN;990;F3;Utilização livre depósito CUST;23,13;22.898,70;;;0,00000000000000;
GA02;2G-02-05B;800600;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;997;F3;Utilização livre depósito CUST;1,43;1.425,71;;;0,00000000000000;
GA02;2G-02-05B;800897;ALCA PREFORM 6,4MM 1/4P AM 1219MM;UN;85;F3;Utilização livre depósito CUST;6,08;516,80;;;0,00000000000000;
GA02;2G-02-05B;801028;ALCA PREFORM SERV 16MM2 5,0-5,7MM2;UN;305;F3;Utilização livre depósito CUST;1,95;594,75;;;0,00000000000000;
GA02;2G-02-05C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-05D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-06A;800116;PARAFUSO CAB ABA AC 16MM 150MM;UN;621;F3;Utilização livre depósito CUST;5,84;3.626,64;;;0,00000000000000;
GA02;2G-02-06B;800872;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;300;F3;Utilização livre depósito CUST;51,24;15.372,00;;;0,00000000000000;
GA02;2G-02-06B;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;UN;160;F3;Utilização livre depósito CUST;5,28;844,80;;;0,00000000000000;
GA02;2G-02-06B;803507;EMENDA PREF AC 5/16 1067MM;UN;40;F3;Utilização livre depósito CUST;478,16;19.126,40;;;0,00000000000000;
GA02;2G-02-06C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-06D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-07A;800520;PARAFUSO CAB QD MAQ AC 5/8X16P;UN;122;F3;Utilização livre depósito CUST;16,55;2.019,10;;;0,00000000000000;
GA02;2G-02-07A;800521;PARAFUSO CAB QD 16X400MM AC;UN;198;F3;Utilização livre depósito CUST;13,56;2.684,88;;;0,00000000000000;
GA02;2G-02-07A;801047;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;6.761;F3;Utilização livre depósito CUST;2,93;19.809,73;;;0,00000000000000;
GA02;2G-02-07A;801087;GANCHO OLHAL AC 17MM 5000KGF;UN;496;F3;Utilização livre depósito CUST;12,16;6.031,36;;;0,00000000000000;
GA02;2G-02-07B;402348;MINI DISJUNTOR 1P 25A 230/127VCA C;UN;167;L2;Utilização livre depósito INVT;7,18;1.199,06;;;0,00000000000000;
GA02;2G-02-07B;403040;DISJUNTOR ELETROMAG 380VCA 1F 32A 10KA;UN;428;L2;Utilização livre depósito INVT;5,78;2.473,84;;;0,00000000000000;
GA02;2G-02-07B;404411;DISJUNTOR MONOFASICO DE 10A;UN;110;L2;Utilização livre depósito INVT;8,00;880,00;;;0,00000000000000;
GA02;2G-02-07B;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;UN;2;L2;Utilização livre depósito INVT;1.811,52;3.623,04;;;0,00000000000000;
GA02;2G-02-07B;800105;MANILHA AC 16MM 80MM 22MM 13500DAN;UN;57;F3;Utilização livre depósito CUST;36,87;2.101,59;;;0,00000000000000;
GA02;2G-02-07B;801314;EMENDA PREF COND AL 4/0AWG PT;UN;47;F3;Utilização livre depósito CUST;118,89;5.587,83;;;0,00000000000000;
GA02;2G-02-07C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-07D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-08A;800530;PARAFUSO OLH AC 16MM 5/8P 475MM;UN;63;F3;Utilização livre depósito CUST;33,26;2.095,38;;;0,00000000000000;
GA02;2G-02-08A;800536;PARAFUSO MAQ CAB QD AC 5/8X24P;UN;298;F3;Utilização livre depósito CUST;23,13;6.892,74;;;0,00000000000000;
GA02;2G-02-08A;801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;UN;1.835;F3;Utilização livre depósito CUST;38,98;71.528,30;;;0,00000000000000;
GA02;2G-02-08B;407229;DISJUNTORES BIPOLAR 20A;UN;5;L2;Utilização livre depósito INVT;23,05;115,25;;;0,00000000000000;
GA02;2G-02-08B;408192;DISJUNTOR CAIXA MOLDADA 200A;UN;6;L2;Utilização livre depósito INVT;166,98;1.001,88;;;0,00000000000000;
GA02;2G-02-08B;409826;DISJUNTOR 3P 380VCA 100A;UN;6;L2;Utilização livre depósito INVT;62,45;374,70;;;0,00000000000000;
GA02;2G-02-08B;804881;DISJUNTOR 1P 127/220V 400VCA 32A;UN;2.276;F3;Utilização livre depósito CUST;7,33;16.683,08;;;0,00000000000000;
GA02;2G-02-08B;804882;DISJUNTOR 3P 127/220V 400VCA 40A;UN;652;F3;Utilização livre depósito CUST;24,72;16.117,44;;;0,00000000000000;
GA02;2G-02-08C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;66;L2;Utilização livre depósito INVT;315,60;20.829,60;;;0,00000000000000;
GA02;2G-02-08D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-09A;800929;PARAFUSO CAB QD AC 16MM 250MM;UN;240;F3;Utilização livre depósito CUST;12,11;2.906,40;;;0,00000000000000;
GA02;2G-02-09A;801064;PARAFUSO CAB ABA AC 10MM 115MM;UN;1.624;F3;Utilização livre depósito CUST;2,68;4.352,32;;;0,00000000000000;
GA02;2G-02-09A;801391;PARAFUSO CAB QD AC 16MM 2P 350MM;UN;440;F3;Utilização livre depósito CUST;14,45;6.358,00;;;0,00000000000000;
GA02;2G-02-09B;801154;LUVA EMENDA 185MM 251MM;UN;840;F3;Utilização livre depósito CUST;38,26;32.138,40;;;0,00000000000000;
GA02;2G-02-09B;801373;CONECTOR PARAL AL 10AWG-1/0AWG;UN;2.530;F3;Utilização livre depósito CUST;9,88;24.996,40;;;0,00000000000000;
GA02;2G-02-09C;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;171;L2;Utilização livre depósito INVT;315,60;53.967,60;;;0,00000000000000;
GA02;2G-02-09C;403803;ALCA PREFORM CABO CONC  3X10 + 10;UN;500;L2;Utilização livre depósito INVT;8,63;4.315,00;;;0,00000000000000;
GA02;2G-02-09D;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;UN;132;L2;Utilização livre depósito INVT;315,60;41.659,20;;;0,00000000000000;
GA02;2G-02-09E;408994;ISOLADOR PINO, POLIMERICO COM TRAVAS;UN;400;L2;Utilização livre depósito INVT;25,34;10.136,00;;;0,00000000000000;
GA02;2G-02-10E;403337;MED EL 3E 4F 120V 200A TB GD B;UN;128;L2;Utilização livre depósito INVT;1.034,28;132.387,84;;;0,00000000000000;
GA02;2G-02-11A;402423;MED IN 3E 4F 67 120 240V 10A ACL D;UN;90;L2;Utilização livre depósito INVT;5.286,96;475.826,40;;;0,00000000000000;
GA02;2G-02-11A;404112;MED IN 1E 2F 120 240V 120A TB QE GD B;UN;85;L2;Utilização livre depósito INVT;350,08;29.756,80;;;0,00000000000000;
GA02;2G-02-11A;408332;MED IN 3E 4F 67 120 240V 10A ACL DF D;UN;105;L2;Utilização livre depósito INVT;5.709,39;599.485,95;;;0,00000000000000;
GA02;2G-02-11B;403077;MED EL 3E 4F 120 240V 120A TB GD C;UN;280;L2;Utilização livre depósito INVT;546,18;152.930,40;;;0,00000000000000;
GA02;2G-02-11C;403337;MED EL 3E 4F 120V 200A TB GD B;UN;255;L2;Utilização livre depósito INVT;1.034,28;263.741,40;;;0,00000000000000;
GA02;2G-02-11D;403337;MED EL 3E 4F 120V 200A TB GD B;UN;255;L2;Utilização livre depósito INVT;1.034,28;263.741,40;;;0,00000000000000;
GA02;2G-02-12A;403337;MED EL 3E 4F 120V 200A TB GD B;UN;70;L2;Utilização livre depósito INVT;1.034,28;72.399,60;;;0,00000000000000;
GA02;2G-02-12A;403390;PRENSA CABO PVC 1P;UN;1.846;L2;Utilização livre depósito INVT;8,66;15.986,36;;;0,00000000000000;
GA02;2G-02-12A;408332;MED IN 3E 4F 67 120 240V 10A ACL DF D;UN;23;L2;Utilização livre depósito INVT;5.709,39;131.315,97;;;0,00000000000000;
GA02;2G-02-12B;402816;MED IN 3E 4F 120 240V 10A TB GD C;UN;46;L2;Utilização livre depósito INVT;689,35;31.710,10;;;0,00000000000000;
GA02;2G-02-12B;403077;MED EL 3E 4F 120 240V 120A TB GD C;UN;137;L2;Utilização livre depósito INVT;546,18;74.826,66;;;0,00000000000000;
GA02;2G-02-12C;403337;MED EL 3E 4F 120V 200A TB GD B;UN;256;L2;Utilização livre depósito INVT;1.034,28;264.775,68;;;0,00000000000000;
GA02;2G-02-12D;403337;MED EL 3E 4F 120V 200A TB GD B;UN;256;L2;Utilização livre depósito INVT;1.034,28;264.775,68;;;0,00000000000000;
GA02;2G-02-13A;401356;"TRAFO CRTE 15KV; 15-5A; 0,3C12,5 BARRA";UN;34;L2;Utilização livre depósito INVT;1.448,53;49.250,02;;;0,00000000000000;
GA02;2G-02-13A;401678;TRAFO POT 13,8 3KV 115 REL70 1 0,3P75;UN;36;L2;Utilização livre depósito INVT;2.532,42;91.167,12;;;0,00000000000000;
GA02;2G-02-13B;402824;MED EL 1E 2F 120V 100A GD B;UN;1.440;L2;Utilização livre depósito INVT;59,24;85.305,60;;;0,00000000000000;
GA02;2G-02-13C;402824;MED EL 1E 2F 120V 100A GD B;UN;720;L2;Utilização livre depósito INVT;59,24;42.652,80;;;0,00000000000000;
GA02;2G-02-13C;403337;MED EL 3E 4F 120V 200A TB GD B;UN;128;L2;Utilização livre depósito INVT;1.034,28;132.387,84;;;0,00000000000000;
GA02;2G-02-13D;403337;MED EL 3E 4F 120V 200A TB GD B;UN;256;L2;Utilização livre depósito INVT;1.034,28;264.775,68;;;0,00000000000000;
GA02;2G-02-14A;400069;"TRAFO CRTE 15KV; 5-5A; 0,3C12,5 BARRA";UN;43;L2;Utilização livre depósito INVT;1.494,54;64.265,22;;;0,00000000000000;
GA02;2G-02-14A;401678;TRAFO POT 13,8 3KV 115 REL70 1 0,3P75;UN;36;L2;Utilização livre depósito INVT;2.532,42;91.167,12;;;0,00000000000000;
GA02;2G-02-14B;402824;MED EL 1E 2F 120V 100A GD B;UN;720;L2;Utilização livre depósito INVT;59,24;42.652,80;;;0,00000000000000;
GA02;2G-02-14C;402824;MED EL 1E 2F 120V 100A GD B;UN;1.440;L2;Utilização livre depósito INVT;59,24;85.305,60;;;0,00000000000000;
GA02;2G-02-14D;402824;MED EL 1E 2F 120V 100A GD B;UN;1.440;L2;Utilização livre depósito INVT;59,24;85.305,60;;;0,00000000000000;
