Nome Demanda;PROJETO;DEPÓSITO;DEP.;X;CÓDIGO;Descrição;UNID;MÊS;Qtd;MES;SEMANA;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/02/2026;36;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/04/2026;36;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/06/2026;36;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;401108;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/08/2026;36;8;31/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;01/09/2026;36;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;SUPORTE TRANSF POSTE CIRC AC 270MM;UN;01/10/2026;36;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;MED IN 1E 2F 120V 100A SMC DR B;UN;01/03/2026;38;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;MED IN 1E 2F 120V 100A SMC DR B;UN;01/04/2026;38;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;MED IN 1E 2F 120V 100A SMC DR B;UN;01/05/2026;38;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;POSTE CONC DUPL T 11/1000;UN;01/08/2026;38;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;MED EL 3E 4F 120V 120A GD B;UN;01/08/2026;40,5;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;MED EL 3E 4F 120V 120A GD B;UN;01/09/2026;40,5;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ANEL AMAR SIL CZ 110MM 160MM;UN;01/03/2026;41;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ANEL AMAR SIL CZ 110MM 160MM;UN;01/04/2026;41;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ANEL AMAR SIL CZ 110MM 160MM;UN;01/05/2026;41;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ANEL AMAR SIL CZ 110MM 160MM;UN;01/06/2026;41;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ELO FUSIVEL H 1A 500MM;UN;01/02/2026;46;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;MARCADOR IND PLAS 60ML MET ESF 3MM AM;UN;01/04/2026;54;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ALCA PREFORM CABO CONC 3X70 + 50;UN;01/07/2026;67,5;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;401108;ABRACADEIRA PLAS UV 525X8,90MM TRI;UN;01/03/2026;70;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ALCA PREFORM CABO CONC  3X16 + 16;UN;01/10/2026;72,5;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;401108;ALCA PREFORM CABO CONC  3X25 + 25;UN;01/05/2026;76;5;18/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401108;ALCA PREFORM CABO CONC  3X25 + 25;UN;01/01/2026;78;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/03/2026;82;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;ALCA PREFORM CABO CONC  1X16 + 16;UN;01/05/2026;84;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;401108;CABO AL CONCENTRICO 3F 3X16+16MM2;UN;01/01/2026;86;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A46_ADEQ_REDISTI;INVESTIMENTO;DIT;;401108;CABO AL CONCENTRICO 3F 3X70+70MM2;UN;01/07/2026;86;7;27/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;CINTA POSTE CIRC ACO 380MM;UN;01/07/2026;95;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;CINTA POSTE CIRC ACO 380MM;UN;01/08/2026;95;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;CINTA POSTE CIRC ACO 380MM;UN;01/09/2026;95;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401108;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;UN;01/10/2026;95;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;UN;01/01/2026;96;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401108;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;UN;01/07/2026;96;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;MED IN 1E 2F 120 240V 100A TB GD B;UN;01/05/2026;147;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;MED IN 2E 3F 120 240V 120A TB GD B;UN;01/06/2026;147;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;UN;01/07/2026;170,5;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;UN;01/08/2026;170,5;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;UN;01/09/2026;170,5;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;UN;01/10/2026;170,5;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;BRACO SUPORTE TIPO C 580X365MM 851/6;UN;01/03/2026;241;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;CINTA POSTE CIRC ACO 340MM;UN;01/01/2026;242;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401108;CINTA POSTE CIRC ACO 340MM;UN;01/02/2026;242;2;jun/26;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;LACRE SEG MET 11DIG BR;UN;01/07/2026;13,25;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;LACRE SEG MET 11DIG BR;UN;01/09/2026;13,25;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;CABO ELET NU CA 336,4MCM 170MM2 TULIP;UN;01/03/2026;18;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;UN;01/04/2026;18;4;14/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;UN;01/05/2026;18;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;SAPATILHA CABO DE ACO 3/8P;UN;01/04/2026;19;4;14/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;SAPATILHA CABO DE ACO 3/8P;UN;01/05/2026;19;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;SAPATILHA CABO DE ACO 3/8P;UN;01/06/2026;19;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;TRAFO AER 1F 15KV 25KVA 240/120V 7TP;UN;01/07/2026;22,75;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;TRAFO AER 1F 15KV 25KVA 240/120V 7TP;UN;01/08/2026;22,75;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;UN;01/09/2026;22,75;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A35_EXTENS_REDE;INVESTIMENTO;DTE;;401116;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;UN;01/10/2026;22,75;10;40/2026;;-;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;MANILHA AC 16MM 80MM 22MM 13500DAN;UN;01/02/2026;24;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/04/2026;28;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/05/2026;28;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/06/2026;28;6;23/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/03/2026;29;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;01/07/2026;33,25;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;01/08/2026;33,25;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;01/09/2026;33,25;9;36/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A38_REFORÇO_REDE;INVESTIMENTO;DTE;;401116;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;01/10/2026;33,25;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;CRUZETA POLIMERICA 5000X112,5X90MM;UN;01/02/2026;38;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;MED IN 1E 2F 120V 100A SMC DR B;UN;01/04/2026;38;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;MED IN 1E 2F 120V 100A SMC DR B;UN;01/06/2026;38;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;RELIGADOR 1F AUTOMATICO 15KV 200A 4,2kA;UN;01/09/2026;42;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;POSTE CONCRETO DUPLO T 9 M 600 DAN;UN;01/10/2026;42;10;40/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;CHAVE SEC 1P 15KV 630A CONEXÃO TER CUNHA;UN;01/07/2026;45;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;CHAVE SEC 1P 15KV 630A CONEXÃO TER CUNHA;UN;01/08/2026;45;8;31/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 265MM;UN;01/09/2026;45;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A157_MORAR MELHOR;INVESTIMENTO;DTE;;401116;ELO FUSIVEL H 1A 500MM;UN;01/10/2026;45;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;MED EL 1E 2F 120V 100A GD B;UN;01/08/2026;49;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;UN;01/02/2026;53;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;UN;01/04/2026;53;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;UN;01/06/2026;53;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;ALCA PREFORM CABO CONC 3X35 + 35;UN;01/08/2026;66,25;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A32_INSTALAÇÃO_D;INVESTIMENTO;DTE;;401116;ALCA PREFORM CABO CONC 3X35 + 35;UN;01/10/2026;66,25;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/04/2026;82;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;ABRACADEIRA PLAS UV 150X3,50MM;UN;01/03/2026;94;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";UN;01/05/2026;102;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;CONECTOR PERF 15KV 35-70 / 35-70MM2;UN;01/01/2026;113;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A41_EXTREDE_DIST;INVESTIMENTO;DIT;;401116;BRACO TIPO J;UN;01/07/2026;116;7;27/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;UN;01/05/2026;148;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;UN;01/06/2026;148;6;23/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;POSTE CONCRETO ARM TRON CON 12M 600KGF;UN;01/01/2026;150;1;jan/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO AL CONCENTRICO 2F 2X25+25MM2;UN;01/02/2026;150;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO AL CONCENTRICO 2F 2X25+25MM2;UN;01/03/2026;150;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO AL CONCENTRICO 2F 2X25+25MM2;UN;01/04/2026;150;4;14/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;MED IN 3E 4F 67 120 240V 10A ACL DF D;UN;01/05/2026;150;5;18/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;MED IN 3E 4F 120 240V 200A TB QE GD C;UN;01/06/2026;150;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;CX BLIND P/ MED TRI C/ ABERT INTEL;UN;01/07/2026;186,25;7;27/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;CX BLIND P/ MED TRI C/ ABERT INTEL;UN;01/08/2026;186,25;8;31/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;UNIDADE REMOTA INT P/ MED C/ CONECT SMA;UN;01/09/2026;186,25;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;UNIDADE REMOTA INT P/ MED C/ CONECT SMA;UN;01/10/2026;186,25;10;40/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;CX BLIND P/ CONEXAO C/ ABERT INTEL;UN;01/04/2026;187;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 3/8PX115MM;UN;01/01/2026;214;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 3/8PX115MM;UN;01/02/2026;214;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 3/8PX115MM;UN;01/03/2026;214;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;UN;01/07/2026;225;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/08/2026;225;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/09/2026;225;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;A08_MANUT_REDMAN;INVESTIMENTO;DTM;;401116;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/10/2026;225;10;40/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 230MM;UN;01/05/2026;248;5;18/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 230MM;UN;01/06/2026;248;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 250MM;UN;01/03/2026;283;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 250MM;UN;01/04/2026;283;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 250MM;UN;01/05/2026;283;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 250MM;UN;01/06/2026;283;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CINTA POSTE CIRC ACO 250MM;UN;01/02/2026;286;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CANTONEIRA C AC ABA IG 65X900MM 600DAN;UN;01/08/2026;286,75;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;CANTONEIRA C AC ABA IG 65X900MM 600DAN;UN;01/09/2026;286,75;9;36/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;LACO PREF ROLD CA 1/0AWG LJ;UN;01/07/2026;299,75;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;PORCA QUADRADA AC 16MM 2MM;UN;01/01/2026;302;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A36_AQUISIC_SIST;INVESTIMENTO;DTE;;401116;PORCA QUADRADA AC 16MM 2MM;UN;01/10/2026;306,75;10;40/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;UN;01/09/2026;335,75;9;36/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;01/07/2026;355,75;7;27/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;01/08/2026;355,75;8;31/2026;;;
R3 DEMANDA CONCENTRICO-MULTIPLEX PERCENTUAL BAIRRO;A188_BLINDAGEM;INVESTIMENTO;DTE;;401116;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;01/10/2026;355,75;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;UN;01/02/2026;479;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;UN;01/04/2026;479;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;01/06/2026;479;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;01/09/2026;480;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;CONECTOR PARAL AL 4/0AWG 1/0AWG;UN;01/10/2026;480;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;MAO FRANCESA BECO AC 2135MM 35MMX5MM;UN;01/08/2026;558;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;PINO ISOLADOR AC 25X294X19MM;UN;01/03/2026;1118;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;A47_ADEQREDES_IT;INVESTIMENTO;DIT;;401116;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;01/05/2026;1197;5;18/2026;;;
