Documento de compras;Item;Contrato básico;It.contrato superior;ValFix.(cabeç.);Valor pendente;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido
4500148060;10;4600003530;10;0,00;0,00;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;MC12002;;;;CDFL;INVT;271;UN;271;UN;11,22;BRL;1;0;0;271;3.039,48;271;3.039,48;1;ZF 1302603;3.039,48
4500148060;20;4600003530;30;0,00;0,00;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;800886;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;MC12002;;;;CDFL;CUST;240;UN;240;UN;32,50;BRL;1;0;0;240;7.800,84;240;7.800,84;1;ZF 1302603;7.800,84
4500148060;30;4600003530;20;0,00;0,00;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;5.710;UN;5.710;UN;8,97;BRL;1;0;0;5.710;51.191,29;5.710;51.191,29;1;ZF 1302603;51.191,29
4500148060;40;4600003530;40;0,00;0,00;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;1.044;UN;1.044;UN;8,97;BRL;1;0;0;1.044;9.359,67;1.044;9.359,67;1;ZF 1302603;9.359,67
4500144683;10;4600003204;20;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;1.000;UN;1.000;UN;17,38;BRL;1;0;0;1.000;17.381,70;1.000;17.381,70;1;ZF 1302603;17.381,70
4500144683;20;4600003204;10;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;1.294;UN;1.294;UN;17,54;BRL;1;0;0;1.294;22.696,50;1.294;22.696,50;1;ZF 1302603;22.696,50
4500144684;20;4600003204;40;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;890;UN;890;UN;17,38;BRL;1;0;0;890;15.469,71;890;15.469,71;1;ZF 1302603;15.469,71
4500145719;10;4600003093;20;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;MC12002;;;;CDFL;CUST;1.835;UN;1.835;UN;33,55;BRL;1;0;0;1.835;61.572,32;1.835;61.572,32;1;ZF 1302603;61.572,32
4500145719;20;4600003093;40;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;800884;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;MC12002;;;;CDFL;CUST;600;UN;600;UN;11,30;BRL;1;0;0;600;6.779,70;600;6.779,70;1;ZF 1302603;6.779,70
4500145719;30;4600003093;50;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;590;UN;590;UN;7,36;BRL;1;0;0;590;4.340,22;590;4.340,22;1;ZF 1302603;4.340,22
4500145719;40;4600003093;90;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;2.535;UN;2.535;UN;7,36;BRL;1;0;0;2.535;18.648,22;2.535;18.648,22;1;ZF 1302603;18.648,22
4500145719;60;4600003093;120;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;MC12002;;;;CDFL;INVT;685;UN;685;UN;35,04;BRL;1;0;0;685;24.004,04;685;24.004,04;1;ZF 1302603;24.004,04
4500145719;70;4600003093;70;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;MC12002;;;;CDFL;INVT;45;UN;45;UN;43,86;BRL;1;0;0;45;1.973,65;45;1.973,65;1;ZF 1302603;1.973,65
4500145743;10;4600003204;10;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;10/02/2026;C1;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;4.055;UN;4.055;UN;17,54;BRL;1;0;0;4.055;71.123,89;4.055;71.123,89;1;ZF 1302603;71.123,89
4500145743;20;4600003204;20;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;10/02/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;3.200;UN;3.200;UN;17,38;BRL;1;0;0;3.200;55.621,44;3.200;55.621,44;1;ZF 1302603;55.621,44
4500145786;10;4600003112;160;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;400507;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);MC10301;;;;CDFL;INVT;210;UN;210;UN;5,96;BRL;1;0;0;210;1.251,87;210;1.251,87;1;ZF 1302603;1.251,87
4500145786;20;4600003112;140;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;403182;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;MC12002;;;;CDFL;INVT;1.000;UN;1.000;UN;173,22;BRL;1;0;0;1.000;173.221,80;1.000;173.221,80;1;ZF 1302603;173.221,80
4500145786;30;4600003112;170;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;802249;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;MC12002;;;;CDFL;CUST;1.000;UN;1.000;UN;173,22;BRL;1;0;0;1.000;173.221,80;1.000;173.221,80;1;ZF 1302603;173.221,80
4500146982;10;4600003204;40;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;20/02/2026;C1;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;500;UN;500;UN;17,38;BRL;1;0;0;500;8.690,85;500;8.690,85;1;ZF 1302603;8.690,85
4500146983;10;4600003204;20;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;20/02/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;2.000;UN;2.000;UN;17,38;BRL;1;0;0;2.000;34.763,40;2.000;34.763,40;1;ZF 1302603;34.763,40
4500150326;10;4600003204;30;0,00;0,00;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;01/04/2026;C1;800054;CONECTOR ATERRAMENTO HAST/CABO 3,5-9,4MM;MC10301;;;;CDFL;CUST;7.086;UN;7.086;UN;17,54;BRL;1;0;0;7.086;124.287,02;7.086;124.287,02;1;ZF 1302603;124.287,02
4500150222;10;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;112065;CANETA MARCA TEXTO AM;MC02301;;;;CDFL;CUST;10;UN;10;UN;1,00;BRL;1;0;0;10;10,00;10;10,00;1;ZF 1302603;10,00
4500150222;20;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C7;802464;CLIPE ACO NIQ N 4/0 CX 50UN;MC02301;;;;CDFL;CUST;20;UN;20;UN;3,11;BRL;1;0;0;20;62,26;20;62,26;1;ZF 1302603;62,26
4500150222;30;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C7;110649;CLIPE PAPEL AC NIQ TAM N 3/0;MC02301;;;;CDFL;CUST;10;CX;10;CX;2,76;BRL;1;0;0;10;27,60;10;27,60;1;ZF 1302603;27,60
4500150222;40;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;110356;PASTA L PLAST AZ 31X22CM;MC02301;;;;CDFL;CUST;20;UN;20;UN;0,70;BRL;1;0;0;20;14,00;20;14,00;1;ZF 1302603;14,00
4500150222;50;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;804453;PRANCHETA MAD COMP C/PREND MET 230X340M;MC02301;;;;CDFL;CUST;5;UN;5;UN;4,77;BRL;1;0;0;5;23,85;5;23,85;1;ZF 1302603;23,85
4500150222;60;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C1;110215;CAIXA ARQUIVO PLAST CORRUG 360X135X250MM;MC02301;;;;CDFL;CUST;150;UN;150;UN;3,50;BRL;1;0;0;150;525,60;150;525,60;1;ZF 1302603;525,60
4500150222;70;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;112242;CLIPE PAPEL AC NIQ TAM 8/0;MC02301;;;;CDFL;CUST;10;CX;10;CX;4,80;BRL;1;0;0;10;48,00;10;48,00;1;ZF 1302603;48,00
4500150222;80;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;110708;EXTRATOR GRAMPOS ESPATULA AI 150MM;MC02301;;;;CDFL;CUST;10;UN;10;UN;1,40;BRL;1;0;0;10;14,00;10;14,00;1;ZF 1302603;14,00
4500150222;90;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;110404;ENVELOPE CORRES PAP 80G/M2 NT 340X240MM;MC02301;;;;CDFL;CUST;2;UN;2;UN;7,12;BRL;1;0;0;2;14,24;2;14,24;1;ZF 1302603;14,24
4500150222;100;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;112066;PAPEL AUTO ADES 38X50MM 100FL POST IT;MC02301;;;;CDFL;CUST;10;CX;10;CX;5,37;BRL;1;0;0;10;53,70;10;53,70;1;ZF 1302603;53,70
4500150222;110;;0;0,00;0,00;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;804398;ESTILETE 18 MM;MC01401;;;;CDFL;CUST;6;UN;6;UN;6,60;BRL;1;0;0;6;39,60;6;39,60;1;ZF 1302603;39,60
4500145134;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;A14;;05/02/2026;C0;110418;DISCO CORTE ACO 7P;MC01401;;;;CDFL;CUST;100;UN;100;UN;5,27;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;527,00
4500146047;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;13/02/2026;C0;804842;BATERIA VEICULAR 100A;MC20101;;;;CDFL;CUST;1;UN;1;UN;1.285,63;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.285,63
4500147553;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;24/02/2026;C0;114242;"""DISCO CORTE P/ FERRO 7""""X1,6 X PC 50,00";MC01401;;;;CDFL;CUST;50;UN;50;UN;5,27;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;263,50
4500147645;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;A14;;25/02/2026;C0;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;629;UN;629;UN;2,17;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.364,93
4500147694;10;4600003162;50;0,00;0,00;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802141;FITA ISOL ELET 19MMX20M 0,19MM AZ;MC10903;;;;CDFL;CUST;50;UN;50;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.672,00
4500147694;20;4600003162;60;0,00;0,00;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802158;FITA ISOL ELET 19MMX20M 0,19MM BR;MC10903;;;;CDFL;CUST;50;UN;50;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.672,00
4500147694;30;4600003162;70;0,00;0,00;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802138;FITA ISOL ELET 19MMX20M 0,19MM VM;MC10903;;;;CDFL;CUST;27;UN;27;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.442,88
4500148056;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;CA;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;2.000;UN;2.000;UN;1,74;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.472,00
4500148056;20;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;C0;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;500;UN;500;UN;10,29;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;5.145,00
4500148056;30;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;C0;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;MC11001;;;;CDFL;INVT;410;UN;410;UN;25,23;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;10.344,30
4500150256;10;;0;0,00;0,00;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;27/03/2026;C0;805627;TERMINAL COMPRESSÃO 400MM2;MC10401;;;;CDFL;CUST;4;UN;4;UN;89,23;BRL;1;0;0;4;356,92;4;356,92;1;ZF 1302603;356,92
4500145239;10;4600003195;50;0,00;0,00;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;NB;F;A03;;06/02/2026;CA;400224;POSTE CONC DUPL T 11 M 300 DAN;MC13001;;;;CDFL;INVT;200;UN;200;UN;1.506,60;BRL;1;0;0;75;112.995,00;75;112.995,00;1;ZF 1302603;301.320,00
4500145239;20;4600003195;50;0,00;0,00;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;NB;F;A03;;06/02/2026;CA;400224;POSTE CONC DUPL T 11 M 300 DAN;MC13001;;;;CDFL;INVT;115;UN;115;UN;1.506,60;BRL;1;0;0;115;173.259,00;115;173.259,00;1;ZF 1302603;173.259,00
4500150142;10;;0;0,00;0,00;1003874    COCIL CONSTRUCOES CIVIS E INDUSTRIA;ZCDR;F;GAE;;24/03/2026;C0;410212;FITA AUTOADESIVA BLINDAGEM 10cmX10m;MC03701;;;;CDFL;INVT;350;UN;350;UN;20,43;BRL;1;0;0;350;7.150,50;350;7.150,50;1;ZF 1302603;7.150,50
4500145027;10;4600003213;210;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A15;;04/02/2026;C0;402318;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;8.073;M;8.073;M;47,31;BRL;1;0;0;8.073;381.933,63;8.073;381.933,63;1;ZF 1302603;381.933,63
4500146770;10;4600003068;110;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;19/02/2026;CA;402152;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;MC10101;;;;CDFL;INVT;500;M;500;M;60,35;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;30.173,85
4500147222;10;4600003213;330;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A16;;20/02/2026;CA;402318;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;34.000;M;34.000;M;44,00;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.495.942,20
4500147616;10;4600003068;130;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;25/02/2026;CA;402152;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;MC10101;;;;CDFL;INVT;1.187;M;1.187;M;60,35;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;71.632,72
4500148070;10;4600003213;340;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A03;;04/03/2026;CA;801185;CABO  MULT 2X10+1X10 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;CUST;600;M;600;M;2,78;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.670,40
4500148070;20;4600003213;350;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A03;;04/03/2026;CA;400443;CABO  MULT 2X25+1X25MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;3.000;M;3.000;M;5,94;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;17.832,00
4500148070;30;4600003213;360;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A03;;04/03/2026;CA;400474;CABO  MULT 3X70+1X70 MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;16.608;M;16.608;M;22,40;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;372.019,20
4500148070;40;4600003213;370;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;A03;;04/03/2026;CA;400487;CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV;MC10101;;;;CDFL;INVT;7.000;M;7.000;M;43,84;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;306.880,00
4500148087;10;4600003048;210;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;04/03/2026;CA;401886;CABO AL NU C/ALMA ACO CAA-2AWG SPAROW;MC10101;;;;CDFL;INVT;1.076;KG;1.076;KG;24,00;BRL;1;0;0;1.076;25.824,00;1.076;25.824,00;1;ZF 1302603;25.824,00
4500148087;20;4600003048;220;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;04/03/2026;CA;402397;CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY;MC10101;;;;CDFL;INVT;35.616;KG;35.616;KG;26,97;BRL;1;0;0;28.353;764.680,41;28.353;764.680,41;1;ZF 1302603;960.563,52
4500148087;30;4600003048;230;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;04/03/2026;CA;400460;CABO ELET NU CA AL 2/0AWG 67,40MM2 ASTER;MC10101;;;;CDFL;INVT;15.363;KG;15.363;KG;23,20;BRL;1;0;0;2.307;53.522,40;2.307;53.522,40;1;ZF 1302603;356.421,60
4500148087;40;4600003048;240;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;04/03/2026;CA;400434;CABO ELET NU CA AL 2AWG 33,54MM2 IRIS;MC10101;;;;CDFL;INVT;6.576;KG;6.576;KG;26,97;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;177.354,72
4500148087;50;4600003048;250;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;04/03/2026;CA;800682;CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP;MC10101;;;;CDFL;CUST;6.615;KG;6.615;KG;23,20;BRL;1;0;0;4.498;104.353,60;4.498;104.353,60;1;ZF 1302603;153.468,00
4500148814;20;;0;0,00;0,00;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;NB;F;GAE;;11/03/2026;CA;400708;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;MC10101;;;;CDFL;INVT;33.303;M;33.303;M;5,20;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;173.175,60
4500144522;10;4600003262;90;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A02;;23/01/2026;C1;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;INVT;86.908;M;86.908;M;4,77;BRL;1;0;0;86.908;414.629,38;86.908;414.629,38;1;ZF 1302603;414.629,38
4500144522;20;4600003262;50;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A02;;23/01/2026;C1;403656;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;INVT;54.000;M;54.000;M;20,61;BRL;1;0;0;54.000;1.112.875,20;54.000;1.112.875,20;1;ZF 1302603;1.112.875,20
4500147470;10;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;36.000;M;36.000;M;64,64;BRL;1;0;0;36.000;2.327.040,00;36.000;2.327.040,00;1;ZF 1302603;2.327.040,00
4500147470;20;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;36.000;M;36.000;M;64,64;BRL;1;0;0;36.000;2.327.040,00;36.000;2.327.040,00;1;ZF 1302603;2.327.040,00
4500147470;30;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;403574;CABO AL CONCENTRICO 3F 3X95+95MM2;MC10101;;;;CDFL;INVT;43.000;M;43.000;M;64,64;BRL;1;0;0;43.000;2.779.520,00;43.000;2.779.520,00;1;ZF 1302603;2.779.520,00
4500147470;40;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;403656;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;INVT;56.000;M;56.000;M;22,14;BRL;1;0;0;56.000;1.239.840,00;56.000;1.239.840,00;1;ZF 1302603;1.239.840,00
4500147470;50;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;INVT;58.000;M;58.000;M;5,13;BRL;1;0;0;58.000;297.540,00;58.000;297.540,00;1;ZF 1302603;297.540,00
4500147470;60;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;25.000;M;25.000;M;16,06;BRL;1;0;0;25.000;401.500,00;25.000;401.500,00;1;ZF 1302603;401.500,00
4500147470;70;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;30.000;M;30.000;M;16,06;BRL;1;0;0;30.000;481.800,00;30.000;481.800,00;1;ZF 1302603;481.800,00
4500147470;80;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;408291;CABO AL CONCENTRICO 2F 2X25+25MM2;MC00201;;;;CDFL;INVT;117.000;M;117.000;M;16,06;BRL;1;0;0;117.000;1.879.020,00;117.000;1.879.020,00;1;ZF 1302603;1.879.020,00
4500147470;90;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;403954;CABO AL CONCENTRICO 3F 3X50+50MM2;MC10101;;;;CDFL;INVT;3.827;M;3.827;M;36,82;BRL;1;0;0;3.827;140.910,14;3.827;140.910,14;1;ZF 1302603;140.910,14
4500147470;100;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804637;CABO AL CONCENTRICO 3F 3X10+10MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;10,21;BRL;1;0;0;1.000;10.210,00;1.000;10.210,00;1;ZF 1302603;10.210,00
4500147470;110;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804638;CABO AL CONCENTRICO 2F 2X25+25MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;16,82;BRL;1;0;0;1.000;16.820,00;1.000;16.820,00;1;ZF 1302603;16.820,00
4500147470;120;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804639;CABO AL CONCENTRICO 3F 3X25+25MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;22,14;BRL;1;0;0;1.000;22.140,00;1.000;22.140,00;1;ZF 1302603;22.140,00
4500147470;130;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804640;CABO AL CONCENTRICO 3F 3X16+16MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;13,29;BRL;1;0;0;1.000;13.290,00;1.000;13.290,00;1;ZF 1302603;13.290,00
4500147470;140;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804663;CABO AL CONCENTRICO 3F 3X50+50MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;36,82;BRL;1;0;0;1.000;36.820,00;1.000;36.820,00;1;ZF 1302603;36.820,00
4500147470;150;;0;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;A13;;23/02/2026;C0;804666;CABO AL CONCENTRICO 1F 1x16+16MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;5,13;BRL;1;0;0;1.000;5.130,00;1.000;5.130,00;1;ZF 1302603;5.130,00
4500149150;10;4600003262;100;0,00;0,00;1003953    CONDUMAX - ELETRO METALURGICA CIAFU;NB;F;GAE;;12/03/2026;C1;403843;CABO AL CONCENTRICO 3F 3X16+16MM2;MC10101;;;;CDFL;INVT;16.663;M;16.663;M;12,37;BRL;1;0;0;16.663;206.104,65;16.663;206.104,65;1;ZF 1302603;206.104,65
