Nome Demanda;PROJETO;DEPÓSITO;DEP.;X;CÓDIGO;Descrição;UNID;MÊS;Qtd;MES;SEMANA;OBSERVAÇÃO;ESPECÍFICO?
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403580;ALCA PREFORM CABO CONC 3X35 + 35;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403580;ALCA PREFORM CABO CONC 3X35 + 35;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403580;ALCA PREFORM CABO CONC 3X35 + 35;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403580;ALCA PREFORM CABO CONC 3X35 + 35;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/02/2026;1.106;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/03/2026;1.253;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/02/2026;3.318;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/03/2026;3.759;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;401632;LACRE SEG MET 11DIG BR;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/02/2026;2.212;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/03/2026;2.506;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410041;PARAFUSO AUTO BROC CHAT phillips 4.2x25m;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/02/2026;1.106;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/03/2026;1.253;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403390;PRENSA CABO PVC 1P;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/02/2026;4.424;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/03/2026;5.012;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/02/2026;4.424;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/03/2026;5.012;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/02/2026;222;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/03/2026;251;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/04/2026;0;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/05/2026;0;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/02/2026;0;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/03/2026;2.499;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/04/2026;5.556;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/05/2026;2.010;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403499;ABRACADEIRA PLAS 300 X 4,80MM;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/02/2026;0;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/03/2026;1.666;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/04/2026;3.704;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/05/2026;1.340;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403838;ALCA PREFORM CABO CONC  1X16 + 16;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/02/2026;0;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/03/2026;2.499;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/04/2026;5.556;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/05/2026;2.010;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;403682;BUCHA LOK 01;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/02/2026;0;2;6/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/03/2026;16.660;3;10/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/04/2026;37.040;4;14/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/05/2026;13.400;5;18/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/06/2026;0;6;23/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/07/2026;0;7;27/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/08/2026;0;8;31/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/09/2026;0;9;36/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/10/2026;0;10;40/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/11/2026;0;11;45/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;404009;CABO AL CONCENTRICO 1F 1x16+16MM2;;01/12/2026;0;12;49/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/01/2026;0;1;1/2026;;
DEMANDA LEONARDO (EMAIL: 08/05/2026);A188_BLINDAGEM;INVESTIMENTO;DPC;;402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;;01/02/2026;0;2;6/2026;;
