CÓDIGO;DESCRIÇÃO;UDM;VALOR UNITÁRIO;"LEAD 
TIME";PLANEJADOR
402452;SUPORTE TRANSF POSTE CIRC AC 200MM;KG;212,5;60;ANTONIO
800712;SUPORTE TRANSF POSTE CIRC AC 200MM;KG;212,5;60;ANTONIO
410068;MICROTIK CCR2004-16G-2S+;UN;3600;60;ANTONIO
406364;LAVADORA À PRESSÃO;PEÇ;3570;60;ANTONIO
805406;MODULO CONTROL/SUPERV P/ INVERSOR 15KVA;UN;3252,23;60;ANTONIO
804554;ALICATE AMPERIM 750/1000V 1000A ET-3200A;UN;200,9;60;IDA
804427;MODULO RETIFICADOR 48 VCC;PEÇ;3161,66;60;ANTONIO
805190;CONTROLADOR IHM 48VCC;UN;3072,49;60;ANTONIO
404987;SWITCH UNIFI 24P+802.3AT/BT 2P SFP+10;UN;2900;60;ANTONIO
800654;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;197;60;MONALIZA
409240;OSCILOGRAFO;UN;2500;60;ANTONIO
404231;MODULO AQUISICAO DADOS 8 ENTR DIGITAIS;UN;2440,6;60;ANTONIO
407355;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;UN;194,5;45;IDA
801112;CRUZETA POL FBV/RES PES 2400X112,5X90MM;UN;194,5;30;IDA
401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;UN;194,5;30;IDA
409789;OIL SAMPLE COOLER;UN;2000;60;ANTONIO
800006;SUPORTE TRANSF POSTE CIRC AC 290MM;UN;194,23;60;ANTONIO
801386;SUPORTE TRANSF POSTE DUP T AC 210X125MM;UN;193,78;60;ANTONIO
401165;SUPORTE TRANSF POSTE CIRC AC 240MM;UN;190,02;60;ANTONIO
803509;CONECTOR PARALELO CABO CAA 477 MCM;UN;190;90;IDA
800760;SUPORTE TRANSF POSTE DUP T AC 210X115MM;UN;189,71;60;ANTONIO
805502;QDCC RACK 19P COM 10+10 DJ 16-50MM2;UN;2000;60;ANTONIO
401014;SUPORTE TRANSF POSTE CIRC AC 280MM;UN;185,6;60;ANTONIO
404251;FONTE DE ALIMENTACAO PS;UN;1513,58;60;ANTONIO
409787;KIT DE VERIFICACAO DO SISTEMA KITT000012;UN;1500;60;ANTONIO
405770;CAMERA TERMOGRAFICA TERMOVISOR -40-2000º;PEÇ;152850,4;60;ANTONIO
402149;TERMINAL CU CHAVE SEC  70-120MM2;UN;168;45;IDA
800569;TERMINAL CU CHAVE SEC  70-120MM2;UN;168;45;IDA
804631;KIT SOBRESSALENTE PARA CONVERSOR CC-CC;UN;1327,73;60;ANTONIO
408192;DISJUNTOR CAIXA MOLDADA 200A;UN;166,98;60;ANTONIO
805407;SOBRESSAL VENTILADOR CARREGADOR-RETIF;UN;1135,09;60;ANTONIO
805459;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;UN;165,9;90;IDA
402689;SUPORTE TRANSF POSTE CIRC AC 230MM;UN;165,56;60;ANTONIO
803158;SUPORTE TRANSF POSTE CIRC AC 230MM;UN;165,56;60;ANTONIO
404195;MODULO DE COMUNIC REMOTA 3G/4G TNC;UN;1129;60;ANTONIO
402443;SUPORTE TRANSF POSTE CIRC AC 270MM;UN;162,69;60;ANTONIO
800013;SUPORTE TRANSF POSTE CIRC AC 270MM;UN;162,69;60;ANTONIO
804565;CRUZETA POL FBV/RES 2400X112,5X90MM DAT;UN;162,5;45;IDA
401753;ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2;UN;14,46;60;ANTONIO
800256;BRACO SUPORTE TIPO C 580X365MM 851/6;UN;161,68;60;ANTONIO
801398;SUPORTE TRANSF POSTE DUP T AC 230X125MM;UN;161,67;60;ANTONIO
403693;CABO CONCENTRICO CU 3X35+35MM;UN;160,05;90;ANTONIO
803908;MOITAO TRIPLO PLAST C/CORDA 5/8P 750KG;UN;158;60;IDA
800928;SUPORTE TRANSF POSTE CIRC AC 255MM;UN;157,68;60;ANTONIO
409628;TELEFONE GRANDSTREAM IP BASICO;UN;1050;60;ANTONIO
402106;BRACO L A1010/1020 3/8P16P;UN;89,97;60;ANTONIO
401709;SUPORTE TRANSF POSTE CIRC AC 290MM;UN;156,03;60;ANTONIO
804894;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;156;60;MONALIZA
800727;SUPORTE TRANSF POSTE CIRC AC 280MM;UN;154,81;60;ANTONIO
800192;AFASTADOR REDE SEC AC 700MM 500MM;UN;154,43;60;ANTONIO
410032;CONTROLADOR S0 C/ CABEAMENTO (BMS);UN;1000;60;ANTONIO
805500;GATEWAY MODBUS SERIAL/TCP-IP ETHERNET;UN;900;60;ANTONIO
410033;SENSOR MEDIÇÃO SN C/CABEAMENTO(BMS);UN;900;60;ANTONIO
805509;CONVERSOR BLACKBOX LH1708A-SC;UN;800;60;ANTONIO
410019;EXTENSOR GRANDSTREAM - GXP2200;PEÇ;700;60;ANTONIO
409788;KIT DE AMOSTRA DE GAS KITT00005;UN;600;60;ANTONIO
410035;BOX+FONTE C/ CABOS(BMS);UN;500;60;ANTONIO
805498;SOBRESSAL VENTILADOR CARREGADOR-RETIF;UN;500;60;ANTONIO
410020;TELEFONE IP GRANDSTREAN MOD GXP2170;UN;500;60;ANTONIO
409945;SIST INVERSOR (N+1) C/ CHAVE ESTATICA;UN;139047,4;60;ANTONIO
400188;MONITOR 19P LCD 1680X1050;UN;420,71;60;ANTONIO
402017;SUPORTE TRANSF POSTE DUP T AC 210X125MM;UN;142,03;60;ANTONIO
804252;ROTULADORA COM CARTUCHOS DE REPOSICAO;UN;375,7;60;ANTONIO
805229;RELE BIESTAVEL MOD BS 02 - BC;UN;300;60;ANTONIO
803874;RELE FALTA DE FASE 2NA+2NF 125 VCC;UN;300;60;ANTONIO
800901;CRUZETA POL PE/FBN 90X112,5X1200MM;UN;135;60;IDA
404199;COMUTADORES KVM 4 PORTAS USB TECL ACESSO;UN;290;60;ANTONIO
804598;CAPACIMETRO MODELO MC-154A;UN;285;60;ANTONIO
805098;BATERIA ÍONS DE LITIO GBA 18V 2.0AH;PEÇ;257,06;60;ANTONIO
405473;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;127,89;60;MONALIZA
403353;CABO ELET CU 150MM2 90°XLPE 0,6/1KV;M;126;60;MONALIZA
410062;ANTENA GPS GNSS GE REASON RT 420 30;UN;187;60;ANTONIO
801256;PERFIL U AC 76X900MM REDE COMPACTA;UN;125,56;60;ANTONIO
408951;MOSTRADOR REMOTO RF MED STAR MEASURE;UN;123,94;60;ANTONIO
803080;TINTA ESM SINTE AMARELO SEC RAP 3,6L;UN;123,92;60;IDA
403686;BARRA P/2 CAIXAS;UN;123;60;ANTONIO
805529;HELICE DJI MAVIC 3 ENTERPRISE;UN;150;60;ANTONIO
410034;SENSOR HALL C/ CABOS(BMS);UN;150;60;ANTONIO
801018;RESISTENCIA AQUEC 150W 220V;M;145,5;60;ANTONIO
805507;CORRENTE TOYAMA TC37558-68OR 1,5MM 34D;UN;130;60;ANTONIO
802837;FAROLETE MAO CAPIVARA 12V CABO 5M;UN;116;60;ANTONIO
804596;BATERIA SELADA 12V;UN;90;60;ANTONIO
401213;SUPORTE TRANSF POSTE CIRC AC 255MM;UN;119,23;60;ANTONIO
120366;CAPUZ DE SEGURANCA TIPO BALACLAVA;0;118,55;60;ANTONIO
407815;SIRENE COM AUDIO E VOZ 12V 1,5A 115dB;UN;85;60;ANTONIO
805530;CAIXA DE SOM PARA PC USB;M;70;60;ANTONIO
803813;ALICATE DESENCAPADOR DE FIO;UN;116,4;60;IDA
801720;DISPOSITIVO ANTI-QUEDA CARTUCHO;UN;70;60;ANTONIO
403931;BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV;UN;113,53;60;ANTONIO
802303;BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV;UN;113,53;60;ANTONIO
803593;DPS CLASSE II VCL SLIM - 15KA - 275V;UN;42;60;ANTONIO
805492;CHICOTE DE 2 VIAS FIO 4MM;PEÇ;25;60;ANTONIO
803744;CABECOTE MANOBRA CHAVES TRABALHO  ALTURA;UN;108,78;60;IDA
800959;PORTA-FUSIVEL 15KV 100A;UN;108;90;MONALIZA
805508;CORRENTE 3/8 1.1MM 22 DNT HT/135;UN;18;60;ANTONIO
400908;MAO FRANCESA BECO AC 1970MM 45X45X45MM;UN;105,87;60;ANTONIO
400011;SUPORTE TRANSF POSTE DUP T AC 210X115MM;UN;104,63;60;ANTONIO
409738;ANTENA 4G/GSM 5BAND 8DBI SMA-M;UN;15;60;ANTONIO
803927;JUNTA INF NITRILICA 1,3KV 800A 67X80X6MM;UN;3,34;60;ANTONIO
803962;JUNTA SUP NITRI 1,3KV 800A 27X47X55X4 MM;UN;2,31;60;ANTONIO
803961;JUNTA SUP NITRI 1,3KV 400A 16X36X42X4 MM;UN;2,15;60;ANTONIO
800434;CANTONEIRA C AC ABA IG 65X900MM 600DAN;UN;100;60;ANTONIO
803926;JUNTA INF NITRILICA 1,3KV 400A 48X60X4MM;UN;1,8;60;ANTONIO
803925;JUNTA INF NITRILICA 1,3KV 160A 33X45X4MM;UN;1,73;60;ANTONIO
803929;JUNTA SUP NITRI 1,3KV 160A 10X24X30X4 MM;UN;1,26;60;ANTONIO
408742;BATERIA DRONE DJI MAVIC 3;M;1;60;ANTONIO
402081;CABO ELET CU 120MM2 90°XLPE 0,6/1KV;UN;98,69;60;MONALIZA
800741;CABO ELET CU 120MM2 90°XLPE 0,6/1KV;UN;98,69;60;MONALIZA
405456;DRONE;UN;1;60;ANTONIO
801314;EMENDA PREF COND AL 4/0AWG PT;UN;98;60;ANTONIO
803658;MEDIDOR DE DISTÂNCIA COM RODAS;UN;1;60;ANTONIO
402860;REGULADOR TENSAO 1F 250 KVA 7,62KV 328A;UN;78170;60;ANTONIO
403553;TV LED 43P;UN;1;60;ANTONIO
804311;CARTAO DE MEMORIA;UN;40;60;ANTONIO
404208;CONJ MEDICAO P/ BALANCO TRAFO 800A C/ RC;UN;2848;60;ANTONIO
404005;CONJ MEDICAO P/ BALANCO TRAFO 500A C/ RF;UN;1900;60;ANTONIO
805515;RADIO MESH IP CS SMC SGPM LANDIS GYR;UN;0,01;60;ANTONIO
805516;RADIO CS SMC SGPM LANDIS GYR;UN;0,01;60;ANTONIO
802247;LUVA EMENDA CABO ALUM 35MM COMP 90 MM;UN;91,6;60;ANTONIO
402595;COLETOR DADOS RF MESH N2450 - SMC;UN;0;60;ANTONIO
402608;ROTEADOR RF N660 - COMUNICAÇÃO SMC;UN;0;60;ANTONIO
804344;PLACA DE PROTOBOARD 400 PONTOS;UN;1800;60;ANTONIO
804346;BALANÇA DIGITAL DE BANCADA 100KG;UN;1500;60;ANTONIO
800417;ARMACAO SEC PRESB 4EST 4,5MM ACO;UN;88,79;60;ANTONIO
804349;JOGO DE MINI RETIFICA 180W 110V;UN;30;60;ANTONIO
804361;FONTE DE ALIMENTAÇÃO DIGITAL 30V 5A;UN;0;60;ANTONIO
402875;SUPORTE TIPO T PARA CHAVE/PARA-RAIO;KG;86,75;60;ANTONIO
804409;MULTIMETRO OSCILOSCOPIO;UN;800;60;ANTONIO
410052;MODULO DE COMUNIC REMOTA NB CAT-M SMA;UN;1140,94;60;ANTONIO
410154;UNIDADE REMOTA INT P/ MED C/ CONECT SMA;UN;0;60;ANTONIO
400588;EMENDA PREF COND AL 4/0AWG AM 1295MM;UN;85,6;60;ANTONIO
800337;EMENDA PREF COND AL 4/0AWG AM 1295MM;UN;85,6;60;ANTONIO
401505;FIO ELETRICO NU CU 16MM2 MEIO DURO;UN;85;60;MONALIZA
409791;ROLO DE PAPEL TERMICO PARA IMPRESSORA;UN;100;60;IDA
804453;PRANCHETA MAD COMP C/PREND MET 230X340M;UN;15;60;IDA
110719;PRANCHETA PORT ACR FUME 230X340X3MM;0;13,03;60;IDA
800522;MAO FRANCESA BECO AC 1970MM 45X45X45MM;UN;81,22;60;ANTONIO
401372;TERMINAL PRESSAO CU 120MM2 C/SAPATA;UN;80,8;90;IDA
112068;BLOCO COLORIDO PARA RECADO;0;12,34;60;IDA
110288;PILHA RECARREGAVEL PEQUENA AA;0;9,9;60;IDA
804670;FUSIVEL HH 1A 358C 52L MM;UN;80;60;MONALIZA
110077;TESOURA MULTIUSO AI CABO PLAS 21CM;0;7,81;60;IDA
110091;COLA PLAST BR ACET POLIV;0;7,75;60;IDA
110356;PASTA L PLAST AZ 31X22CM;0;7,72;60;IDA
110557;GRAMPO AC COB 26/6 CX 5000UN;0;6,5;60;IDA
112066;PAPEL AUTO ADES 38X50MM 100FL POST IT;0;4,2;60;IDA
110215;CAIXA ARQUIVO PLAST CORRUG 360X135X250MM;0;4,1;60;IDA
802637;PASTA PLAST FINA ABAS ELAS 24,5X34CM;UN;3,5;60;IDA
409259;TERMINAL A COMP OLHAL BIMETALICO 185MM2;UN;74,8;45;IDA
402423;MED IN 3E 4F 67 120 240V 10A ACL D;UN;4592,96;90;MONALIZA
403807;TERMINAL PRESSAO CU 95MM2 C/SAPATA;UN;74,2;90;IDA
110555;CLIPE ACO NIQ N 2/0 CX 50 UM;0;3;60;IDA
110282;FITA ADES PVC TRANSP 50MMX50M;0;3;60;IDA
800473;BRACO L A1010/1020 3/8P16P;UN;71,72;60;ANTONIO
800836;CONECTOR T AL 954 MCM;UN;71,28;90;IDA
802656;PASTA SUSP PP 361X240MM;UN;2,9;60;IDA
404740;CONECTOR PERF 15KV 35-70 / 35-70MM2;UN;70,81;90;IDA
110057;PAPEL AUTO ADES AM 76X76MM 100FL;0;2,8;60;IDA
110157;EXTRATOR GRAMPO ESPAT AI 15C;0;2,5;60;IDA
110159;CLIPE PAPEL AC NIQ TAM 6/0;0;2,24;60;IDA
802464;CLIPE ACO NIQ N 4/0 CX 50UN;UN;2,01;60;IDA
802387;CANETA CORRETIVA MULTIUSO 8ML;UN;2;60;IDA
110649;CLIPE PAPEL AC NIQ TAM N 3/0;0;1,97;60;IDA
110690;PINCEL MARC PERM REC PONTA RET/CHANF PT;0;1,93;60;IDA
112242;CLIPE PAPEL AC NIQ TAM 8/0;0;1,86;60;IDA
404741;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;UN;68,87;90;IDA
804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;UN;68,87;90;IDA
110708;EXTRATOR GRAMPOS ESPATULA AI 150MM;0;1,75;60;IDA
110248;REGUA PLAS TRANSP 40CM ESC MM;0;1,45;60;IDA
110210;BORRACHA DES PLAST BR 44X22,5X12MM;0;1;60;IDA
402307;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;67,06;90;IDA
110097;APONTADOR LAPIS, COM DEPOSITO;0;0,83;60;IDA
112065;CANETA MARCA TEXTO AM;0;0,8;60;IDA
400972;PARAFUSO OLH AC 5/8P 800MM;UN;65,8;60;ANTONIO
402866;REGISTRADOR DIG PERT RPV-311 GE/REASON;UN;68475;60;ANTONIO
800965;PARAFUSO OLH AC 5/8P 800MM;UN;65,8;60;ANTONIO
403666;CINTA POSTE CIRC ACO 365MM;UN;65,78;60;ANTONIO
802992;CINTA POSTE CIRC ACO 365MM;UN;65,78;60;ANTONIO
800839;GRAMPO ANCOR PAS AL 4/0AWG~636MCM;-;65,7;60;ANTONIO
402105;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;65;90;IDA
800872;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;65;90;IDA
403852;CABO AL CONCENTRICO 3F 3X70+70MM2;UN;64,4;90;MONALIZA
407094;SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC;UN;63,36;60;IDA
112104;CANETA MARCA TEXTO VD;0;0,8;60;IDA
110185;CANETA ESFER AZ 1MM EMB C/50UN;0;0,65;60;IDA
110256;ENVELOPE CORRES PAP 80G/M2 NT 410X310MM;0;0,4;60;IDA
800105;MANILHA AC 16MM 80MM 22MM 13500DAN;JG;61,76;90;ANTONIO
110404;ENVELOPE CORRES PAP 80G/M2 NT 340X240MM;0;0,18;60;IDA
112008;GASOLINA COMUM;0;7,6;60;IDA
402824;MED EL 1E 2F 120V 100A GD B;UN;60;90;MONALIZA
402600;MONITOR 23,8 POL;UN;879,69;60;IDA
805512;CABEÇOTE PRENSA TERMINAL 6T;UN;3000;60;ANTONIO
805528;CABECOTE PARA DE GRAMPOS DE ATERRAMENTO;UN;2000;60;ANTONIO
805400;PORCA SEXTAVADA, M8, ZINCADA;UN;1,31;60;ANTONIO
805397;PARAFUSO SEXTAVADO M8x30MM ZINCADO;UN;1;60;ANTONIO
404508;FERRO SOLDA  220 V PONTA TRATADA 60W;M;57,8;60;IDA
804556;JOGO CHAVES  ALLEN TIPO CANIVETE 09 PCS;UN;57,64;60;IDA
800341;GRAMPO ANCOR CUNHA AL 185MM2 400DAN;UN;57,6;60;ANTONIO
803245;CINTA POSTE DUPLO T ACO 230X125MM;UN;107,44;60;ANTONIO
404054;CINTA POSTE CIRC ACO 380MM;UN;66,1;60;ANTONIO
803344;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;UN;57,22;90;IDA
401803;CINTA POSTE CIRC ACO 340MM;UN;58,18;60;ANTONIO
800260;CINTA POSTE CIRC ACO 340MM;UN;58,18;60;ANTONIO
400487;CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV;UN;56,94;60;MONALIZA
402202;CINTA POSTE CIRC ACO 250MM;UN;52,6;60;ANTONIO
800431;CINTA POSTE CIRC ACO 250MM;UN;52,6;60;ANTONIO
409376;CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO;M;55;60;ANTONIO
800436;CINTA POSTE CIRC ACO 240MM;UN;46,35;60;ANTONIO
802238;CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV;UN;54,8;60;MONALIZA
802141;FITA ISOL ELET 19MMX20M 0,19MM AZ;PEÇ;54;60;IDA
802158;FITA ISOL ELET 19MMX20M 0,19MM BR;PEÇ;54;60;IDA
802138;FITA ISOL ELET 19MMX20M 0,19MM VM;PEÇ;54;60;IDA
404072;CANTONEIRA C AC ABA IG 65X900MM 600DAN;UN;53,53;60;ANTONIO
800304;CONECTOR T AL 477MCM;UN;53,42;90;IDA
800263;CINTA POSTE CIRC ACO 320MM;UN;52,7;60;ANTONIO
402712;CINTA POSTE CIRC ACO 265MM;UN;44,08;60;ANTONIO
803378;CINTA POSTE CIRC ACO 265MM;UN;44,08;60;ANTONIO
400446;CINTA POSTE CIRC ACO 300MM;UN;52,15;60;ANTONIO
400496;CINTA POSTE CIRC ACO 240MM;UN;40,83;60;ANTONIO
800369;CINTA POSTE CIRC ACO 200MM;UN;38,4;60;ANTONIO
400344;CINTA POSTE ACO 290MM;UN;51;60;ANTONIO
801202;CINTA POSTE ACO 290MM;UN;51;60;ANTONIO
409696;CABO MULT 3X120+1X95MM² XLPE 0,6/1 KV;M;50,7;60;MONALIZA
401608;PARA-RAIO DISTRIB POL 280V 10KA ISOL;UN;50,42;60;MONALIZA
404745;CHAVE FIM DE  CURSO METALTEX FM 1307;UN;50,16;60;IDA
801044;CINTA POSTE CIRC ACO 190MM;UN;35,42;60;ANTONIO
401892;CINTA POSTE CIRC ACO 200MM;UN;33,33;60;ANTONIO
400478;CINTA POSTE CIRC ACO 190MM;UN;32,44;60;ANTONIO
800671;SUPORTE TRANSF POSTE CIRC AC 220MM;KG;49,34;60;ANTONIO
401438;CINTA POSTE CIRC ACO 270MM;UN;11,29;60;ANTONIO
800520;PARAFUSO CAB QD MAQ AC 5/8X16P;UN;20;60;ANTONIO
800269;CONECTOR EMENDA RETA 477MCM;UN;48,12;90;IDA
404183;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";UN;0,55;60;ANTONIO
402318;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;UN;47,31;60;MONALIZA
800058;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;UN;47,31;60;MONALIZA
400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;UN;47,16;90;IDA
801064;PARAFUSO CAB ABA AC 10MM 115MM;CJ;3,99;60;ANTONIO
801210;CINTA POSTE CIRC ACO 300MM;UN;46,81;60;ANTONIO
803176;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";UN;0,55;60;ANTONIO
400851;EMENDA PREF COND AL 2/0 AWG 1016MM;UN;46,28;60;ANTONIO
803367;EMENDA PREF COND AL 2/0 AWG 1016MM;UN;46,28;60;ANTONIO
409258;TERMINAL A COMP OLHAL BIMETALICO 150MM2;UN;46,1;45;IDA
801077;CINTA POSTE CIRC ACO 270MM;UN;46,09;60;ANTONIO
401935;PINO ISOLADOR POLIMERICO AC 15KV 145MM;UN;26,58;60;ANTONIO
801066;PINO ISOLADOR POLIMERICO AC 15KV 145MM;UN;26,58;60;ANTONIO
401116;ISOLADOR ANCOR POLIM 15KV 5000DAN;KG;45;80;IDA
800515;ISOLADOR ANCOR POLIM 15KV 5000DAN;KG;45;80;IDA
402160;PARAFUSO OLH AC 16MM 450MM;UN;21,22;60;ANTONIO
800966;PARAFUSO OLH AC 16MM 450MM;UN;20,45;60;ANTONIO
800119;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;11,98;60;ANTONIO
801267;SUPORTE TRANSF POSTE CIRC AC 240MM;UN;43,93;60;ANTONIO
800982;PARAFUSO OLHAL AC 5/8P 20P;UN;43,22;60;ANTONIO
402955;CINTA POSTE CIRC ACO 210MM;UN;42,9;60;ANTONIO
400855;EMENDA PREF COND AL 1/0 AWG 965MM;UN;42,55;60;ANTONIO
803368;EMENDA PREF COND AL 1/0 AWG 965MM;UN;42,55;60;ANTONIO
110029;MALETA FERRAM AC 5GAV RODA 605X200X390MM;0;42,04;60;IDA
400930;PARAFUSO CAB ABA AC 10MM 115MM;CJ;3,99;60;ANTONIO
402026;CINTA POSTE CIRC ACO 230MM;UN;41,46;60;ANTONIO
800110;PARAFUSO CAB ABA PESC QD AC 3/8PX115MM;UN;4,76;60;ANTONIO
409257;TERMINAL A COMP OLHAL BIMETALICO 120MM2;UN;40,65;90;IDA
800541;PORCA QUADRADA AC 16MM 2MM;UN;2,6;60;ANTONIO
800345;GANCHO OLHAL AC 17MM 7000KGF;UN;39,15;60;ANTONIO
803339;CINTA POSTE CIRC ACO 210MM;UN;38,75;60;ANTONIO
404215;KIT COM ROLDANAS PARAFUSO E SUPORTE;UN;1;60;ANTONIO
407970;PARAFUSO PHIL BICROM CAB CHATA AGUL 45MM;UN;0,4;60;ANTONIO
800557;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;UN;37,8;90;IDA
402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;UN;37,68;90;IDA
407399;PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS;UN;0,18;60;ANTONIO
401763;PARAFUSO OLH AC 5/8P 650MM;UN;37,61;60;ANTONIO
800528;PARAFUSO OLH AC 5/8P 650MM;UN;37,61;60;ANTONIO
400708;CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT;M;7,6;60;MONALIZA
401264;PINO ISOLADOR AC 25X294X19MM;UN;36,17;60;ANTONIO
801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;UN;36,08;90;IDA
402331;BRACO C/GRAMPO SUSPE SECU 500DAN;UN;36;60;ANTONIO
403741;PARAFUSO BUCHA S8;UN;0,15;60;ANTONIO
406016;PARAFUSO AUTOBROCANTE 4,2X13MM;UN;0,14;60;ANTONIO
400906;HASTE ATERRAMENTO CI AC 14,3X2438MM;UN;91,6;90;ANTONIO
804104;PARAFUSO PHILIPS/FENDA S8;UN;0,12;60;ANTONIO
801128;GRAMPO ANCOR CABO 477MCM 8000KGF;UN;145,38;60;ANTONIO
400193;PARAFUSO OLHAL AC 5/8P 20P;UN;35,7;60;ANTONIO
800398;GRAMPO ANCOR PAS AL 874,5~954MCM;-;141,24;60;ANTONIO
800360;GRAMPO ANCOR CUNHA AL 50MM2 400DAN;KG;57,6;60;ANTONIO
401576;CINTA POSTE CIRC ACO 220MM;UN;35;60;ANTONIO
800371;CINTA POSTE CIRC ACO 150MM;UN;34,42;60;ANTONIO
400828;CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM;UN;34,33;90;IDA
800874;GRAMPO ANCOR CUNHA AL 170MM2 400DAN;UN;27,15;60;ANTONIO
404071;CONECTOR PERF 50-185MM2 15KV COM ESTRIBO;UN;34,13;90;IDA
803558;GRAMPO TENSÃO 90° CORDOALHA  AÇO 5/16;CJ;256,5;60;ANTONIO
801615;CABECOTE MANOBRA C/ENCAIXE UNIV ME-U;UN;33;60;ANTONIO
801237;CINTA POSTE CIRC ACO 140MM;UN;32,99;60;ANTONIO
805266;GRAMPO DE SUSPENSÃO PARA CABO 954 MCM MA;UN;120;60;ANTONIO
803535;PARAFUSO OLHAL Æ 19X350MM PORCAS ARRUELA;UN;103,6;60;ANTONIO
400164;MANILHA SAPATILHA 6800KGF;UN;29,97;90;ANTONIO
801313;PINO ISOLADOR AC 25X294X19MM;UN;32,06;60;ANTONIO
800496;MANILHA SAPATILHA 5000DAN;UN;20,69;90;ANTONIO
400827;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;5,55;60;ANTONIO
401471;CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU;UN;31,94;90;IDA
801125;CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU;UN;31,94;90;IDA
402587;FITA ISOL EPR 0,76X19MM 10M PT;PEÇ;31,2;30;IDA
800344;FITA ISOL EPR 0,76X19MM 10M PT;PEÇ;31,2;30;IDA
800503;GRAMPO SUSPENSAO AL MONOARTIC CAA 477MCM;TON;44,6;60;ANTONIO
403656;CABO AL CONCENTRICO 3F 3X25+25MM2;UN;25,41;90;ANTONIO
800327;CORDOALHA AC 6,3MM 1/4P 7F;UN;30,79;60;MONALIZA
800717;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;UN;69,1;60;ANTONIO
403770;PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT;UN;30,7;60;ANTONIO
403579;CABO AL CONCENTRICO 3F 3X35+35MM2;PEÇ;36,49;90;ANTONIO
801164;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;30,54;60;ANTONIO
801206;GANCHO SUSP OLHAL AC 18MM 11000KGF;UN;30,19;60;ANTONIO
401886;CABO AL NU C/ALMA ACO CAA-2AWG SPAROW;UN;30;60;MONALIZA
805346;CABO ELETR CU 25MM2 PR FLEXIVEL 750V;M;30;60;MONALIZA
805532;CARTUCHO QUIM 6003 VAPORES ORG E GASES A;UN;30;60;ANTONIO
406768;PORCA GAIOLA M5 METALICA/BICROMATIZADA;M2;20;60;ANTONIO
401403;CINTA POSTE CIRC ACO 160MM;UN;29,98;60;ANTONIO
402611;ANEL AMAR SIL CZ 110MM 160MM;UN;3,31;60;ANTONIO
403574;CABO AL CONCENTRICO 3F 3X95+95MM2;UN;57,96;90;ANTONIO
803452;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;UN;29,92;60;ANTONIO
402448;PARAFUSO OLH AC 5/8P 24P;UN;29,89;60;ANTONIO
801225;PARAFUSO OLH AC 5/8P 24P;UN;29,89;60;ANTONIO
801098;ESTRIBO C/CONEC CUNHA 120-185MM2;UN;29,8;90;IDA
803659;CORDOALHA AC 7,94MM 5/16P 7F (EHS);UN;29,69;60;MONALIZA
800266;CINTA POSTE CIRC ACO 230MM;UN;29,44;60;ANTONIO
402397;CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY;M;29;60;MONALIZA
801079;CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY;M;29;60;MONALIZA
800059;CABO ELET NU CA 336,4MCM 170MM2 TULIP;M;29;60;MONALIZA
