Chave;Sequencia;Fornecedor/centro fornecedor;Documento de compras;Item;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;;Data do documento;Material;Texto breve;Início per.validade;Fim da validade;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.do pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;ValFix.(cabeç.);Quantidade prevista;Qtd.prev.pendente;Núm.itens
4033372;2;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003263;60;WK;K;A16;;18/06/2025;403337;MEDIDOR ELETR 3F 2EL 120V 30/200A MD;02/07/2025;02/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;950,80;BRL;1;2.479.652,00;743;0;1
4006811;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;90;MK;K;A03;;16/12/2024;400681;ARRUELA QD AC 17,00MM 50,00MM 5,00MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;INVT;0;UN;0;UN;2,85;BRL;1;0,00;1.021;1.021;1
4009741;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;190;MK;K;A03;;16/12/2024;400974;PORCA QUADRADA AC 16MM 2MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;INVT;0;UN;0;UN;2,60;BRL;1;0,00;2.552;2.552;1
4009742;2;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;250;MK;K;A03;;16/12/2024;400974;PORCA QUADRADA AC 16MM 2MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;INVT;0;UN;0;UN;2,60;BRL;1;0,00;2.552;0;1
4009743;3;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;290;MK;K;A03;;16/12/2024;400974;PORCA QUADRADA AC 16MM 2MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;INVT;0;UN;0;UN;2,60;BRL;1;0,00;10.750;0;1
4012641;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;160;MK;K;A03;;16/12/2024;401264;PINO ISOLADOR AC 25X294X19MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;29,66;BRL;1;0,00;6.769;6.769;1
4012642;2;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;220;MK;K;A03;;16/12/2024;401264;PINO ISOLADOR AC 25X294X19MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;29,66;BRL;1;0,00;6.769;0;1
4019351;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;170;MK;K;A03;;16/12/2024;401935;PINO ISOLADOR POLIMERICO AC 15KV 145MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;26,58;BRL;1;0,00;360;360;1
4019352;2;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;230;MK;K;A03;;16/12/2024;401935;PINO ISOLADOR POLIMERICO AC 15KV 145MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;26,58;BRL;1;0,00;360;310;1
4019353;3;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;270;MK;K;A03;;16/12/2024;401935;PINO ISOLADOR POLIMERICO AC 15KV 145MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;26,58;BRL;1;0,00;590;590;1
4023121;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;200;MK;K;A03;;16/12/2024;402312;OLHAL PARAFUSO AC 16MM 5000DAN;06/01/2025;06/07/2026;MC10401;;;;CDFL;INVT;0;UN;0;UN;15,35;BRL;1;0,00;868;868;1
4023122;2;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;210;MK;K;A03;;16/12/2024;402312;OLHAL PARAFUSO AC 16MM 5000DAN;06/01/2025;06/07/2026;MC10401;;;;CDFL;INVT;0;UN;0;UN;15,35;BRL;1;0,00;868;0;1
4023123;3;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;260;MK;K;A03;;16/12/2024;402312;OLHAL PARAFUSO AC 16MM 5000DAN;06/01/2025;06/07/2026;MC10401;;;;CDFL;INVT;0;UN;0;UN;15,35;BRL;1;0,00;7.335;0;1
4024011;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;180;MK;K;A03;;16/12/2024;402401;PINO ISOLADOR POLIMERICO AC 15KV 200MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;27,63;BRL;1;0,00;671;671;1
4024012;2;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;240;MK;K;A03;;16/12/2024;402401;PINO ISOLADOR POLIMERICO AC 15KV 200MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;27,63;BRL;1;0,00;671;0;1
4024013;3;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;280;MK;K;A03;;16/12/2024;402401;PINO ISOLADOR POLIMERICO AC 15KV 200MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;27,63;BRL;1;0,00;4.606;1.906;1
4033271;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;10;WK;K;A03;;16/04/2025;403327;DISJUNTOR 2P 127/220V 400VCA 32A;06/05/2025;06/07/2026;MC20502;;;;CDFL;INVT;0;UN;0;UN;16,20;BRL;1;253.322,28;657;0;1
4033272;2;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;50;WK;K;A03;;16/04/2025;403327;DISJUNTOR 2P 127/220V 400VCA 32A;06/05/2025;06/07/2026;MC20502;;;;CDFL;INVT;0;UN;0;UN;16,20;BRL;1;253.322,28;1.500;550;1
4033711;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;20;WK;K;A03;;16/04/2025;403371;DISJUNTOR 3P 127/220V 400VCA 40A;06/05/2025;06/07/2026;MC20502;;;;CDFL;INVT;0;UN;0;UN;24,48;BRL;1;253.322,28;94;0;1
4033712;2;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;60;WK;K;A03;;16/04/2025;403371;DISJUNTOR 3P 127/220V 400VCA 40A;06/05/2025;06/07/2026;MC20502;;;;CDFL;INVT;0;UN;0;UN;24,48;BRL;1;253.322,28;114;0;1
8005411;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;70;MK;K;A03;;16/12/2024;800541;PORCA QUADRADA AC 16MM 2MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;CUST;0;UN;0;UN;2,60;BRL;1;0,00;13.302;0;1
8010661;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;50;MK;K;A03;;16/12/2024;801066;PINO ISOLADOR POLIMERICO AC 15KV 145MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;26,58;BRL;1;0,00;640;640;1
8011641;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;60;MK;K;A03;;16/12/2024;801164;PINO ISOLADOR POLIMERICO AC 15KV 200MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;27,63;BRL;1;0,00;5.277;3.359;1
8011861;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;30;MK;K;A03;;16/12/2024;801186;OLHAL PARAFUSO AC 16MM 5000DAN;06/01/2025;06/07/2026;MC10401;;;;CDFL;CUST;0;UN;0;UN;15,35;BRL;1;0,00;8.203;4.308;1
8012171;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;10;MK;K;A03;;16/12/2024;801217;ARRUELA QD AC 17,00MM 50,00MM 5,00MM;06/01/2025;06/07/2026;MC01301;;;;CDFL;CUST;0;UN;0;UN;2,85;BRL;1;0,00;227;227;1
8013131;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;40;MK;K;A03;;16/12/2024;801313;PINO ISOLADOR AC 25X294X19MM;06/01/2025;06/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;29,66;BRL;1;0,00;6.160;0;1
8035121;1;1021472    VOLTZ INDUSTRIA E COMERCIO DE MATER;4600002961;20;MK;K;A03;;16/12/2024;803512;ARRUELA QUAD 55X5MM FURO 21MM.;06/01/2025;06/07/2026;MC01301;;;;CDFL;CUST;0;UN;0;UN;2,85;BRL;1;0,00;250;250;1
8040501;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;30;WK;K;A03;;16/04/2025;804050;DISJUNTOR 2P 127/220V 400VCA 32A;06/05/2025;06/07/2026;MC20503;;;;CDFL;CUST;0;UN;0;UN;16,20;BRL;1;253.322,28;10.464;7.774;1
8048821;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003153;40;WK;K;A03;;16/04/2025;804882;DISJUNTOR 3P 127/220V 400VCA 40A;06/05/2025;06/07/2026;MC20502;;;;CDFL;CUST;0;UN;0;UN;24,48;BRL;1;253.322,28;1.788;1.088;1
8007171;1;1003137    INCESA INDUSTRIA DE COMPONENTES ELE;4600003556;10;MK;K;GAE;;20/03/2026;800717;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;20/03/2026;07/07/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;64,40;BRL;1;0,00;997;0;1
4010041;1;1003685    S&C ELECTRIC DO BRASIL LTDA;4600003185;10;WK;K;A03;;07/05/2025;401004;RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA;08/05/2025;08/07/2026;MC21701;;;;CDFL;INVT;0;UN;0;UN;19.886,04;BRL;1;318.176,64;16;0;1
8009591;1;1003412    MAURIZIO  CIA LTDA;4600003042;10;WK;K;A02;;06/03/2025;800959;PORTA-FUSIVEL 15KV 100A;12/03/2025;10/07/2026;MC10801;;;;CDFL;CUST;0;UN;0;UN;95,50;BRL;1;763.777,50;6.117;0;1
8009592;2;1003412    MAURIZIO  CIA LTDA;4600003042;20;WK;K;A02;;06/03/2025;800959;PORTA-FUSIVEL 15KV 100A;12/03/2025;10/07/2026;MC10801;;;;CDFL;CUST;0;UN;0;UN;108,00;BRL;1;763.777,50;1.663;0;1
4021051;1;1020062    CROSSFOX COMERCIO;4600003055;50;WK;K;A16;;11/03/2025;402105;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;13/03/2025;11/07/2026;MC12002;;;;CDFL;INVT;0;UN;0;UN;51,80;BRL;1;1.582.572,00;370;0;1
4047321;1;1020062    CROSSFOX COMERCIO;4600003055;20;WK;K;A16;;11/03/2025;404732;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;13/03/2025;11/07/2026;MC10301;;;;CDFL;INVT;0;UN;0;UN;86,00;BRL;1;1.582.572,00;6.045;0;1
8008721;1;1020062    CROSSFOX COMERCIO;4600003055;60;WK;K;A16;;11/03/2025;800872;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;13/03/2025;11/07/2026;MC12002;;;;CDFL;CUST;0;UN;0;UN;51,80;BRL;1;1.582.572,00;9.520;0;1
8033441;1;1020062    CROSSFOX COMERCIO;4600003055;40;WK;K;A16;;11/03/2025;803344;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;13/03/2025;11/07/2026;MC10301;;;;CDFL;CUST;0;UN;0;UN;86,00;BRL;1;1.582.572,00;6.400;0;1
4002241;1;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;4600003195;50;WK;K;A03;;15/05/2025;400224;POSTE CONC DUPL T 11 M 300 DAN;15/05/2025;15/07/2026;MC13001;;;;CDFL;INVT;0;UN;0;UN;1.620,00;BRL;1;3.470.472,00;895;0;1
4002281;1;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;4600003195;70;WK;K;A03;;15/05/2025;400228;POSTE CONCRETO CIRC 9M 300DAN;15/05/2025;15/07/2026;MC13001;;;;CDFL;INVT;0;UN;0;UN;1.550,00;BRL;1;3.470.472,00;1;0;1
4011271;1;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;4600003195;60;WK;K;A03;;15/05/2025;401127;POSTE CONCRETO ARM DUPL T 11M 600KGF;15/05/2025;15/07/2026;MC13001;;;;CDFL;INVT;0;UN;0;UN;2.062,00;BRL;1;3.470.472,00;971;538;1
4012521;1;1003866    ARCOMA DA AMAZONIA IND E COM LTDA;4600003195;80;WK;K;A03;;15/05/2025;401252;POSTE CONCRETO TRON CON 13M 600DAN;15/05/2025;15/07/2026;MC13001;;;;CDFL;INVT;0;UN;0;UN;4.205,00;BRL;1;3.470.472,00;4;0;1
4011161;1;1003412    MAURIZIO  CIA LTDA;4600003072;20;WK;K;A01;;17/03/2025;401116;ISOLADOR ANCOR POLIM 15KV 5000DAN;18/03/2025;16/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;32,00;BRL;1;583.360,00;11.670;0;1
8005151;1;1003412    MAURIZIO  CIA LTDA;4600003072;10;WK;K;A01;;17/03/2025;800515;ISOLADOR ANCOR POLIM 15KV 5000DAN;18/03/2025;16/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;32,00;BRL;1;583.360,00;6.560;0;1
4009101;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003071;30;WK;K;A01;;17/03/2025;400910;ISOLADOR DISCO 152X140MM 60KV 4500KGF;18/03/2025;19/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;22,30;BRL;1;621.081,50;1.070;0;1
4017111;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003071;40;WK;K;A01;;17/03/2025;401711;ISOLADOR PINO PORC 15KV 102MM 1350KGF;18/03/2025;19/07/2026;MC10902;;;;CDFL;INVT;0;UN;0;UN;25,00;BRL;1;621.081,50;16.665;6.557;1
8001001;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003071;20;WK;K;A01;;17/03/2025;800100;ISOLADOR PINO PORC 15KV 102MM 1350KGF;18/03/2025;19/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;25,00;BRL;1;621.081,50;3.810;0;1
8007051;1;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;4600003071;10;WK;K;A01;;17/03/2025;800705;ISOLADOR DISCO 152X140MM 60KV 4500KGF;18/03/2025;19/07/2026;MC10902;;;;CDFL;CUST;0;UN;0;UN;22,30;BRL;1;621.081,50;1.585;0;1
4024331;1;1003412    MAURIZIO  CIA LTDA;4600003075;10;WK;K;A01;;17/03/2025;402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;19/03/2025;20/07/2026;MC21101;;;;CDFL;INVT;0;UN;0;UN;140,00;BRL;1;796.600,00;3.593;797;1
4024332;2;1003412    MAURIZIO  CIA LTDA;4600003075;40;WK;K;A01;;17/03/2025;402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;19/03/2025;20/07/2026;MC21101;;;;CDFL;INVT;0;UN;0;UN;140,00;BRL;1;796.600,00;1.797;1.000;1
8006541;1;1003412    MAURIZIO  CIA LTDA;4600003075;20;WK;K;A01;;17/03/2025;800654;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;19/03/2025;20/07/2026;MC21101;;;;CDFL;CUST;0;UN;0;UN;140,00;BRL;1;796.600,00;2.097;0;1
4034091;1;1009114    SCHNEIDER ELECTRIC BRASIL LTDA;4600003295;10;MK;K;GAE;;16/07/2025;403409;RELIGADOR 3F AUTOMATICO 15KV 630A 12,5kA;21/07/2025;21/07/2026;MC21701;;;;CDFL;INVT;0;UN;0;UN;55.405,99;BRL;1;110.811,97;2;0;1
4041131;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;10;WK;K;A02;;15/07/2025;404113;MEDIDOR INTEL 1F 1EL 3F 240V 15/100A RUR;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;493,26;BRL;1;170.035,99;2;0;1
4041141;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;20;WK;K;A02;;15/07/2025;404114;MEDIDOR INTEL 2F 2EL 3FIO 120V 15/120A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;575,41;BRL;1;170.035,99;79;49;1
4041142;2;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;70;WK;K;A02;;15/07/2025;404114;MEDIDOR INTEL 2F 2EL 3FIO 120V 15/120A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;575,41;BRL;1;170.035,99;69;0;1
4041151;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;30;WK;K;A02;;15/07/2025;404115;MEDIDOR INTEL 3F 3EL 4FIO 120V 15/120A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;657,03;BRL;1;170.035,99;29;0;1
4041152;2;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;80;WK;K;A02;;15/07/2025;404115;MEDIDOR INTEL 3F 3EL 4FIO 120V 15/120A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;657,03;BRL;1;170.035,99;69;0;1
4046171;1;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;40;WK;K;A02;;15/07/2025;404617;MEDIDOR INTEL  3EL 4F 120V/220V 30/200A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;1.147,05;BRL;1;170.035,99;2;0;1
4046172;2;1003382    ELETRA INDUSTRIA E COMERCIO DE MEDI;4600003294;90;WK;K;A02;;15/07/2025;404617;MEDIDOR INTEL  3EL 4F 120V/220V 30/200A;22/07/2025;22/07/2026;MC12501;;;;CDFL;INVT;0;UN;0;UN;1.147,05;BRL;1;170.035,99;15;0;1
4003161;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;240;WK;K;GAE;;27/03/2026;400316;CABO ELETR 0,6/1KV CU PVC 16MM2 BT;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;18,21;BRL;1;1.664.118,53;1;1;1
4007341;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;150;WK;K;GAE;;27/03/2026;400734;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
4007342;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;570;WK;K;GAE;;27/03/2026;400734;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;800;0;1
4015311;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;230;WK;K;GAE;;27/03/2026;401531;CABO ELET ISOL PVC PT 10MM2 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;11,80;BRL;1;1.664.118,53;1;1;1
4020811;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;370;WK;K;GAE;;27/03/2026;402081;CABO ELET CU 120MM2 90°XLPE 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;140,90;BRL;1;1.664.118,53;1;1;1
4021361;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;160;WK;K;GAE;;27/03/2026;402136;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
4021362;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;580;WK;K;GAE;;27/03/2026;402136;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;2.000;0;1
4021521;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;350;WK;K;GAE;;27/03/2026;402152;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;104,96;BRL;1;1.664.118,53;1;1;1
4021522;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;410;WK;K;GAE;;27/03/2026;402152;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;104,96;BRL;1;1.664.118,53;7.599;0;1
4022291;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;110;WK;K;GAE;;27/03/2026;402229;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
4022292;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;600;WK;K;GAE;;27/03/2026;402229;CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;320;0;1
4022351;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;80;WK;K;GAE;;27/03/2026;402235;CABO ELET ISOL AZ 2,5MM2;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
4022352;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;530;WK;K;GAE;;27/03/2026;402235;CABO ELET ISOL AZ 2,5MM2;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;600;0;1
4033231;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;180;WK;K;GAE;;27/03/2026;403323;CABO ELET FLEX 2X1,5MM2 0,6/1KV;27/03/2026;27/07/2026;MC00201;;;;CDFL;INVT;0;M;0;M;4,01;BRL;1;1.664.118,53;1;1;1
4033232;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;540;WK;K;GAE;;27/03/2026;403323;CABO ELET FLEX 2X1,5MM2 0,6/1KV;27/03/2026;27/07/2026;MC00201;;;;CDFL;INVT;0;M;0;M;4,01;BRL;1;1.664.118,53;12.492;0;1
4054731;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;390;WK;K;GAE;;27/03/2026;405473;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;203,90;BRL;1;1.664.118,53;1;1;1
4077371;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;130;WK;K;GAE;;27/03/2026;407737;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
4100301;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;270;WK;K;GAE;;27/03/2026;410030;CABO ELET CU VD 25MM FLEX 750V;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;20,30;BRL;1;1.664.118,53;1;1;1
4100302;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;480;WK;K;GAE;;27/03/2026;410030;CABO ELET CU VD 25MM FLEX 750V;27/03/2026;27/07/2026;MC10101;;;;CDFL;INVT;0;M;0;M;20,30;BRL;1;1.664.118,53;200;0;1
8000211;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;340;WK;K;GAE;;27/03/2026;800021;CABO ELET CU 95MM2 90°XLPE 0,6/1KV;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;104,96;BRL;1;1.664.118,53;1;1;1
8000481;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;60;WK;K;GAE;;27/03/2026;800048;CABO ELET ISOL SING 1.5MM2 VERMELHA;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;1;1;1
8000482;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;630;WK;K;GAE;;27/03/2026;800048;CABO ELET ISOL SING 1.5MM2 VERMELHA;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;500;0;1
8000511;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;50;WK;K;GAE;;27/03/2026;800051;CABO ELET ISOL SING 1.5MM2 BR;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;1;1;1
8000512;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;620;WK;K;GAE;;27/03/2026;800051;CABO ELET ISOL SING 1.5MM2 BR;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;500;0;1
8001291;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;290;WK;K;GAE;;27/03/2026;800129;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;26,71;BRL;1;1.664.118,53;1;1;1
8001331;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;20;WK;K;GAE;;27/03/2026;800133;CABO ELET ISOL, 1,5MM2 PT;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;1;1;1
8001332;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;650;WK;K;GAE;;27/03/2026;800133;CABO ELET ISOL, 1,5MM2 PT;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;1,66;BRL;1;1.664.118,53;500;0;1
8001451;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;300;WK;K;GAE;;27/03/2026;800145;CABO ELÉTRICO CU 35MM AZUL FLEXIVEL 750V;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;30,94;BRL;1;1.664.118,53;1;1;1
8001452;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;490;WK;K;GAE;;27/03/2026;800145;CABO ELÉTRICO CU 35MM AZUL FLEXIVEL 750V;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;30,94;BRL;1;1.664.118,53;500;0;1
8001571;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;90;WK;K;GAE;;27/03/2026;800157;CABO ELET ISOL BR 2,5MM2;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
8001572;2;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;560;WK;K;GAE;;27/03/2026;800157;CABO ELET ISOL BR 2,5MM2;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;2,45;BRL;1;1.664.118,53;500;0;1
8001771;1;1003949    FLEX INDUSTRIA DE FIOS E CABOS ELET;4600003560;120;WK;K;GAE;;27/03/2026;800177;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;27/03/2026;27/07/2026;MC10101;;;;CDFL;CUST;0;M;0;M;2,45;BRL;1;1.664.118,53;1;1;1
