Tipo de depósito;Posição no depósito;Qtd.disponível UMB;UM básica;Produto;Descrição breve do produto;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA02;2G-03-11B;20;UN;802203;FITA ISOL ELET 19MMX20M 0,19MM VD;F3;Utilização livre depósito CUST;53,59;1.071,80;;;0,00000000000000;
GA02;2G-03-11C;317;UN;800813;CONECTOR DER CUNH AZ AL 2/0 4/0 336,4MCM;F3;Utilização livre depósito CUST;13,22;4.190,74;;;0,00000000000000;
GA02;2G-03-11C;1.817;UN;800848;ELO FUSIVEL BOTAO DISTRIB K 100A 500MM;F3;Utilização livre depósito CUST;15,53;28.218,01;;;0,00000000000000;
GA02;2G-03-11C;2.193;UN;802703;ABRACADEIRA 1P;F3;Utilização livre depósito CUST;0,00;0,00;;;0,00000000000000;
GA02;2G-03-11C;279;UN;804573;LUVA DE EMENDA TORQUIMÉTRICO 185MM2;F3;Utilização livre depósito CUST;317,00;88.443,00;;;0,00000000000000;
GA02;2G-03-11D;3.155;UN;800852;FITA ISOLANTE ELET PVC 19X0,19MM 20M PT;F3;Utilização livre depósito CUST;20,06;63.289,30;;;0,00000000000000;
GA02;2G-03-11D;166;UN;800876;CONECTOR DER CUNHA ESTRIBO 4/0AWG;F3;Utilização livre depósito CUST;22,13;3.673,58;;;0,00000000000000;
GA02;2G-03-11D;494;UN;801011;CONECTOR CU PARAF FEND CAB ATERR 10-95MM;F3;Utilização livre depósito CUST;18,52;9.148,88;;;0,00000000000000;
GA02;2G-03-11D;40;UN;801109;ESTRIBO NORMAL CU EST 2 4AWG;F3;Utilização livre depósito CUST;5,81;232,40;;;0,00000000000000;
GA02;2G-03-11D;658;UN;803379;CONECTOR PERF SIMPLES 10-35/DR 25-35MM²;F3;Utilização livre depósito CUST;5,79;3.809,82;;;0,00000000000000;
GA02;2G-03-11E;192;UN;804115;CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO;F3;Utilização livre depósito CUST;63,31;12.155,52;;;0,00000000000000;
GA02;2G-03-12A;3.154;UN;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;F3;Utilização livre depósito CUST;19,66;62.007,64;;;0,00000000000000;
GA02;2G-03-12B;400;UN;800287;CONECTOR DER CUNHA AL 10MM2-6AWG;F3;Utilização livre depósito CUST;7,94;3.176,00;;;0,00000000000000;
GA02;2G-03-12B;529;UN;800364;CONECTOR PARAF FEND DER CU 2,5-70MM²;F3;Utilização livre depósito CUST;16,07;8.501,03;;;0,00000000000000;
GA02;2G-03-12B;1.710;UN;801182;CONECTOR CUNHA AL 2AWG;F3;Utilização livre depósito CUST;3,89;6.651,90;;;0,00000000000000;
GA02;2G-03-12B;73;UN;802260;CONECTOR DER CUNHA 336MCM 2/0AWG;F3;Utilização livre depósito CUST;8,74;638,02;;;0,00000000000000;
GA02;2G-03-12B;200;UN;802301;ABRACADEIRA NYLON 2,5MMX108MM;F3;Utilização livre depósito CUST;1,20;240,00;;;0,00000000000000;
GA02;2G-03-12B;23;UN;802860;CONECTOR DER CUNHA AZ AL 336,4MCM 2/0AWG;F3;Utilização livre depósito CUST;7,73;177,79;;;0,00000000000000;
GA02;2G-03-12B;150;UN;803225;ABRACADEIRA NYLON 2,8MMX240MM;F3;Utilização livre depósito CUST;0,06;9,00;;;0,00000000000000;
GA02;2G-03-12B;890;UN;803313;CONECTOR CUNHA AT 35MM2 E 25MM2 VM;F3;Utilização livre depósito CUST;0,01;8,90;;;0,00000000000000;
GA02;2G-03-12C;327;UN;800202;ELO FUSIVEL BOTAO K 80A 500MM;F3;Utilização livre depósito CUST;14,43;4.718,61;;;0,00000000000000;
GA02;2G-03-12C;2.296;UN;801216;ELO FUSIVEL BOTAO DISTRIB K 50A 500MM;F3;Utilização livre depósito CUST;7,45;17.105,20;;;0,00000000000000;
GA02;2G-03-12C;1.583;UN;801522;ELO FUSIVEL BOTAO K 80A 500MM;F3;Utilização livre depósito CUST;14,78;23.396,74;;;0,00000000000000;
GA02;2G-03-12D;21;UN;800277;CONECTOR DER CU 4-1/0AWG;F3;Utilização livre depósito CUST;1,22;25,62;;;0,00000000000000;
GA02;2G-03-12D;1.938;UN;800470;ABRACADEIRA PA 250X9,0X3,00MM;F3;Utilização livre depósito CUST;0,46;891,48;;;0,00000000000000;
GA02;2G-03-12D;2.163;UN;803864;CONECTOR PERF PRINC 16-120 DER 4-36 1AMP;F3;Utilização livre depósito CUST;31,44;68.004,72;;;0,00000000000000;
GA02;2G-03-12D;989;UN;804292;PLACA PVC 1MM  DIMENSÃO 250MMX180MM;F3;Utilização livre depósito CUST;23,17;22.915,13;;;0,00000000000000;
GA02;2G-03-12E;192;UN;804115;CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO;F3;Utilização livre depósito CUST;63,31;12.155,52;;;0,00000000000000;
GA02;2G-03-13A;1.200;UN;800344;FITA ISOL EPR 0,76X19MM 10M PT;F3;Utilização livre depósito CUST;29,05;34.860,00;;;0,00000000000000;
GA02;2G-03-13A;1.536;UN;801311;CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM;F3;Utilização livre depósito CUST;30,18;46.356,48;;;0,00000000000000;
GA02;2G-03-13B;6.126;UN;801166;CONECTOR CUNHA AL 4/0(2) AWG;F3;Utilização livre depósito CUST;4,34;26.586,84;;;0,00000000000000;
GA02;2G-03-13C;1.200;UN;800289;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);F3;Utilização livre depósito CUST;7,38;8.856,00;;;0,00000000000000;
GA02;2G-03-13C;697;UN;800448;CONECTOR DER CUNHA ESTR AL 336,4MCM 2AWG;F3;Utilização livre depósito CUST;22,48;15.668,56;;;0,00000000000000;
GA02;2G-03-13D;2.000;UN;801125;CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU;F3;Utilização livre depósito CUST;34,37;68.740,00;;;0,00000000000000;
GA02;2G-03-13D;806;UN;802215;ABRACADEIRA BAP 3 1200MMX381MM PARAF;F3;Utilização livre depósito CUST;14,09;11.356,54;;;0,00000000000000;
GA02;2G-03-14A;1.331;UN;800569;TERMINAL CU CHAVE SEC  70-120MM2;F3;Utilização livre depósito CUST;154,83;206.078,73;;;0,00000000000000;
GA02;2G-03-14B;8.769;UN;800070;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;F3;Utilização livre depósito CUST;1,05;9.207,45;;;0,00000000000000;
GA02;2G-03-14B;2.439;UN;800294;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;F3;Utilização livre depósito CUST;8,41;20.511,99;;;0,00000000000000;
GA02;2G-03-14B;78;UN;800360;GRAMPO ANCOR CUNHA AL 50MM2 400DAN;F3;Utilização livre depósito CUST;32,56;2.539,68;;;0,00000000000000;
GA02;2G-03-14B;2.141;UN;800681;CARTUCHO MET P/CUNHA AM FEST CALIB 22;F3;Utilização livre depósito CUST;1,45;3.104,45;;;0,00000000000000;
GA02;2G-03-14B;19.500;UN;801020;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;F3;Utilização livre depósito CUST;1,63;31.785,00;;;0,00000000000000;
GA02;2G-03-14B;47;UN;801048;CONECTOR DER CUNHA AL 70MM2;F3;Utilização livre depósito CUST;4,23;198,81;;;0,00000000000000;
GA02;2G-03-14C;233;UN;400505;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;L2;Utilização livre depósito INVT;11,85;2.761,05;;;0,00000000000000;
GA02;2G-03-14C;2.516;UN;800274;CONECTOR CUNHA DE AL 2/0 (1/0) AWG;F3;Utilização livre depósito CUST;11,85;29.814,60;;;0,00000000000000;
GA02;2G-03-14D;1.797;UN;800310;CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2;F3;Utilização livre depósito CUST;3,87;6.954,39;;;0,00000000000000;
GA02;2G-03-14D;419;UN;802804;CONECTOR DER CU 4/0AWG;F3;Utilização livre depósito CUST;15,60;6.536,40;;;0,00000000000000;
GA02;2G-03-14D;1.972;UN;802892;LUVA EMENDA CB AL COB 50MM2;F3;Utilização livre depósito CUST;8,58;16.919,76;;;0,00000000000000;
GA02;2G-03-14D;188;UN;803324;CONECTOR ATERR 35 A 95MM2;F3;Utilização livre depósito CUST;17,36;3.263,68;;;0,00000000000000;
GA02;2G-03-14D;73;UN;803865;CONECTOR PERF PRINC 16-120 DER 4-36 2AMP;F3;Utilização livre depósito CUST;48,78;3.560,94;;;0,00000000000000;
GA02;2G-03-16A;2.898;UN;400192;PARAFUSO CAB QD AC 16MM 250MM;L2;Utilização livre depósito INVT;14,51;42.049,98;;;0,00000000000000;
GA02;2G-03-16A;24;UN;400758;CHAVE SECC 1P 15KV 630A 110KV 25KA;L2;Utilização livre depósito INVT;472,00;11.328,00;;;0,00000000000000;
GA02;2G-03-16B;126;UN;800872;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;F3;Utilização livre depósito CUST;50,05;6.306,30;;;0,00000000000000;
GA02;2G-03-16C;1.319;UN;803344;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;F3;Utilização livre depósito CUST;92,14;121.532,66;;;0,00000000000000;
GA02;2G-03-17A;25.516;UN;800668;SAPATILHA CABO DE ACO 3/8P;F3;Utilização livre depósito CUST;2,84;72.465,44;;;0,00000000000000;
GA02;2G-03-17B;232;UN;408995;GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2;L2;Utilização livre depósito INVT;26,31;6.103,92;;;0,00000000000000;
GA02;2G-03-17B;184;UN;804337;CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO;F3;Utilização livre depósito CUST;68,87;12.672,08;;;0,00000000000000;
GA02;2G-03-17B;206;UN;804422;GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2;F3;Utilização livre depósito CUST;26,31;5.419,86;;;0,00000000000000;
GA02;2G-03-18A;14.866;UN;401937;SAPATILHA CABO DE ACO 3/8P;L2;Utilização livre depósito INVT;4,09;60.801,94;;;0,00000000000000;
GA02;2G-03-18C;287;UN;800654;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;F3;Utilização livre depósito CUST;151,65;43.523,55;;;0,00000000000000;
GA02;2G-03-19A;30;UN;401678;TRAFO POT 13,8 3KV 115 REL70 1 0,3P75;L2;Utilização livre depósito INVT;2.532,42;75.972,60;;;0,00000000000000;
GA02;2G-03-19A;23;UN;401771;"TRAFO CRTE 15KV; 60-5A; 0,3C12,5 BARRA";L2;Utilização livre depósito INVT;1.353,32;31.126,36;;;0,00000000000000;
GA02;2G-03-19B;656;UN;800341;GRAMPO ANCOR CUNHA AL 185MM2 400DAN;F3;Utilização livre depósito CUST;37,30;24.468,80;;;0,00000000000000;
GA02;2G-03-19C;480;UN;800654;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;F3;Utilização livre depósito CUST;151,65;72.792,00;;;0,00000000000000;
GA02;2G-03-19D;60;UN;400758;CHAVE SECC 1P 15KV 630A 110KV 25KA;L2;Utilização livre depósito INVT;472,00;28.320,00;;;0,00000000000000;
GA02;2G-03-20A;32;UN;401309;"TRAFO CRTE 15KV; 20-5A; 0,3C12,5 BARRA";L2;Utilização livre depósito INVT;1.492,48;47.759,36;;;0,00000000000000;
GA02;2G-03-20A;5;UN;803510;GRAMPO ANCORAGEM  CORDOALHA  5/16;F3;Utilização livre depósito CUST;169,41;847,05;;;0,00000000000000;
GA02;2G-03-20A;5;UN;803558;GRAMPO TENSÃO 90° CORDOALHA  AÇO 5/16;F3;Utilização livre depósito CUST;283,80;1.419,00;;;0,00000000000000;
GA02;2G-03-20B;1.170;UN;800348;GRAMPO ANCOR CUNHA AL 35MM2 400DAN;F3;Utilização livre depósito CUST;18,18;21.270,60;;;0,00000000000000;
GA02;2G-03-20B;252;UN;800352;ESTRIBO BRACO L-EST-01 FOFO 200DAN;F3;Utilização livre depósito CUST;13,76;3.467,52;;;0,00000000000000;
GA02;2G-03-20C;480;UN;800654;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;F3;Utilização livre depósito CUST;151,65;72.792,00;;;0,00000000000000;
GA02;2G-03-21A;20;UN;401309;"TRAFO CRTE 15KV; 20-5A; 0,3C12,5 BARRA";L2;Utilização livre depósito INVT;1.492,48;29.849,60;;;0,00000000000000;
GA02;2G-03-21A;45;UN;401735;"TRAFO CRTE 0,6KV;800-5A 0,3C12,5 JANELA";L2;Utilização livre depósito INVT;408,64;18.388,80;;;0,00000000000000;
GA02;2G-03-21A;784;UN;800223;ARRUELA QD 50X50X3MM 18MM AC;F3;Utilização livre depósito CUST;1,31;1.027,04;;;0,00000000000000;
GA02;2G-03-21B;269;UN;407126;TERMINAL COMP OLHAL BIMETÁLICO 35MM2;L2;Utilização livre depósito INVT;22,79;6.130,51;;;0,00000000000000;
GA02;2G-03-21B;120;UN;409258;TERMINAL A COMP OLHAL BIMETALICO 150MM2;L2;Utilização livre depósito INVT;48,58;5.829,60;;;0,00000000000000;
GA02;2G-03-21B;120;UN;409259;TERMINAL A COMP OLHAL BIMETALICO 185MM2;L2;Utilização livre depósito INVT;86,10;10.332,00;;;0,00000000000000;
GA02;2G-03-21C;3;UN;400758;CHAVE SECC 1P 15KV 630A 110KV 25KA;L2;Utilização livre depósito INVT;472,00;1.416,00;;;0,00000000000000;
GA02;2G-03-21D;60;UN;400758;CHAVE SECC 1P 15KV 630A 110KV 25KA;L2;Utilização livre depósito INVT;472,00;28.320,00;;;0,00000000000000;
GA02;2G-04-00A;426;UN;801400;HASTE ATERRAMENTO CI AC 14,3X2438MM;F3;Utilização livre depósito CUST;99,66;42.455,16;;;0,00000000000000;
GA02;2G-04-01A;10;UN;400116;ISOLADOR PINO PORC VID 70KV 102X120MM;L2;Utilização livre depósito INVT;24,34;243,40;;;0,00000000000000;
GA02;2G-04-01A;1.680;UN;401117;MAO-FRANCESA NORMAL AC 710X32X6,5MM;L2;Utilização livre depósito INVT;12,29;20.647,20;;;0,00000000000000;
GA02;2G-04-01B;10;UN;401910;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;L2;Utilização livre depósito INVT;11,61;116,10;;;0,00000000000000;
GA02;2G-04-01B;1;UN;402111;ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM;L2;Utilização livre depósito INVT;5,40;5,40;;;0,00000000000000;
GA02;2G-04-01B;357;UN;402660;ELO FUSIVEL DISTRIB H 2A 500MM;L2;Utilização livre depósito INVT;5,84;2.084,88;;;0,00000000000000;
GA02;2G-04-01B;2.095;UN;402733;ELO FUSIVEL H 1A 500MM;L2;Utilização livre depósito INVT;5,85;12.255,75;;;0,00000000000000;
GA02;2G-04-01C;3.973;UN;402518;ELO FUSIVEL BOTAO K 80A 500MM;L2;Utilização livre depósito INVT;13,52;53.714,96;;;0,00000000000000;
GA02;2G-04-01C;2.160;UN;403559;CONECTOR TIPO CUNHA  35MM  1/0 AWG;L2;Utilização livre depósito INVT;10,85;23.436,00;;;0,00000000000000;
GA02;2G-04-01D;3.500;UN;800822;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;F3;Utilização livre depósito CUST;22,94;80.290,00;;;0,00000000000000;
GA02;2G-04-02A;351;UN;400546;CONECTOR PARAF 10-120MM2;L2;Utilização livre depósito INVT;19,88;6.977,88;;;0,00000000000000;
GA02;2G-04-02A;206;UN;402143;CONECTOR DER CUNHA 336,4MCM AL;L2;Utilização livre depósito INVT;9,57;1.971,42;;;0,00000000000000;
GA02;2G-04-02A;11;UN;402729;CONECTOR DERIV CUNHA AL 2/0AWG 4/0AWG;L2;Utilização livre depósito INVT;11,90;130,90;;;0,00000000000000;
GA02;2G-04-02B;11;UN;400661;ELO FUSIVEL BOTAO DISTR K 40A 500MM;L2;Utilização livre depósito INVT;7,69;84,59;;;0,00000000000000;
GA02;2G-04-02B;20;UN;400806;ELO FUSIVEL DISTRIB 30K 15KV 500MM;L2;Utilização livre depósito INVT;6,65;133,00;;;0,00000000000000;
GA02;2G-04-02B;476;UN;402138;ELO FUSIVEL BOTAO DISTRIB K 100A 500MM;L2;Utilização livre depósito INVT;15,28;7.273,28;;;0,00000000000000;
GA02;2G-04-02B;389;UN;402686;ELO FUSIVEL BOTAO K 65A 500MM;L2;Utilização livre depósito INVT;13,73;5.340,97;;;0,00000000000000;
GA02;2G-04-02B;415;UN;402741;ELO FUSIVEL BOTAO K 6A 500MM;L2;Utilização livre depósito INVT;8,64;3.585,60;;;0,00000000000000;
GA02;2G-04-02C;3.200;UN;400527;CONECTOR DER CUNHA AL 4-2AWG 2AWG;L2;Utilização livre depósito INVT;8,29;26.528,00;;;0,00000000000000;
GA02;2G-04-02C;1.950;UN;401834;CONECTOR PARAL AL 10AWG-1/0AWG;L2;Utilização livre depósito INVT;11,50;22.425,00;;;0,00000000000000;
GA02;2G-04-02D;2.100;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;49.665,00;;;0,00000000000000;
GA02;2G-04-02E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-03A;1.102;UN;403182;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;L2;Utilização livre depósito INVT;212,69;234.384,38;;;0,00000000000000;
GA02;2G-04-03B;50;UN;402123;ELO FUSIVEL BOTAO DISTRIB K 12A 500MM;L2;Utilização livre depósito INVT;5,86;293,00;;;0,00000000000000;
GA02;2G-04-03B;34;UN;403120;FITA ISOL ELET 19MMX20M 0,19MM BR;L2;Utilização livre depósito INVT;53,44;1.816,96;;;0,00000000000000;
GA02;2G-04-03B;59;UN;403275;FITA ISOL ELET 19MMX20M 0,19MM AZ;L2;Utilização livre depósito INVT;53,44;3.152,96;;;0,00000000000000;
GA02;2G-04-03B;9;UN;403407;FITA ISOL ELET 19MMX20M 0,19MM VM;L2;Utilização livre depósito INVT;53,44;480,96;;;0,00000000000000;
GA02;2G-04-03C;251;UN;408344;ESPAÇADOR  POLIMÉRICO MONOFÁSICO 15KV;L2;Utilização livre depósito INVT;73,18;18.368,18;;;0,00000000000000;
GA02;2G-04-03D;3.500;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;82.775,00;;;0,00000000000000;
GA02;2G-04-03E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-04A;3.077;UN;400828;CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM;L2;Utilização livre depósito INVT;34,79;107.048,83;;;0,00000000000000;
GA02;2G-04-04B;139;UN;400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;L2;Utilização livre depósito INVT;5,76;800,64;;;0,00000000000000;
GA02;2G-04-04B;5;UN;400953;PARAFUSO CAB QD AC 12MM 300MM;L2;Utilização livre depósito INVT;2,59;12,95;;;0,00000000000000;
GA02;2G-04-04B;32;UN;401086;PARAFUSO CAB QD MAQ AC 5/8X6P;L2;Utilização livre depósito INVT;8,70;278,40;;;0,00000000000000;
GA02;2G-04-04B;11;UN;401259;PARAFUSO CAB QD 16X150MM AC;L2;Utilização livre depósito INVT;10,23;112,53;;;0,00000000000000;
GA02;2G-04-04B;372;UN;401738;TERMINAL PRESSAO 185MM2;L2;Utilização livre depósito INVT;6,84;2.544,48;;;0,00000000000000;
GA02;2G-04-04B;20;UN;402250;CONECTOR DER AL 3/0-4/0AWG 2/0-4/0AWG;L2;Utilização livre depósito INVT;1,11;22,20;;;0,00000000000000;
GA02;2G-04-04B;270;UN;402252;PARAFUSO MAD CAB QD AC 12,7MM 4P 33/16P;L2;Utilização livre depósito INVT;2,55;688,50;;;0,00000000000000;
GA02;2G-04-04B;1.760;UN;405063;PARAFUSO M8X50MM CAB CHATA FEND PHILLIPS;L2;Utilização livre depósito INVT;0,16;281,60;;;0,00000000000000;
GA02;2G-04-04B;489;UN;405481;TERMINAL COMPRESSAO OLHAL ESTANHAD 70MM2;L2;Utilização livre depósito INVT;3,18;1.555,02;;;0,00000000000000;
GA02;2G-04-04C;1.900;UN;400518;"CONECTOR  CUNHA AL 1/0;2 AWG 1/0;2/0AWG";L2;Utilização livre depósito INVT;9,43;17.917,00;;;0,00000000000000;
GA02;2G-04-04D;3.840;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;90.816,00;;;0,00000000000000;
GA02;2G-04-04E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-05A;2.631;UN;401568;CONECTOR COMP DER 4/0AWG 3/0-4/0AWG;L2;Utilização livre depósito INVT;1,24;3.262,44;;;0,00000000000000;
GA02;2G-04-05A;85;UN;402716;CONECTOR DERIV CUNHA 336,4MCM 1/0AWGM;L2;Utilização livre depósito INVT;13,61;1.156,85;;;0,00000000000000;
GA02;2G-04-05B;28;UN;400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;L2;Utilização livre depósito INVT;14,87;416,36;;;0,00000000000000;
GA02;2G-04-05B;1.072;UN;400545;CONECTOR PARAF FEND DER CU 2,5-70MM²;L2;Utilização livre depósito INVT;16,20;17.366,40;;;0,00000000000000;
GA02;2G-04-05B;42;UN;402025;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;L2;Utilização livre depósito INVT;6,69;280,98;;;0,00000000000000;
GA02;2G-04-05B;4.460;UN;407125;TERMINAL COMP OLHAL BIMETÁLICO 70MM2;L2;Utilização livre depósito INVT;25,90;115.514,00;;;0,00000000000000;
GA02;2G-04-05C;3.921;UN;402934;CONECTOR PERF 4-70 MM2 PADRAO ENTRADA;L2;Utilização livre depósito INVT;7,41;29.054,61;;;0,00000000000000;
GA02;2G-04-05D;3.840;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;90.816,00;;;0,00000000000000;
GA02;2G-04-05E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-06A;855;UN;400518;"CONECTOR  CUNHA AL 1/0;2 AWG 1/0;2/0AWG";L2;Utilização livre depósito INVT;9,43;8.062,65;;;0,00000000000000;
GA02;2G-04-06A;1.726;UN;400543;CONECTOR CUNHA AZ AL 336,4MCM 336,4MCM;L2;Utilização livre depósito INVT;11,90;20.539,40;;;0,00000000000000;
GA02;2G-04-06A;191;UN;402149;TERMINAL CU CHAVE SEC  70-120MM2;L2;Utilização livre depósito INVT;144,71;27.639,61;;;0,00000000000000;
GA02;2G-04-06B;158;UN;400867;LUVA EMENDA HASTE PROL 5/8PX70MM;L2;Utilização livre depósito INVT;21,55;3.404,90;;;0,00000000000000;
GA02;2G-04-06B;788;UN;401888;CONECTOR DER CUNHA ESTRIBO 4/0AWG;L2;Utilização livre depósito INVT;30,35;23.915,80;;;0,00000000000000;
GA02;2G-04-06D;3.200;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;75.680,00;;;0,00000000000000;
GA02;2G-04-06E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-07A;934;UN;401856;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;L2;Utilização livre depósito INVT;28,29;26.422,86;;;0,00000000000000;
GA02;2G-04-07A;170;UN;403860;CONECTOR DER CUNHA AZ AL 336,4MCM 1/0AWG;L2;Utilização livre depósito INVT;9,27;1.575,90;;;0,00000000000000;
GA02;2G-04-07B;30;UN;400008;TERMINAL COMPRESSAO CU 95MM;L2;Utilização livre depósito INVT;140,25;4.207,50;;;0,00000000000000;
GA02;2G-04-07B;1.460;UN;401489;ESTRIBO NORMAL CU EST 2 4AWG;L2;Utilização livre depósito INVT;5,81;8.482,60;;;0,00000000000000;
GA02;2G-04-07B;53;UN;401755;ARRUELA RED ELET RIG AL 1P;L2;Utilização livre depósito INVT;0,54;28,62;;;0,00000000000000;
GA02;2G-04-07B;3.440;UN;404157;PLACA PVC 1MM  DIMENSÃO 250MMX180MM;L2;Utilização livre depósito INVT;23,16;79.670,40;;;0,00000000000000;
GA02;2G-04-07B;89;UN;404539;CONECTOR CU PARAF FEND CAB ATERR 35-95MM;L2;Utilização livre depósito INVT;16,19;1.440,91;;;0,00000000000000;
GA02;2G-04-07B;56;UN;404808;CONECTOR GRAMPO DUPLO ATERRA 5/8;L2;Utilização livre depósito INVT;27,04;1.514,24;;;0,00000000000000;
GA02;2G-04-07B;5;UN;404822;CONECTOR PARAFUSO FENDIDO KS 150MM;L2;Utilização livre depósito INVT;20,51;102,55;;;0,00000000000000;
GA02;2G-04-07C;9.940;UN;404157;PLACA PVC 1MM  DIMENSÃO 250MMX180MM;L2;Utilização livre depósito INVT;23,16;230.210,40;;;0,00000000000000;
GA02;2G-04-07D;3.642;UN;401451;CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG;L2;Utilização livre depósito INVT;23,65;86.133,30;;;0,00000000000000;
GA02;2G-04-07E;768;UN;404084;ESPACADOR LOSANG CLASSE 15KV C/ GARRAS;L2;Utilização livre depósito INVT;22,91;17.594,88;;;0,00000000000000;
GA02;2G-04-08A;259;UN;400527;CONECTOR DER CUNHA AL 4-2AWG 2AWG;L2;Utilização livre depósito INVT;8,29;2.147,11;;;0,00000000000000;
GA02;2G-04-08A;63;UN;403377;FITA ISOL ELET 19MMX20M 0,19MM VD;L2;Utilização livre depósito INVT;53,59;3.376,17;;;0,00000000000000;
GA02;2G-04-08A;643;UN;407127;TERMINAL COMP OLHAL BIMETÁLICO 50MM2;L2;Utilização livre depósito INVT;25,31;16.274,33;;;0,00000000000000;
GA02;2G-04-08A;5.223;UN;407129;CONECTOR PARAF FENDIDO BIMETAL PFB-25;L2;Utilização livre depósito INVT;8,28;43.246,44;;;0,00000000000000;
GA02;2G-04-08B;160;UN;402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;L2;Utilização livre depósito INVT;10,10;1.616,00;;;0,00000000000000;
GA02;2G-04-08B;194;UN;402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;L2;Utilização livre depósito INVT;41,07;7.967,58;;;0,00000000000000;
GA02;2G-04-08B;80;UN;404805;CONECTOR ESTRIBO CUNHA 1/0-2/0AWG;L2;Utilização livre depósito INVT;13,60;1.088,00;;;0,00000000000000;
GA02;2G-04-08B;853;UN;801114;ELO FUSIVEL BOTAO DISTRIB K 20A 500MM;F3;Utilização livre depósito CUST;5,83;4.972,99;;;0,00000000000000;
GA02;2G-04-08C;6.750;UN;402934;CONECTOR PERF 4-70 MM2 PADRAO ENTRADA;L2;Utilização livre depósito INVT;7,41;50.017,50;;;0,00000000000000;
GA02;2G-04-08C;7.300;UN;407127;TERMINAL COMP OLHAL BIMETÁLICO 50MM2;L2;Utilização livre depósito INVT;25,31;184.763,00;;;0,00000000000000;
GA02;2G-04-08D;16.000;UN;407127;TERMINAL COMP OLHAL BIMETÁLICO 50MM2;L2;Utilização livre depósito INVT;25,31;404.960,00;;;0,00000000000000;
GA02;2G-04-09A;553;UN;400111;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;L2;Utilização livre depósito INVT;5,57;3.080,21;;;0,00000000000000;
GA02;2G-04-09A;1.086;UN;401323;TERMINAL PINO TUBULAR 120MM2;L2;Utilização livre depósito INVT;11,65;12.651,90;;;0,00000000000000;
