Divisão da remessa;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Preço líquido;Moeda;Unidade preço;Qtd.divisão;Data de remessa;Hora;Dat.rem.estatística;Quantidade anterior;Qtd.entrada;Quantidade saída;Qtd.fornecida;Requisição de compra;Item ReqC;Código de criação;Núm.itens;Contrato básico;a ser fornecido (valor;a ser fornecida (quantidade);Ãinda a faturar (quantidade);Ainda a faturar (valor);Categoria do item;Código de controle;Código de imposto;Código de liberação;Ctg.externa hierarquia;Den.característica 1;Denominação da característica 1;Denominação da característica 2;Denominação da característica 2;Denominação da característica 3;Denominação da característica 3;Dep.saída (do estq.);Documento de compras;Domicílio fiscal;Estado de liberação;Estrat.de liberação;Fim da validade;Fornecedor/centro fornecedor;Grupo de liberação;Grupo PSST;Histórico do consumo de componentes;Incompleto;Início per.validade;It.contrato superior;Item;Nº acompanhamento;Número da hierarquia;Número de documento configurável;Nº externo ordenação;Nº pacote;Nome de fornecedor;Organização compras;PriorNeces.;Prz.apresent.cotação;Qtd.na UnidGestEstoq;Qtd.notificada;Qtd.prev.pendente;Qtd.solicit.anterior;Quantidade prevista;Reg. info compras;Regra de agrupamento PSST;RFQ coletiva;Segmento de estoque;Segmento necessidade;Origem;Unid.prç.pedido;Unidade manutenção estoque;Urgência necessidade;ValFix.(cabeç.);Valor global pendente;Valor líquido pedido;Valor pendente;Valor solicitado
1;NB;F;A02;;31/03/2026;400758;CHAVE SECC 1P 15KV 630A 110KV 25KA;MC10202;;;;CDFL;INVT;1000;UN;483,6;BRL;1;1000;46175;0;46175;0;0;0;0;10132100;10;R;1;4600003086;483600;1000;1000;483600;0;;C1;G;;;;;;;;;4500150291;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;30;10;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;1000;0;0;0;0;5300026917;;;;;;UN;UN;0;0;0;483600;0;0
1;NB;F;A01;;31/03/2026;401857;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;MC10801;;;;CDFL;INVT;2547;UN;239,94;BRL;1;2547;46157;0;46157;0;0;0;0;10132567;10;R;1;4600003554;611127,18;2547;2547;611127,18;0;;C1;G;;;;;;;;;4500150308;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;60;10;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;2547;0;0;0;0;5300000806;;;;;;UN;UN;0;0;0;611127,18;0;0
1;NB;F;A01;;31/03/2026;800817;CHAVE FUSIVEL DIST 15KV 100A/10KA PORC;MC10801;;;;CDFL;CUST;2347;UN;239,94;BRL;1;2347;46157;0;46157;0;0;0;0;10132567;20;R;1;4600003554;563139,18;2347;2347;563139,18;0;;C1;G;;;;;;;;;4500150308;ZF 1302603;X;19;;1003412    MAURIZIO  CIA LTDA;2;;;;;70;20;;;;0;0;1003412    MAURIZIO  CIA LTDA;OA01;0;;2347;0;0;0;0;5300000809;;;;;;UN;UN;0;0;0;563139,18;0;0
1;NB;F;A03;;22/01/2026;801216;ELO FUSIVEL BOTAO DISTRIB K 50A 500MM;MC10801;;;;CDFL;CUST;231;UN;7,25;BRL;1;231;46116;0;46116;0;231;0;0;10100104;70;R;1;4600003058;0;0;0;0;0;;C1;G;;;;;;;;;4500144463;ZF 1302603;X;19;;1003489    INDEL BAURU INDUSTRIA ELETROMETALUR;2;;;;;70;10;;;;0;0;1003489    INDEL BAURU INDUSTRIA EL;OA01;0;;231;231;0;0;0;5300031419;;;;;;UN;UN;0;0;0;1675,67;0;0
1;NB;F;A03;;22/01/2026;801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;MC10801;;;;CDFL;CUST;1962;UN;5,41;BRL;1;1962;46116;0;46111;0;1962;0;0;10100104;40;R;1;4600003058;0;0;0;0;0;;C1;G;;;;;;;;;4500144463;ZF 1302603;X;19;;1003489    INDEL BAURU INDUSTRIA ELETROMETALUR;2;;;;;40;20;;;;0;0;1003489    INDEL BAURU INDUSTRIA EL;OA01;0;;1962;1962;0;0;0;5300000032;;;;;;UN;UN;0;0;0;10619,52;0;0
1;NB;F;A03;;22/01/2026;800824;ELO FUSIVEL BOTAO DISTR K 40A 500MM;MC10801;;;;CDFL;CUST;1418;UN;6,84;BRL;1;1418;46116;0;46111;0;1418;0;0;10100104;30;R;1;4600003058;0;0;0;0;0;;C1;G;;;;;;;;;4500144463;ZF 1302603;X;19;;1003489    INDEL BAURU INDUSTRIA ELETROMETALUR;2;;;;;30;30;;;;0;0;1003489    INDEL BAURU INDUSTRIA EL;OA01;0;;1418;1418;0;0;0;5300021616;;;;;;UN;UN;0;0;0;9692,74;0;0
1;NB;F;A03;;22/01/2026;402025;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;MC10801;;;;CDFL;INVT;42;UN;5,41;BRL;1;42;46116;0;46111;0;42;0;0;10100104;10;R;1;4600003058;0;0;0;0;0;;C1;G;;;;;;;;;4500144463;ZF 1302603;X;19;;1003489    INDEL BAURU INDUSTRIA ELETROMETALUR;2;;;;;10;40;;;;0;0;1003489    INDEL BAURU INDUSTRIA EL;OA01;0;;42;42;0;0;0;5300031420;;;;;;UN;UN;0;0;0;227,33;0;0
1;ZCDR;F;GAE;;04/02/2026;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;MC11001;;;;CDFL;INVT;44;UN;26,8;BRL;1;44;46050;0;46050;0;44;0;0;10127974;10;R;1;;0;0;0;0;0;;C0;G;;;;;;;;;4500145004;ZF 1302603;X;15;;1003515    S V INSTALACOES LTDA;2;;;;;0;10;;;;0;0;1003515    S V INSTALACOES LTDA;OA01;0;;44;44;0;0;0;5300031534;;;;;;UN;UN;0;0;0;1179,2;0;0
1;ZCDR;F;GAE;;02/03/2026;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;500;UN;17,5;BRL;1;500;46100;0;46100;0;500;0;0;10130412;20;R;1;;0;0;0;0;0;;C0;G;;;;;;;;;4500147801;ZF 1302603;X;15;;1003515    S V INSTALACOES LTDA;2;;;;;0;10;;;;0;0;1003515    S V INSTALACOES LTDA;OA01;0;;500;500;0;0;0;5300031891;;;;;;UN;UN;0;0;0;8750;0;0
1;NB;F;GAE;;02/03/2026;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;4500;UN;17,5;BRL;1;4500;46118;0;46387;0;0;0;0;10130412;20;R;1;;78750;4500;4500;78750;0;;C0;G;;;;;;;;;4500147803;ZF 1302603;X;19;;1003515    S V INSTALACOES LTDA;2;;;;;0;10;;;;0;0;1003515    S V INSTALACOES LTDA;OA01;0;;4500;0;0;0;0;5300031891;;;;;;UN;UN;0;0;0;78750;0;0
1;ZCDR;F;GAE;;02/03/2026;410200; CONECTOR COMP TIPO H 95-95;MC12002;;;;CDFL;INVT;200;UN;17,5;BRL;1;200;46107;0;46387;0;20;0;0;10130412;10;R;1;;3150;180;180;3150;0;;C0;G;;;;;;;;;4500147804;ZF 1302603;X;15;;1003515    S V INSTALACOES LTDA;2;;;;;0;10;;;;0;0;1003515    S V INSTALACOES LTDA;OA01;0;;200;20;0;0;0;5300031892;;;;;;UN;UN;0;0;0;3500;0;0
1;NB;F;A13;;16/03/2026;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;MC10401;;;;CDFL;INVT;30000;UN;0,9;BRL;1;30000;46091;0;46091;0;0;0;0;10131041;10;R;1;;27000;30000;30000;27000;0;;C0;G;;;;;;;;;4500149691;ZF 1302603;X;19;;1003515    S V INSTALACOES LTDA;2;;;;;0;10;;;;0;0;1003515    S V INSTALACOES LTDA;OA01;0;;30000;0;0;0;0;5300032006;;;;;;UN;UN;0;0;0;27000;0;0
1;ZCDR;F;GAE;;27/01/2026;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;15;UN;336,76;BRL;1;15;46038;0;46038;0;15;0;0;10127314;10;R;1;;0;0;0;0;0;;C1;G;;;;;;;;;4500144696;ZF 1302603;X;15;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;0;10;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;15;30;0;0;0;5300031478;;;;;;UN;UN;0;0;0;5051,38;0;0
1;ZCDR;F;GAE;;27/01/2026;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;13;UN;377,68;BRL;1;13;46038;0;46038;0;13;0;0;10127314;20;R;1;;0;0;0;0;0;;C1;G;;;;;;;;;4500144696;ZF 1302603;X;15;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;0;20;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;13;26;0;0;0;5300031479;;;;;;UN;UN;0;0;0;4909,82;0;0
1;ZCDR;F;GAE;;27/01/2026;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;2;UN;377,68;BRL;1;2;46038;0;46038;0;2;0;0;10127314;30;R;1;;0;0;0;0;0;;C1;G;;;;;;;;;4500144696;ZF 1302603;X;15;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;0;30;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;2;4;0;0;0;5300031480;;;;;;UN;UN;0;0;0;755,36;0;0
1;NB;F;GAE;;27/02/2026;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;250;UN;1665;BRL;1;250;46107;0;46107;0;0;0;0;10129014;20;R;1;4600003496;416250;250;250;416250;0;;C0;G;;;;;;;;;4500147723;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;20;10;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;250;0;0;0;0;5300031883;;;;;;UN;UN;0;0;0;416250;0;0
1;NB;F;GAE;;04/03/2026;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;637;UN;281,6;BRL;1;637;46122;0;46122;0;0;0;0;10129014;10;R;1;4600003496;179379,2;637;637;179379,2;0;;C1;G;;;;;;;;;4500148085;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;10;10;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;637;0;0;0;0;5300031479;;;;;;UN;UN;0;0;0;179379,2;0;0
1;NB;F;GAE;;04/03/2026;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;2250;UN;1465,2;BRL;1;2250;46122;0;46122;0;0;0;0;10129014;20;R;1;4600003496;3296700;2250;2250;3296700;0;;C1;G;;;;;;;;;4500148085;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;20;20;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;2250;0;0;0;0;5300031883;;;;;;UN;UN;0;0;0;3296700;0;0
1;NB;F;GAE;;04/03/2026;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;306;UN;240,68;BRL;1;306;46122;0;46122;0;0;0;0;10129014;30;R;1;4600003496;73648,08;306;306;73648,08;0;;C1;G;;;;;;;;;4500148085;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;30;30;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;306;0;0;0;0;5300031478;;;;;;UN;UN;0;0;0;73648,08;0;0
1;NB;F;GAE;;04/03/2026;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;1057;UN;281,6;BRL;1;1057;46122;0;46122;0;0;0;0;10129014;40;R;1;4600003496;297651,2;1057;1057;297651,2;0;;C1;G;;;;;;;;;4500148085;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;40;40;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;1057;0;0;0;0;5300031480;;;;;;UN;UN;0;0;0;297651,2;0;0
1;NB;F;GAE;;11/03/2026;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;2500;UN;1465,2;BRL;1;2500;46193;0;46193;0;0;0;0;10130628;10;R;1;4600003496;3663000;2500;2500;3663000;0;;C1;G;;;;;;;;;4500148999;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;50;10;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;2500;0;0;0;0;5300031883;;;;;;UN;UN;0;0;0;3663000;0;0
1;NB;F;GAE;;11/03/2026;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;306;UN;240,68;BRL;1;306;46193;0;46193;0;0;0;0;10130628;20;R;1;4600003496;73648,08;306;306;73648,08;0;;C1;G;;;;;;;;;4500148999;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;60;20;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;306;0;0;0;0;5300031478;;;;;;UN;UN;0;0;0;73648,08;0;0
1;NB;F;GAE;;11/03/2026;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;637;UN;281,6;BRL;1;637;46193;0;46193;0;0;0;0;10130628;30;R;1;4600003496;179379,2;637;637;179379,2;0;;CA;G;;;;;;;;;4500148999;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;70;30;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;637;0;0;0;0;5300031479;;;;;;UN;UN;0;0;0;179379,2;0;0
1;NB;F;GAE;;11/03/2026;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;1057;UN;281,6;BRL;1;1057;46193;0;46193;0;0;0;0;10130628;40;R;1;4600003496;297651,2;1057;1057;297651,2;0;;CA;G;;;;;;;;;4500148999;ZF 1302603;X;19;;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;2;;;;;80;40;;;;0;0;1003592    FIXAR INDUSTRIAL -INDUST;OA01;0;;1057;0;0;0;0;5300031480;;;;;;UN;UN;0;0;0;297651,2;0;0
1;NB;F;A12;;22/01/2026;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;500;UN;170,61;BRL;1;500;46086;0;46077;0;500;0;0;10107658;10;R;1;4600002059;0;0;0;0;0;;CA;G;;;;;;;;;4500144395;ZF 1302603;X;19;;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;2;;;;;60;10;;;;0;0;1003624    POOL ENGENHARIA, SERVICO;OA01;0;;500;500;0;0;0;5300001042;;;;;;UN;UN;0;0;0;85305,35;0;0
1;NB;F;A12;;22/01/2026;801112;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;CUST;309;UN;170,61;BRL;1;309;46086;0;46077;0;309;0;0;10107658;20;R;1;4600002059;0;0;0;0;0;;CA;G;;;;;;;;;4500144395;ZF 1302603;X;19;;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;2;;;;;70;20;;;;0;0;1003624    POOL ENGENHARIA, SERVICO;OA01;0;;309;309;0;0;0;5300018702;;;;;;UN;UN;0;0;0;52718,71;0;0
1;NB;F;A12;;22/01/2026;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;500;UN;170,61;BRL;1;500;46117;0;46105;0;500;0;0;10107658;10;R;1;4600002059;0;0;0;0;0;;CA;G;;;;;;;;;4500144395;ZF 1302603;X;19;;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;2;;;;;60;30;;;;0;0;1003624    POOL ENGENHARIA, SERVICO;OA01;0;;500;500;0;0;0;5300001042;;;;;;UN;UN;0;0;0;85305,35;0;0
1;NB;F;A12;;22/01/2026;803470;PONTALETE FBV 100MM 6M;MC02001;;;;CDFL;CUST;860;UN;318,17;BRL;1;860;46081;0;46081;0;860;0;0;10118053;20;R;1;4600003438;0;0;0;0;0;;CA;G;;;;;;;;;4500144462;ZF 1302603;X;19;;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;2;;;;;20;10;;;;0;0;1003624    POOL ENGENHARIA, SERVICO;OA01;0;;860;860;0;0;0;5300013741;;;;;;UN;UN;0;0;0;273622,67;0;0
1;NB;F;A12;;10/02/2026;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;1000;UN;170,61;BRL;1;1000;46093;0;46093;0;1000;0;0;10107658;10;R;1;4600002059;0;0;0;0;0;;CA;G;;;;;;;;;4500145738;ZF 1302603;X;19;;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;2;;;;;60;10;;;;0;0;1003624    POOL ENGENHARIA, SERVICO;OA01;0;;1000;1000;0;0;0;5300001042;;;;;;UN;UN;0;0;0;170610,7;0;0
1;NB;F;A03;;24/02/2026;404183;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";MC01301;;;;CDFL;INVT;240;UN;0,26;BRL;1;240;46111;0;46111;0;0;0;0;10100430;40;R;1;4600003063;62,4;240;240;62,4;0;;C0;G;;;;;;;;;4500147599;ZF 1302603;X;19;;1003672    TAG COMERCIO DE TINTAS EIRELI;2;;;;;40;10;;;;0;0;1003672    TAG COMERCIO DE TINTAS E;OA01;0;;240;0;0;0;0;5300031802;;;;;;UN;UN;0;0;0;62,4;0;0
1;NB;F;A03;;24/02/2026;803176;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";MC01301;;;;CDFL;CUST;1076;UN;0,21;BRL;1;1076;46111;0;46111;0;0;0;0;10100430;20;R;1;4600003063;223,81;1076;1076;223,81;0;;C1;G;;;;;;;;;4500147599;ZF 1302603;X;19;;1003672    TAG COMERCIO DE TINTAS EIRELI;2;;;;;20;30;;;;0;0;1003672    TAG COMERCIO DE TINTAS E;OA01;0;;1076;0;0;0;0;5300027522;;;;;;UN;UN;0;0;0;223,81;0;0
1;NB;F;A03;;28/01/2026;401004;RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA;MC21701;;;;CDFL;INVT;6;UN;17251,14;BRL;1;6;46191;0;46178;0;0;0;0;10103893;10;R;1;4600003185;103506,84;6;6;103506,84;0;;A7;G;;;;;;;;;4500144854;ZF 1302603;X;19;;1003685    S&C ELECTRIC DO BRASIL LTDA;2;;;;;10;10;;;;0;0;1003685    S&C ELECTRIC DO BRASIL L;OA01;0;;6;0;0;0;0;5300001155;;;;;;UN;UN;0;0;0;103506,84;0;0
1;NB;F;A12;;03/03/2026;402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;MC12002;;;;CDFL;INVT;271;UN;11,22;BRL;1;271;46195;0;46132;0;0;0;0;10130291;10;R;1;4600003530;3039,48;271;271;3039,48;0;;C1;G;;;;;;;;;4500148060;ZF 1302603;X;19;;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;2;;;;;10;10;;;;0;0;1003780    INTELLI INDUSTRIA DE TER;OA01;0;;271;0;0;0;0;5300032132;;;;;;UN;UN;0;0;0;3039,48;0;0
1;NB;F;A12;;03/03/2026;800886;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;MC12002;;;;CDFL;CUST;240;UN;32,5;BRL;1;240;46195;0;46132;0;0;0;0;10130291;30;R;1;4600003530;7800,84;240;240;7800,84;0;;C1;G;;;;;;;;;4500148060;ZF 1302603;X;19;;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;2;;;;;30;20;;;;0;0;1003780    INTELLI INDUSTRIA DE TER;OA01;0;;240;0;0;0;0;5300032133;;;;;;UN;UN;0;0;0;7800,84;0;0
1;NB;F;A12;;20/03/2026;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;5710;UN;8,97;BRL;1;5710;46195;0;46195;0;0;0;0;10130291;20;R;1;4600003530;51191,29;5710;5710;51191,29;0;;C1;G;;;;;;;;;4500148060;ZF 1302603;X;19;;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;2;;;;;20;30;;;;0;0;1003780    INTELLI INDUSTRIA DE TER;OA01;0;;5710;0;0;0;0;5300000716;;;;;;UN;UN;0;0;0;51191,29;0;0
1;NB;F;A12;;20/03/2026;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;1044;UN;8,97;BRL;1;1044;46195;0;46195;0;0;0;0;10130291;40;R;1;4600003530;9359,67;1044;1044;9359,67;0;;C1;G;;;;;;;;;4500148060;ZF 1302603;X;19;;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;2;;;;;40;40;;;;0;0;1003780    INTELLI INDUSTRIA DE TER;OA01;0;;1044;0;0;0;0;5300000069;;;;;;UN;UN;0;0;0;9359,67;0;0
1;NB;F;A12;;26/01/2026;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;1000;UN;17,38;BRL;1;1000;46139;0;46139;0;0;0;0;10104854;50;R;1;4600003204;17381,7;1000;1000;17381,7;0;;C1;G;;;;;;;;;4500144683;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;20;10;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;1000;0;0;0;0;5300002927;;;;;;UN;UN;0;0;0;17381,7;0;0
1;NB;F;A12;;26/01/2026;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;1294;UN;17,54;BRL;1;1294;46139;0;46139;0;0;0;0;10104854;70;R;1;4600003204;22696,5;1294;1294;22696,5;0;;C1;G;;;;;;;;;4500144683;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;10;20;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;1294;0;0;0;0;5300002931;;;;;;UN;UN;0;0;0;22696,5;0;0
1;NB;F;A12;;26/01/2026;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;890;UN;17,38;BRL;1;890;46139;0;46139;0;0;0;0;10105454;20;R;1;4600003204;15469,71;890;890;15469,71;0;;C1;G;;;;;;;;;4500144684;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;40;20;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;890;0;0;0;0;5300007364;;;;;;UN;UN;0;0;0;15469,71;0;0
1;NB;F;A03;;10/02/2026;801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;MC12002;;;;CDFL;CUST;1835;UN;33,55;BRL;1;1835;46153;0;46153;0;0;0;0;10100845;20;R;1;4600003093;61572,32;1835;1835;61572,32;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;20;10;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;1835;0;0;0;0;5300014297;;;;;;UN;UN;0;0;0;61572,32;0;0
1;NB;F;A03;;10/02/2026;800884;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;MC12002;;;;CDFL;CUST;600;UN;11,3;BRL;1;600;46153;0;46153;0;0;0;0;10100845;40;R;1;4600003093;6779,7;600;600;6779,7;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;40;20;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;600;0;0;0;0;5300021402;;;;;;UN;UN;0;0;0;6779,7;0;0
1;NB;F;A03;;10/02/2026;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;590;UN;7,36;BRL;1;590;46153;0;46153;0;0;0;0;10100845;50;R;1;4600003093;4340,22;590;590;4340,22;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;50;30;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;590;0;0;0;0;5300008466;;;;;;UN;UN;0;0;0;4340,22;0;0
1;NB;F;A03;;10/02/2026;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;2535;UN;7,36;BRL;1;2535;46153;0;46153;0;0;0;0;10100845;190;R;1;4600003093;18648,22;2535;2535;18648,22;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;90;40;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;2535;0;0;0;0;5300002928;;;;;;UN;UN;0;0;0;18648,22;0;0
1;NB;F;A03;;10/02/2026;402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;MC12002;;;;CDFL;INVT;685;UN;35,04;BRL;1;685;46153;0;46153;0;0;0;0;10100845;200;R;1;4600003093;24004,04;685;685;24004,04;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;120;60;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;685;0;0;0;0;5300005019;;;;;;UN;UN;0;0;0;24004,04;0;0
1;NB;F;A03;;10/02/2026;400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;MC12002;;;;CDFL;INVT;45;UN;43,86;BRL;1;45;46153;0;46153;0;0;0;0;10100845;70;R;1;4600003093;1973,65;45;45;1973,65;0;;C1;G;;;;;;;;;4500145719;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;70;70;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;45;0;0;0;0;5300031639;;;;;;UN;UN;0;0;0;1973,65;0;0
1;NB;F;A12;;10/02/2026;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;4055;UN;17,54;BRL;1;4055;46154;0;46154;0;0;0;0;10104854;80;R;1;4600003204;71123,89;4055;4055;71123,89;0;;C1;G;;;;;;;;;4500145743;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;10;10;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;4055;0;0;0;0;5300002931;;;;;;UN;UN;0;0;0;71123,89;0;0
1;NB;F;A12;;10/02/2026;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;3200;UN;17,38;BRL;1;3200;46154;0;46154;0;0;0;0;10104854;90;R;1;4600003204;55621,44;3200;3200;55621,44;0;;C1;G;;;;;;;;;4500145743;ZF 1302603;X;19;;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;2;;;;;20;20;;;;0;0;1003799    CONIMEL EMPRESA DE MATER;OA01;0;;3200;0;0;0;0;5300002927;;;;;;UN;UN;0;0;0;55621,44;0;0
