Documento de compras;Item;Contrato básico;It.contrato superior;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido;Qtd.notificada
4500147801;10;;0;1003515    S V INSTALACOES LTDA;ZCDR;F;GAE;;02/03/2026;C0;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;500;UN;500;UN;17,50;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;8.750,00;500
4500147803;10;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;02/03/2026;C0;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;4.500;UN;4.500;UN;17,50;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;78.750,00;4.500
4500147804;10;;0;1003515    S V INSTALACOES LTDA;ZCDR;F;GAE;;02/03/2026;C0;410200; CONECTOR COMP TIPO H 95-95;MC12002;;;;CDFL;INVT;200;UN;200;UN;17,50;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.500,00;200
4500149691;10;;0;1003515    S V INSTALACOES LTDA;NB;F;A13;;16/03/2026;C0;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;MC10401;;;;CDFL;INVT;30.000;UN;30.000;UN;0,90;BRL;1;0;0;30.000;27.000,00;30.000;27.000,00;1;ZF 1302603;27.000,00;0
4500150386;10;4600003555;10;1003515    S V INSTALACOES LTDA;NB;F;A13;;06/04/2026;C0;405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;MC10401;;;;CDFL;INVT;41.591;UN;41.591;UN;0,90;BRL;1;0;0;39.441;35.496,90;39.441;35.496,90;1;ZF 1302603;37.431,90;2.150
4500152674;10;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;803444;ESPUMA EXPANSIVA 500 ML POLIURETANO PU;MC00901;;;;CDFL;CUST;10;UN;10;UN;20,52;BRL;1;0;0;10;205,20;10;205,20;1;ZF 1302603;205,20;0
4500152674;20;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;803083;DISSOLVENTE THINNER 5L;MC03301;;;;CDFL;CUST;185;UN;185;UN;62,29;BRL;1;0;0;185;11.523,65;185;11.523,65;1;ZF 1302603;11.523,65;0
4500152674;30;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;803443;PACOTE ESTOPA ALG ESP BR LIMP;MC01901;;;;CDFL;CUST;290;PAC;290;PAC;8,38;BRL;1;0;0;290;2.430,20;290;2.430,20;1;ZF 1302603;2.430,20;0
4500152674;40;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;802159;TINTA ESM SINTE VERM SECAGEM RAP 3,6L;MC03301;;;;CDFL;CUST;10;UN;10;UN;80,02;BRL;1;0;0;10;800,20;10;800,20;1;ZF 1302603;800,20;0
4500152674;50;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;804595;TINTA ESM SINTE BRANCO SECAGEM RAP 3,6L;MC03301;;;;CDFL;CUST;10;UN;10;UN;74,12;BRL;1;0;0;10;741,20;10;741,20;1;ZF 1302603;741,20;0
4500152674;60;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;804594;TINTA ESM SINTE AZUL SECAGEM RAP 3,6L;MC03301;;;;CDFL;CUST;10;UN;10;UN;78,76;BRL;1;0;0;10;787,60;10;787,60;1;ZF 1302603;787,60;0
4500152674;70;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;802163;TRINCHA CERDA NR2;MC02201;;;;CDFL;CUST;50;UN;50;UN;5,86;BRL;1;0;0;50;293,00;50;293,00;1;ZF 1302603;293,00;0
4500152674;80;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;803086;TRINCHA COM CERDAS DE NYLON TAMANHO 3;MC02201;;;;CDFL;CUST;30;UN;30;UN;11,50;BRL;1;0;0;30;345,00;30;345,00;1;ZF 1302603;345,00;0
4500152674;90;;0;1003515    S V INSTALACOES LTDA;NB;F;GAE;;27/04/2026;C0;803080;TINTA ESM SINTE AMARELO SEC RAP 3,6L;MC03301;;;;CDFL;CUST;12;UN;12;UN;77,84;BRL;1;0;0;12;934,08;12;934,08;1;ZF 1302603;934,08;0
4500144696;10;;0;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;ZCDR;F;GAE;;27/01/2026;C1;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;15;UN;15;UN;336,76;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;5.051,38;30
4500144696;20;;0;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;ZCDR;F;GAE;;27/01/2026;C1;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;13;UN;13;UN;377,68;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;4.909,82;26
4500144696;30;;0;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;ZCDR;F;GAE;;27/01/2026;C1;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;2;UN;2;UN;377,68;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;755,36;4
4500147723;10;4600003496;20;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;27/02/2026;C1;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;250;UN;250;UN;1.465,20;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;366.300,00;250
4500148085;10;4600003496;10;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;04/03/2026;C1;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;637;UN;637;UN;281,60;BRL;1;0;0;581;163.609,60;581;163.609,60;1;ZF 1302603;179.379,20;56
4500148085;20;4600003496;20;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;04/03/2026;C1;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;2.250;UN;2.250;UN;1.465,20;BRL;1;0;0;966;1.415.383,20;966;1.415.383,20;1;ZF 1302603;3.296.700,00;1.284
4500148085;30;4600003496;30;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;04/03/2026;C1;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;306;UN;306;UN;240,68;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;73.648,08;306
4500148085;40;4600003496;40;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;04/03/2026;C1;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;1.057;UN;1.057;UN;281,60;BRL;1;0;0;981;276.249,60;981;276.249,60;1;ZF 1302603;297.651,20;76
4500148999;10;4600003496;50;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;11/03/2026;C1;410155;CX BLIND P/ CONEXAO C/ ABERT INTEL;MC10301;;;;CDFL;INVT;2.500;UN;2.500;UN;1.465,20;BRL;1;0;0;2.500;3.663.000,00;2.500;3.663.000,00;1;ZF 1302603;3.663.000,00;0
4500148999;20;4600003496;60;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;11/03/2026;C1;410147;CX BLIND P/ MED MONO C/ ABERT INTEL;MC12503;;;;CDFL;INVT;306;UN;306;UN;240,68;BRL;1;0;0;306;73.648,08;306;73.648,08;1;ZF 1302603;73.648,08;0
4500148999;30;4600003496;70;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;11/03/2026;CA;410152;CX BLIND P/ MED BI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;637;UN;637;UN;281,60;BRL;1;0;0;637;179.379,20;637;179.379,20;1;ZF 1302603;179.379,20;0
4500148999;40;4600003496;80;1003592    FIXAR INDUSTRIAL -INDUSTRIA DE META;NB;F;GAE;;11/03/2026;CA;410153;CX BLIND P/ MED TRI C/ ABERT INTEL;MC12503;;;;CDFL;INVT;1.057;UN;1.057;UN;281,60;BRL;1;0;0;1.057;297.651,20;1.057;297.651,20;1;ZF 1302603;297.651,20;0
4500144395;10;4600002059;60;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;NB;F;A12;;22/01/2026;CA;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;500;UN;500;UN;170,61;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;85.305,35;500
4500144395;20;4600002059;70;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;NB;F;A12;;22/01/2026;CA;801112;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;CUST;309;UN;309;UN;170,61;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;52.718,71;309
4500144395;30;4600002059;60;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;NB;F;A12;;22/01/2026;CA;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;500;UN;500;UN;170,61;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;85.305,35;500
4500144462;10;4600003438;20;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;NB;F;A12;;22/01/2026;CA;803470;PONTALETE FBV 100MM 6M;MC02001;;;;CDFL;CUST;860;UN;860;UN;318,17;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;273.622,67;860
4500145738;10;4600002059;60;1003624    POOL ENGENHARIA, SERVICO, INDUSTRIA;NB;F;A12;;10/02/2026;CA;401959;CRUZETA POL FBV/RES PES 2400X112,5X90MM;MC12001;;;;CDFL;INVT;1.000;UN;1.000;UN;170,61;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;170.610,70;1.000
4500147599;10;4600003063;40;1003672    TAG COMERCIO DE TINTAS EIRELI;NB;F;A03;;24/02/2026;C0;404183;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";MC01301;;;;CDFL;INVT;240;UN;240;UN;0,26;BRL;1;0;0;240;62,40;240;62,40;1;ZF 1302603;62,40;0
4500147599;30;4600003063;20;1003672    TAG COMERCIO DE TINTAS EIRELI;NB;F;A03;;24/02/2026;C1;803176;"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8";MC01301;;;;CDFL;CUST;1.076;UN;1.076;UN;0,21;BRL;1;0;0;1.076;223,81;1.076;223,81;1;ZF 1302603;223,81;0
4500144854;10;4600003185;10;1003685    S&C ELECTRIC DO BRASIL LTDA;NB;F;A03;;28/01/2026;A7;401004;RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA;MC21701;;;;CDFL;INVT;6;UN;6;UN;17.251,14;BRL;1;0;0;6;103.506,84;6;103.506,84;1;ZF 1302603;103.506,84;0
4500148060;10;4600003530;10;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;402155;CONECTOR DER CUNHA AL 2AWG 336,4MCM;MC12002;;;;CDFL;INVT;271;UN;271;UN;11,22;BRL;1;0;0;271;3.039,48;271;3.039,48;1;ZF 1302603;3.039,48;0
4500148060;20;4600003530;30;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;800886;CONECTOR DER CUNHA AL 2/0AWG 336,4MCM;MC12002;;;;CDFL;CUST;240;UN;240;UN;32,50;BRL;1;0;0;240;7.800,84;240;7.800,84;1;ZF 1302603;7.800,84;0
4500148060;30;4600003530;20;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;5.710;UN;5.710;UN;8,97;BRL;1;0;0;5.710;51.191,29;5.710;51.191,29;1;ZF 1302603;51.191,29;0
4500148060;40;4600003530;40;1003780    INTELLI INDUSTRIA DE TERMINAIS ELET;NB;F;A12;;03/03/2026;C1;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;1.044;UN;1.044;UN;8,97;BRL;1;0;0;1.044;9.359,67;1.044;9.359,67;1;ZF 1302603;9.359,67;0
4500144683;10;4600003204;20;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;1.000;UN;1.000;UN;17,38;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;17.381,70;1.000
4500144683;20;4600003204;10;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;1.294;UN;1.294;UN;17,54;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;22.696,50;1.294
4500144684;20;4600003204;40;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;26/01/2026;C1;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;890;UN;890;UN;17,38;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;15.469,71;890
4500145719;10;4600003093;20;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;801232;CONECTOR CUNHA AM AL 336,4MCM 336,4MCM;MC12002;;;;CDFL;CUST;1.835;UN;1.835;UN;33,55;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;61.572,32;1.835
4500145719;20;4600003093;40;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;800884;CONECTOR CUNHA LIGA AL AZ 120MM2 4/0AWG;MC12002;;;;CDFL;CUST;600;UN;600;UN;11,30;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;6.779,70;600
4500145719;30;4600003093;50;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;801215;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;CUST;590;UN;590;UN;7,36;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;4.340,22;590
4500145719;40;4600003093;90;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;400506;CONECTOR DER CU 13-34MM2;MC12002;;;;CDFL;INVT;2.535;UN;2.535;UN;7,36;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;18.648,22;2.535
4500145719;60;4600003093;120;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;402185;CONECTOR DER CUNHA ESTRIBO 336,4 MCM;MC12002;;;;CDFL;INVT;685;UN;685;UN;35,04;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;24.004,04;685
4500145719;70;4600003093;70;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A03;;10/02/2026;C1;400512;CONECTOR DER CUNHA AL 1/0AWG 336,4MCM;MC12002;;;;CDFL;INVT;45;UN;45;UN;43,86;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.973,65;45
4500145743;10;4600003204;10;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;10/02/2026;C1;400790;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;MC10301;;;;CDFL;INVT;4.055;UN;4.055;UN;17,54;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;71.123,89;4.055
4500145743;20;4600003204;20;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;10/02/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;3.200;UN;3.200;UN;17,38;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;55.621,44;3.200
4500145786;10;4600003112;160;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;400507;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);MC10301;;;;CDFL;INVT;210;UN;210;UN;5,96;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.251,87;210
4500145786;20;4600003112;140;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;403182;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;MC12002;;;;CDFL;INVT;1.000;UN;1.000;UN;173,22;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;173.221,80;1.000
4500145786;30;4600003112;170;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;11/02/2026;C1;802249;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;MC12002;;;;CDFL;CUST;1.000;UN;1.000;UN;173,22;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;173.221,80;1.000
4500146982;10;4600003204;40;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;20/02/2026;C1;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;500;UN;500;UN;17,38;BRL;1;0;0;500;8.690,85;500;8.690,85;1;ZF 1302603;8.690,85;0
4500146983;10;4600003204;20;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;20/02/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;2.000;UN;2.000;UN;17,38;BRL;1;0;0;2.000;34.763,40;2.000;34.763,40;1;ZF 1302603;34.763,40;0
4500150326;10;4600003204;30;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;01/04/2026;C1;800054;CONECTOR ATERRAMENTO HAST/CABO 3,5-9,4MM;MC10301;;;;CDFL;CUST;7.086;UN;7.086;UN;17,54;BRL;1;0;0;7.086;124.287,02;7.086;124.287,02;1;ZF 1302603;124.287,02;0
4500150563;10;4600003204;20;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;07/04/2026;C1;401566;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;INVT;5.640;UN;5.640;UN;17,38;BRL;1;0;0;5.640;98.032,79;5.640;98.032,79;1;ZF 1302603;98.032,79;0
4500153068;10;4600003204;40;1003799    CONIMEL EMPRESA DE MATERIAL ELETRIC;NB;F;A12;;04/05/2026;C1;800889;CONECTOR PARAL AL 4/0AWG 1/0AWG;MC10301;;;;CDFL;CUST;6.080;UN;6.080;UN;17,38;BRL;1;0;0;6.080;105.680,74;6.080;105.680,74;1;ZF 1302603;105.680,74;0
4500150222;10;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;112065;CANETA MARCA TEXTO AM;MC02301;;;;CDFL;CUST;10;UN;10;UN;0,93;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;9,30;10
4500150222;20;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;802464;CLIPE ACO NIQ N 4/0 CX 50UN;MC02301;;;;CDFL;CUST;20;UN;20;UN;3,52;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;70,40;20
4500150222;30;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;110649;CLIPE PAPEL AC NIQ TAM N 3/0;MC02301;;;;CDFL;CUST;10;CX;10;CX;3,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;31,20;10
4500150222;40;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;110356;PASTA L PLAST AZ 31X22CM;MC02301;;;;CDFL;CUST;20;UN;20;UN;0,56;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;11,20;20
4500150222;50;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;804453;PRANCHETA MAD COMP C/PREND MET 230X340M;MC02301;;;;CDFL;CUST;5;UN;5;UN;3,82;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;19,08;5
4500150222;60;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;110215;CAIXA ARQUIVO PLAST CORRUG 360X135X250MM;MC02301;;;;CDFL;CUST;150;UN;150;UN;3,50;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;525,60;150
4500150222;70;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;112242;CLIPE PAPEL AC NIQ TAM 8/0;MC02301;;;;CDFL;CUST;10;CX;10;CX;3,84;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;38,40;10
4500150222;80;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;110708;EXTRATOR GRAMPOS ESPATULA AI 150MM;MC02301;;;;CDFL;CUST;10;UN;10;UN;1,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;11,20;10
4500150222;90;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;110404;ENVELOPE CORRES PAP 80G/M2 NT 340X240MM;MC02301;;;;CDFL;CUST;2;UN;2;UN;7,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;14,24;2
4500150222;100;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;C0;112066;PAPEL AUTO ADES 38X50MM 100FL POST IT;MC02301;;;;CDFL;CUST;10;CX;10;CX;5,37;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;53,70;10
4500150222;110;;0;1003813    CECIL CONCORDE COMERCIO INDUSTRIA I;ZCDR;F;GAE;;26/03/2026;CA;804398;ESTILETE 18 MM;MC01401;;;;CDFL;CUST;6;UN;6;UN;5,28;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;31,68;6
4500145134;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;A14;;05/02/2026;C0;110418;DISCO CORTE ACO 7P;MC01401;;;;CDFL;CUST;100;UN;100;UN;5,27;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;527,00;100
4500146047;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;13/02/2026;C0;804842;BATERIA VEICULAR 100A;MC20101;;;;CDFL;CUST;1;UN;1;UN;1.285,63;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.285,63;1
4500147553;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;24/02/2026;C0;114242;"""DISCO CORTE P/ FERRO 7""""X1,6 X PC 50,00";MC01401;;;;CDFL;CUST;50;UN;50;UN;5,27;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;263,50;50
4500147645;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;A14;;25/02/2026;C0;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;629;UN;629;UN;2,17;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.364,93;629
4500147694;10;4600003162;50;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802141;FITA ISOL ELET 19MMX20M 0,19MM AZ;MC10903;;;;CDFL;CUST;50;UN;50;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.672,00;50
4500147694;20;4600003162;60;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802158;FITA ISOL ELET 19MMX20M 0,19MM BR;MC10903;;;;CDFL;CUST;50;UN;50;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.672,00;75
4500147694;30;4600003162;70;1003818    B A ELETRICA LTDA;NB;F;A14;;26/02/2026;C0;802138;FITA ISOL ELET 19MMX20M 0,19MM VM;MC10903;;;;CDFL;CUST;27;UN;27;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;1.442,88;27
4500148056;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;CA;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;2.000;UN;2.000;UN;1,74;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.472,00;2.000
4500148056;20;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;C0;401465;CONECTOR PERF AL 16-120MM2 / 16-120MM2;MC12002;;;;CDFL;INVT;500;UN;500;UN;10,29;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;5.145,00;500
4500148056;30;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;03/03/2026;C0;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;MC11001;;;;CDFL;INVT;410;UN;410;UN;25,23;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;10.344,30;410
4500150256;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;27/03/2026;C0;805627;TERMINAL COMPRESSÃO 400MM2;MC10401;;;;CDFL;CUST;4;UN;4;UN;89,23;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;356,92;4
4500150715;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;08/04/2026;C0;410257;PRENSA CABO PRETO 2 (37-44MM) BSP 2;MC00201;;;;CDFL;INVT;600;UN;600;UN;14,03;BRL;1;0;0;31;434,93;31;434,93;1;ZF 1302603;8.418,00;569
4500152526;10;;0;1003818    B A ELETRICA LTDA;ZCDR;F;GAE;;22/04/2026;C0;802205;LAMPADA LED BULBO;MC02201;;;;CDFL;CUST;80;UN;80;UN;2,04;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;163,20;80
4500152666;10;;0;1003818    B A ELETRICA LTDA;NB;F;GAE;;27/04/2026;C0;805531;MASCARA FACIAL PARA PINTURA C/ FILTRO;MC01204;;;;CDFL;CUST;4;UN;4;UN;144,75;BRL;1;0;0;4;579,00;4;579,00;1;ZF 1302603;579,00;0
4500152666;20;;0;1003818    B A ELETRICA LTDA;NB;F;GAE;;27/04/2026;C0;805532;CARTUCHO QUIM 6003 VAPORES ORG E GASES A;MC01204;;;;CDFL;CUST;24;UN;24;UN;48,36;BRL;1;0;0;24;1.160,64;24;1.160,64;1;ZF 1302603;1.160,64;0
4500152676;10;4600003162;20;1003818    B A ELETRICA LTDA;NB;F;A14;;27/04/2026;C0;403120;FITA ISOL ELET 19MMX20M 0,19MM BR;MC10903;;;;CDFL;INVT;150;UN;150;UN;53,44;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;8.016,00;150
