Documento de compras	Item	Contrato básico	It.contrato superior	Fornecedor/centro fornecedor	Tipo doc.compras	Ctg.doc.compras	Grupo de compradores	Histórico pedido/docum.SolRem.	Data do documento	Código de imposto	Material	Texto breve	Grupo de mercadorias	Código de eliminação	Categoria do item	Ctg.class.cont.	Centro	Depósito	Qtd.pedido	UM pedido	Qtd.na UnidGestEstoq	Unidade manutenção estoque	Preço líquido	Moeda	Unidade preço	Quantidade prevista	Qtd.prev.pendente	a ser fornecida (quantidade)	a ser fornecido (valor	Ãinda a faturar (quantidade)	Ainda a faturar (valor)	Núm.itens	Domicílio fiscal	Valor líquido pedido
4500137967	60	4600003077	80	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	401657	MAO FRANCESA BECO AC 2135MM 35MMX5MM	MC10701				CDFL	INVT	20	UN	20	UN	105	BRL	1	0	0	20	2.100,03	20	2.100,03	1	ZF 1302603	2.100,03
4500137967	70	4600003077	60	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	404719	FIXADOR PERFIL U AC 150DAN 300DAN	MC10701				CDFL	INVT	20	UN	20	UN	18,5	BRL	1	0	0	20	369,95	20	369,95	1	ZF 1302603	369,95
4500137978	10	4600003060	150	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	401239	PARAFUSO CAB QD AC 16MM 450MM	MC01301				CDFL	INVT	3.075	UN	3.075	UN	19,4	BRL	1	0	0	3.075	59.667,30	3.075	59.667,30	1	ZF 1302603	59.667,30
4500137978	20	4600003060	190	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	400945	PARAFUSO CAB ABA PESC QD EM AC 5/8PX45MM	MC01301				CDFL	INVT	50	UN	50	UN	3,66	BRL	1	0	0	50	183,04	50	183,04	1	ZF 1302603	183,04
4500137978	30	4600003060	170	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	400192	PARAFUSO CAB QD AC 16MM 250MM	MC01301				CDFL	INVT	1.021	UN	1.021	UN	9,57	BRL	1	0	0	1.021	9.766,48	1.021	9.766,48	1	ZF 1302603	9.766,48
4500137980	10	4600003060	150	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	401239	PARAFUSO CAB QD AC 16MM 450MM	MC01301				CDFL	INVT	4.168	UN	4.168	UN	19,4	BRL	1	0	0	4.168	80.875,87	4.168	80.875,87	1	ZF 1302603	80.875,87
4500137980	20	4600003060	190	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	400945	PARAFUSO CAB ABA PESC QD EM AC 5/8PX45MM	MC01301				CDFL	INVT	50	UN	50	UN	3,66	BRL	1	0	0	50	183,04	50	183,04	1	ZF 1302603	183,04
4500137981	10	4600003077	250	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	800991	MAO FRANCESA BECO AC 2135MM 35MMX5MM	MC10701				CDFL	CUST	50	UN	50	UN	105	BRL	1	0	0	50	5.250,08	50	5.250,08	1	ZF 1302603	5.250,08
4500137981	20	4600003077	270	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	MC12002				CDFL	CUST	7	UN	7	UN	124,99	BRL	1	0	0	7	874,9	7	874,9	1	ZF 1302603	874,9
4500137981	30	4600003077	290	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		24/11/2025	C1	801256	PERFIL U AC 76X900MM REDE COMPACTA	MC10701				CDFL	CUST	5	UN	5	UN	110,49	BRL	1	0	0	5	552,46	5	552,46	1	ZF 1302603	552,46
4500138713	10	4600003060	20	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		01/12/2025	C1	801064	PARAFUSO CAB ABA AC 10MM 115MM	MC01301				CDFL	CUST	1.000	UN	1.000	UN	2,22	BRL	1	0	0	1.000	2.217,60	1.000	2.217,60	1	ZF 1302603	2.217,60
4500138713	20	4600003060	140	1007262    CENTROACO INDUSTRIA E COMERCIO DE A	NB	F	A03		01/12/2025	C1	400930	PARAFUSO CAB ABA AC 10MM 115MM	MC01301				CDFL	INVT	1.000	UN	1.000	UN	2,22	BRL	1	0	0	1.000	2.217,60	1.000	2.217,60	1	ZF 1302603	2.217,60
4500136028	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500042	ACUCAR	MC01101			K	CDFL		2.000	UN	2.000	UN	4,3	BRL	1	0	0	0	0	0	0	1	ZF 1302603	8.600,00
4500136028	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500043	ARRO TIPO 1 1KG	MC01101			K	CDFL		3.000	UN	3.000	UN	5,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	17.700,00
4500136028	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500044	PÓ DE CAFÉ SOLÚVEL	MC01101			K	CDFL		2.000	UN	2.000	UN	8,8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	17.600,00
4500136028	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500046	FARINHA BRANCA 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.000,00
4500136028	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500047	FEIJAO TIPO 1 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	5,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	11.800,00
4500136028	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500048	MACARRAO	MC01101			K	CDFL		2.000	PAC	2.000	PAC	2,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	5.000,00
4500136028	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500049	OLEO DE SOJA	MC01101			K	CDFL		1.000	UN	1.000	UN	8,7	BRL	1	0	0	0	0	0	0	1	ZF 1302603	8.700,00
4500136029	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500098	BALA DE GOMA	S009			K	CDFL		1.000	UN	1.000	UN	0,4	BRL	1	0	0	0	0	0	0	1	ZF 1302603	400
4500136029	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500099	BALA MASTIGÁVEL	S009			K	CDFL		68	UN	68	UN	6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	408
4500136029	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500100	BISCOITO RECHEADO	S009			K	CDFL		1.000	UN	1.000	UN	1	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.000,00
4500136029	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C1	500101	BOMBONS DIVERSOS	S009			K	CDFL		19	UN	19	UN	8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	152
4500136029	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500102	CHICLÉ	S009			K	CDFL		70	UN	70	UN	6,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	483
4500136029	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500103	PIPOCA	S009			K	CDFL		1.000	UN	1.000	UN	0,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	600
4500136029	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500104	SALGADINHO DE MILHO	S009			K	CDFL		1.000	UN	1.000	UN	0,39	BRL	1	0	0	0	0	0	0	1	ZF 1302603	390
4500136029	80		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		10/11/2025	C0	500105	SUCO DE FRUTA	S009			K	CDFL		1.000	UN	1.000	UN	1,29	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.290,00
4500136108	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500042	ACUCAR	MC01101			K	CDFL		300	UN	300	UN	4,3	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.290,00
4500136108	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500043	ARRO TIPO 1 1KG	MC01101			K	CDFL		600	UN	600	UN	5,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	3.300,00
4500136108	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500044	PÓ DE CAFÉ SOLÚVEL	MC01101			K	CDFL		160	UN	160	UN	11,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.904,00
4500136108	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500046	FARINHA BRANCA 1KG	MC01101			K	CDFL		300	UN	300	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.350,00
4500136108	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500111	FARINHA DE TRIGO	S009			K	CDFL		110	UN	110	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	495
4500136108	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500047	FEIJAO TIPO 1 1KG	MC01101			K	CDFL		350	UN	350	UN	5,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	2.065,00
4500136108	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500045	LEITE EM PO INTEGRAL	MC01101			K	CDFL		120	UN	120	UN	15,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.908,00
4500136108	80		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500048	MACARRAO	MC01101			K	CDFL		800	PAC	800	PAC	2,3	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.840,00
4500136108	90		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500074	MARGARINA 250G	MC01101			K	CDFL		360	UN	360	UN	3,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.404,00
4500136108	100		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500112	MOLHO DE TOMATE	MC01101			K	CDFL		250	UN	250	UN	1,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	400
4500136108	110		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500049	OLEO DE SOJA	MC01101			K	CDFL		200	UN	200	UN	9,8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.960,00
4500136108	120		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	500113	OVOS	MC01101			K	CDFL		70	UN	70	UN	26,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.855,00
4500136108	130		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C1	500075	REFRESCO EM PO	MC01101			K	CDFL		2.900	UN	2.900	UN	0,56	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.624,00
4500136108	140		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		11/11/2025	C0	111236	SAL 1KG	MC02301			K	CDFL		70	KG	70	KG	1,2	BRL	1	0	0	0	0	0	0	1	ZF 1302603	84
4500136433	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500042	ACUCAR	MC01101			K	CDFL		2.000	UN	2.000	UN	4,3	BRL	1	0	0	0	0	0	0	1	ZF 1302603	8.600,00
4500136433	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500043	ARRO TIPO 1 1KG	MC01101			K	CDFL		3.000	UN	3.000	UN	5,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	17.700,00
4500136433	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500044	PÓ DE CAFÉ SOLÚVEL	MC01101			K	CDFL		2.000	UN	2.000	UN	8,8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	17.600,00
4500136433	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500046	FARINHA BRANCA 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.000,00
4500136433	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500047	FEIJAO TIPO 1 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	5,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	11.800,00
4500136433	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500048	MACARRAO	MC01101			K	CDFL		2.000	PAC	2.000	PAC	2,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	5.000,00
4500136433	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500049	OLEO DE SOJA	MC01101			K	CDFL		1.000	UN	1.000	UN	8,7	BRL	1	0	0	0	0	0	0	1	ZF 1302603	8.700,00
4500136434	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500098	BALA DE GOMA	S009			K	CDFL		1.000	UN	1.000	UN	0,4	BRL	1	0	0	0	0	0	0	1	ZF 1302603	400
4500136434	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500099	BALA MASTIGÁVEL	S009			K	CDFL		68	UN	68	UN	6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	408
4500136434	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500100	BISCOITO RECHEADO	S009			K	CDFL		1.000	UN	1.000	UN	1	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.000,00
4500136434	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C1	500101	BOMBONS DIVERSOS	S009			K	CDFL		19	UN	19	UN	8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	152
4500136434	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500102	CHICLÉ	S009			K	CDFL		70	UN	70	UN	6,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	483
4500136434	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500103	PIPOCA	S009			K	CDFL		1.000	UN	1.000	UN	0,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	600
4500136434	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500104	SALGADINHO DE MILHO	S009			K	CDFL		1.000	UN	1.000	UN	0,39	BRL	1	0	0	0	0	0	0	1	ZF 1302603	390
4500136434	80		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		14/11/2025	C0	500105	SUCO DE FRUTA	S009			K	CDFL		1.000	UN	1.000	UN	1,29	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.290,00
4500137971	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500042	ACUCAR	MC01101			K	CDFL		2.000	UN	2.000	UN	3,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	7.800,00
4500137971	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500043	ARRO TIPO 1 1KG	MC01101			K	CDFL		3.000	UN	3.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	13.500,00
4500137971	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500044	PÓ DE CAFÉ SOLÚVEL	MC01101			K	CDFL		2.000	UN	2.000	UN	11	BRL	1	0	0	0	0	0	0	1	ZF 1302603	22.000,00
4500137971	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500046	FARINHA BRANCA 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.000,00
4500137971	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500047	FEIJAO TIPO 1 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	5,65	BRL	1	0	0	0	0	0	0	1	ZF 1302603	11.300,00
4500137971	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500048	MACARRAO	MC01101			K	CDFL		2.000	PAC	2.000	PAC	2,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	5.000,00
4500137971	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500049	OLEO DE SOJA	MC01101			K	CDFL		1.000	UN	1.000	UN	9,8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.800,00
4500137975	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500098	BALA DE GOMA	S009			K	CDFL		1.000	UN	1.000	UN	0,4	BRL	1	0	0	0	0	0	0	1	ZF 1302603	400
4500137975	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500099	BALA MASTIGÁVEL	S009			K	CDFL		68	UN	68	UN	6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	408
4500137975	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500100	BISCOITO RECHEADO	S009			K	CDFL		1.000	UN	1.000	UN	1	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.000,00
4500137975	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C1	500101	BOMBONS DIVERSOS	S009			K	CDFL		19	UN	19	UN	8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	152
4500137975	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500102	CHICLÉ	S009			K	CDFL		70	UN	70	UN	6,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	483
4500137975	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500103	PIPOCA	S009			K	CDFL		1.000	UN	1.000	UN	0,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	600
4500137975	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500104	SALGADINHO DE MILHO	S009			K	CDFL		1.000	UN	1.000	UN	0,39	BRL	1	0	0	0	0	0	0	1	ZF 1302603	390
4500137975	80		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		24/11/2025	C0	500105	SUCO DE FRUTA	S009			K	CDFL		1.000	UN	1.000	UN	1,29	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.290,00
4500138442	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500042	ACUCAR	MC01101			K	CDFL		2.000	UN	2.000	UN	3,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	7.800,00
4500138442	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500043	ARRO TIPO 1 1KG	MC01101			K	CDFL		3.000	UN	3.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	13.500,00
4500138442	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500044	PÓ DE CAFÉ SOLÚVEL	MC01101			K	CDFL		2.000	UN	2.000	UN	11	BRL	1	0	0	0	0	0	0	1	ZF 1302603	22.000,00
4500138442	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500046	FARINHA BRANCA 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	4,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.000,00
4500138442	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500047	FEIJAO TIPO 1 1KG	MC01101			K	CDFL		2.000	UN	2.000	UN	5,65	BRL	1	0	0	0	0	0	0	1	ZF 1302603	11.300,00
4500138442	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500048	MACARRAO	MC01101			K	CDFL		2.000	PAC	2.000	PAC	2,5	BRL	1	0	0	0	0	0	0	1	ZF 1302603	5.000,00
4500138442	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500049	OLEO DE SOJA	MC01101			K	CDFL		1.000	UN	1.000	UN	9,8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	9.800,00
4500138444	10		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500098	BALA DE GOMA	S009			K	CDFL		1.000	UN	1.000	UN	0,4	BRL	1	0	0	0	0	0	0	1	ZF 1302603	400
4500138444	20		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500099	BALA MASTIGÁVEL	S009			K	CDFL		68	UN	68	UN	6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	408
4500138444	30		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500100	BISCOITO RECHEADO	S009			K	CDFL		1.000	UN	1.000	UN	1	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.000,00
4500138444	40		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C1	500101	BOMBONS DIVERSOS	S009			K	CDFL		19	UN	19	UN	8	BRL	1	0	0	0	0	0	0	1	ZF 1302603	152
4500138444	50		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500102	CHICLÉ	S009			K	CDFL		70	UN	70	UN	6,9	BRL	1	0	0	0	0	0	0	1	ZF 1302603	483
4500138444	60		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500103	PIPOCA	S009			K	CDFL		1.000	UN	1.000	UN	0,6	BRL	1	0	0	0	0	0	0	1	ZF 1302603	600
4500138444	70		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500104	SALGADINHO DE MILHO	S009			K	CDFL		1.000	UN	1.000	UN	0,39	BRL	1	0	0	0	0	0	0	1	ZF 1302603	390
4500138444	80		0	1007286    R. C. COMERCIO DE ESTIVAS LTDA.	NB	F	GAE		25/11/2025	C0	500105	SUCO DE FRUTA	S009			K	CDFL		1.000	UN	1.000	UN	1,29	BRL	1	0	0	0	0	0	0	1	ZF 1302603	1.290,00
4500138303	10	4600003028	210	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	400588	EMENDA PREF COND AL 4/0AWG AM 1295MM	MC11001				CDFL	INVT	210	UN	210	UN	35,06	BRL	1	0	0	210	7.362,81	210	7.362,81	1	ZF 1302603	7.362,81
4500138303	20	4600003028	70	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	401753	ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2	MC11001				CDFL	INVT	1.183	UN	1.183	UN	4,82	BRL	1	0	0	1.183	5.698,98	1.183	5.698,98	1	ZF 1302603	5.698,98
4500138303	30	4600003028	80	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	800228	ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2	MC11001				CDFL	CUST	1.034	UN	1.034	UN	4,82	BRL	1	0	0	1.034	4.981,19	1.034	4.981,19	1	ZF 1302603	4.981,19
4500138303	40	4600003028	130	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	800842	ALCA PREFORM ESTAI 3/8P 9,5MM 889MM	MC11001				CDFL	CUST	733	UN	733	UN	9,11	BRL	1	0	0	733	6.680,56	733	6.680,56	1	ZF 1302603	6.680,56
4500138303	50	4600003028	50	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	801199	ALCA PREFORM DIST 4/0 AWG 120MM2	MC11001				CDFL	CUST	339	UN	339	UN	10,51	BRL	1	0	0	339	3.562,55	339	3.562,55	1	ZF 1302603	3.562,55
4500138303	60	4600003028	30	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	401435	ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM	MC11001				CDFL	INVT	777	UN	777	UN	3,29	BRL	1	0	0	777	2.558,04	777	2.558,04	1	ZF 1302603	2.558,04
4500138303	70	4600003028	60	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	400366	ALCA PREFORM DIST 4/0 AWG 120MM2	MC11001				CDFL	INVT	903	UN	903	UN	10,51	BRL	1	0	0	903	9.489,63	903	9.489,63	1	ZF 1302603	9.489,63
4500138303	80	4600003028	100	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	400375	ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2	MC11001				CDFL	INVT	280	UN	280	UN	5,19	BRL	1	0	0	280	1.453,03	280	1.453,03	1	ZF 1302603	1.453,03
4500138303	90	4600003028	370	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	800917	LACO PREF CA 2AWG PESC 57MM PURPURA	MC11001				CDFL	CUST	210	UN	210	UN	2,56	BRL	1	0	0	210	537,07	210	537,07	1	ZF 1302603	537,07
4500138303	120	4600003028	110	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	801272	ALCA PREFORM DIST 2AWG 33,63MM2 660MM	MC11001				CDFL	CUST	4	UN	4	UN	3,29	BRL	1	0	0	4	13,17	4	13,17	1	ZF 1302603	13,17
4500138303	130	4600003028	330	1007593    MACLEAN POWER SYSTEMS DO BRASIL LTD	NB	F	A03		24/11/2025	C1	400855	EMENDA PREF COND AL 1/0 AWG 965MM	MC10401				CDFL	INVT	24	UN	24	UN	15,62	BRL	1	0	0	24	374,98	24	374,98	1	ZF 1302603	374,98
4500135845	10	4600003404	10	1007657    RYAN SAIMON RODRIGUES LOPES 7038304	NB	F	GAE		05/11/2025	C0	113690	Teclado básico com fio USB cor preto	MC01702			K	CDFL		30	UN	30	UN	29	BRL	1	0	0	0	0	0	0	1	ZF 1302603	870
