Nome Demanda	PROJETO	DEPÓSITO	DEPARTAMENTO	CÓDIGO	Descrição	UNID	MÊS	Qtd	MES	SEMANA	OBSERVAÇÃO	ESPECÍFICO?
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801313	PINO ISOLADOR AC 25X294X19MM	UN	01/10/2026	240	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801313	PINO ISOLADOR AC 25X294X19MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801313	PINO ISOLADOR AC 25X294X19MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/01/2026	0	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/02/2026	30	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/03/2026	0	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/04/2026	0	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/05/2026	0	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/06/2026	0	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/07/2026	0	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/08/2026	0	8	31/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/09/2026	0	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/10/2026	0	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801314	EMENDA PREF COND AL 4/0AWG PT	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/01/2026	20	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/02/2026	520	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/03/2026	20	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/04/2026	20	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/05/2026	20	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/06/2026	20	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/07/2026	30	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/08/2026	30	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/09/2026	30	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/10/2026	30	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/11/2026	0	11	45/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801316	CORDOALHA AC 9,5MM 3/8P 7F 4900DAN	KG	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/01/2026	20	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/02/2026	20	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/03/2026	20	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/04/2026	20	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/05/2026	20	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/06/2026	20	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/07/2026	30	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/08/2026	30	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/09/2026	30	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/10/2026	30	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801341	CABO ELETR 0,6/1KV CU PVC 16MM2 BT	M	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/01/2026	16	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/02/2026	16	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/03/2026	16	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/04/2026	16	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/05/2026	16	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/06/2026	16	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/07/2026	24	7	27/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/08/2026	24	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/09/2026	24	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/10/2026	24	10	40/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801346	CINTA POSTE CIRC ACO 220MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/01/2026	10	1	jan/26		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/02/2026	10	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/03/2026	10	3	out/26		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/04/2026	10	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/05/2026	10	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/06/2026	10	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/07/2026	15	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/08/2026	15	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/09/2026	15	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/10/2026	15	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801347	PARAFUSO CAB QD MAQ AC 5/8X8P	UN	01/12/2026	0	12	49/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/01/2026	303	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/02/2026	303	2	jun/26		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/03/2026	303	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/04/2026	303	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/05/2026	303	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/06/2026	303	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/07/2026	455	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/08/2026	455	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/09/2026	455	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/10/2026	455	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801352	ELO FUSIVEL BOTAO DISTRIB K 10A 500MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/01/2026	200	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/02/2026	200	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/03/2026	200	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/04/2026	200	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/05/2026	200	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/06/2026	200	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/07/2026	300	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/08/2026	300	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/09/2026	300	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/10/2026	300	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801373	CONECTOR PARAL AL 10AWG-1/0AWG	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/01/2026	505	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/02/2026	505	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/03/2026	505	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/04/2026	505	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/05/2026	505	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/06/2026	505	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/07/2026	758	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/08/2026	758	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/09/2026	758	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/10/2026	758	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801375	ELO FUSIVEL BOTAO DISTRIB H 5A 500MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/01/2026	10	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/02/2026	10	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/03/2026	10	3	out/26		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/04/2026	10	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/05/2026	10	5	18/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/06/2026	10	6	23/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/07/2026	15	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/08/2026	15	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/09/2026	15	9	36/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/10/2026	15	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801379	SELA CRUZETA POSTE AC 115MM 18MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/01/2026	4	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/02/2026	4	2	jun/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/03/2026	4	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/04/2026	4	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/05/2026	4	5	18/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/06/2026	4	6	23/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/07/2026	6	7	27/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/08/2026	6	8	31/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/09/2026	6	9	36/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/10/2026	6	10	40/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/11/2026	0	11	45/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801386	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	01/12/2026	0	12	49/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/01/2026	65	1	jan/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/02/2026	65	2	jun/26		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/03/2026	65	3	out/26		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/04/2026	65	4	14/2026		
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/05/2026	65	5	18/2026		-
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25	CUSTEIO	CUSTEIO	DTM	801391	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	01/06/2026	65	6	23/2026		
