CÓDIGO	DESCRIÇÃO	UDM	VALOR UNITÁRIO	"LEAD 
TIME"
804565	CRUZETA POL FBV/RES 2400X112,5X90MM DAT	UN	162,5	60
401753	ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2	UN	14,46	60
800256	BRACO SUPORTE TIPO C 580X365MM 851/6	UN	161,68	60
801398	SUPORTE TRANSF POSTE DUP T AC 230X125MM	UN	161,67	60
403693	CABO CONCENTRICO CU 3X35+35MM	UN	160,05	60
803908	MOITAO TRIPLO PLAST C/CORDA 5/8P 750KG	UN	158	60
800928	SUPORTE TRANSF POSTE CIRC AC 255MM	UN	157,68	60
400827	ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM	UN	5,55	60
802246	CONECTOR PERF 50-185MM2 15KV COM ESTRIBO	UN	157,44	90
402106	BRACO L A1010/1020 3/8P16P	UN	89,97	60
401709	SUPORTE TRANSF POSTE CIRC AC 290MM	UN	156,03	60
804894	CABO ELET CU 185MM2 90°XLPE 0,6/1KV	UN	156	60
800727	SUPORTE TRANSF POSTE CIRC AC 280MM	UN	154,81	60
800192	AFASTADOR REDE SEC AC 700MM 500MM	UN	154,43	60
804102	TINTA RDV CINZA N 6,5 DUPLA FUNÇAO 3.6L	UN	151,36	60
804743	BANQUETA ISOLANTE 120DAN 40KV	UN	150,41	60
805491	BATERIA RADIO PORTATIL IP-57/67	UN	150	60
805268	CONECTOR TIPO T P/ CABO 266 MCM PARTRIDG	UN	150	90
804469	ESTICADOR BRACO CABO 2 A 1/0	UN	150	60
805529	HELICE DJI MAVIC 3 ENTERPRISE	UN	150	60
410034	SENSOR HALL C/ CABOS(BMS)	UN	150	60
801305	EMENDA PREF COND AL 300MCM 336,4MCM	UN	149,63	60
401040	CONECTOR TERMINAL CU FUND 10-300MM2	UN	149,58	90
801018	RESISTENCIA AQUEC 150W 220V	M	145,5	60
801128	GRAMPO ANCOR CABO 477MCM 8000KGF	UN	145,38	60
805445	CORDAO OPTICO SM 9/125 SC-PC/SC-PC 20M	UN	144,44	60
402017	SUPORTE TRANSF POSTE DUP T AC 210X125MM	UN	142,03	60
800398	GRAMPO ANCOR PAS AL 874,5~954MCM	-	141,24	60
402609	MEDIDOR ELETR POLIF MULT PROGR 120V 2,5A	UN	139,36	90
110487	BOLSA FERRAM LONA VD 500X200X380MM	0	135,83	60
800901	CRUZETA POL PE/FBN 90X112,5X1200MM	UN	135	60
805507	CORRENTE TOYAMA TC37558-68OR 1,5MM 34D	UN	130	60
804656	CHAVE GRIFO 12POL CHAVE GRIFO 12POL	UN	129,39	60
805404	LUVA EMENDA COMPRESSAO CABO DE AL 120MM2	UN	127,95	60
405473	CABO ELET CU 185MM2 90°XLPE 0,6/1KV	UN	127,89	60
403353	CABO ELET CU 150MM2 90°XLPE 0,6/1KV	M	126	60
401485	BRACO SUPORTE TIPO C 580X365MM 851/6	UN	161,68	60
801256	PERFIL U AC 76X900MM REDE COMPACTA	UN	125,56	60
408951	MOSTRADOR REMOTO RF MED STAR MEASURE	UN	123,94	60
803080	TINTA ESM SINTE AMARELO SEC RAP 3,6L	UN	123,92	60
403686	BARRA P/2 CAIXAS	UN	123	60
402592	MED EL 3E 4F 120V 120A GD B	UN	122	90
400973	PARA-RAIO DISTR POL 12KV 10KV	UN	120,79	60
802160	TINTA ESM SINT PT ACAB FOS AUT 3,6L	UN	120,7	60
805260	GRAMPO DE SUSPENSÃO PARA CABO 954 MCM MA	UN	120	60
805266	GRAMPO DE SUSPENSÃO PARA CABO 954 MCM MA	UN	120	60
804259	FITA ROTULADORA 12MM	UN	119,43	60
401213	SUPORTE TRANSF POSTE CIRC AC 255MM	UN	119,23	60
120366	CAPUZ DE SEGURANCA TIPO BALACLAVA	0	118,55	60
805443	CORDAO OPTICO SM 9/125 SC-PC/SC-PC 10M#	UN	116,73	60
803456	TERMINAL ELET 507MM2  COMP DUPLA	UN	116,5	90
803813	ALICATE DESENCAPADOR DE FIO	UN	116,4	60
802837	FAROLETE MAO CAPIVARA 12V CABO 5M	UN	116	60
403931	BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV	UN	113,53	60
802303	BRAÇO SUPORTE TIPO L HORIZONTAL  15 KV	UN	113,53	60
805437	CORDAO OPTICO SM 9/125 LC-UPC/LC-UPC 10M	UN	110,25	60
400019	SUPORTE HORIZONTAL	UN	110	60
803744	CABECOTE MANOBRA CHAVES TRABALHO  ALTURA	UN	108,78	60
800959	PORTA-FUSIVEL 15KV 100A	UN	108	90
803245	CINTA POSTE DUPLO T ACO 230X125MM	UN	107,44	60
400908	MAO FRANCESA BECO AC 1970MM 45X45X45MM	UN	105,87	60
400011	SUPORTE TRANSF POSTE DUP T AC 210X115MM	UN	104,63	60
400030	SUPORTE AUXILIAR P/BRACO TIPO C	UN	104,41	60
803535	PARAFUSO OLHAL Æ 19X350MM PORCAS ARRUELA	UN	103,6	60
403875	PORTA-FUSIVEL 15KV 100A	UN	101,25	90
800705	ISOLADOR DISCO 152X140MM 60KV 4500KGF	UN	100,25	80
800434	CANTONEIRA C AC ABA IG 65X900MM 600DAN	UN	100	60
111352	CORRENTE FINA 3/8 STIHL MS210/250 PICCO	UN	100	60
400937	MED EL 2E 3F 120V 120A GD B	CJ	100	90
409791	ROLO DE PAPEL TERMICO PARA IMPRESSORA	UN	100	60
805526	VARETA SOLDA PARA 15% 1/16 1,60MM 46 CM	PEÇ	100	60
402081	CABO ELET CU 120MM2 90°XLPE 0,6/1KV	UN	98,69	60
800741	CABO ELET CU 120MM2 90°XLPE 0,6/1KV	UN	98,69	60
805191	VEDACAO EPDM 70 SHORE DISJ EDFSK1	UN	98,59	60
801314	EMENDA PREF COND AL 4/0AWG PT	UN	98	60
400252	TRAFO DE CORRENTE 0,6KV 600-5A 0,3C	UN	97,65	60
803816	BALDE DE LONA PARA IÇAR FERRAMENTAS	UN	96,64	60
110182	CARREGADOR DE PILHA BIVOLT	0	95,35	60
801376	SUPORTE TRANSF POSTE MAD AC 15-75KV	UN	94,71	60
802232	ALICATE UNIVERSAL 160MM C/ ISOLAMENTO	UN	93	60
404009	CABO AL CONCENTRICO 1F 1x16+16MM2	UN	5,13	90
402816	MED IN 3E 4F 120 240V 10A TB GD C	UN	1538,99	90
802247	LUVA EMENDA CABO ALUM 35MM COMP 90 MM	UN	91,6	60
804596	BATERIA SELADA 12V	UN	90	60
805230	CHAVE LOCAL REMOTO	M2	90	60
111596	CORRENTE FINA 3/8 STIHL MS-170/180 22DT	0	90	60
408291	CABO AL CONCENTRICO 2F 2X25+25MM2	PEÇ	15,28	90
800417	ARMACAO SEC PRESB 4EST 4,5MM ACO	UN	88,79	60
400594	CABO DE AÇO REVESTIDOS DE COBRE 35MM²	UN	87,75	60
803907	CABO DE AÇO REVESTIDOS DE COBRE 35MM²	UN	87,75	60
402875	SUPORTE TIPO T PARA CHAVE/PARA-RAIO	KG	86,75	60
801593	SUPORTE TIPO T PARA CHAVE/PARA-RAIO	KG	86,75	60
403656	CABO AL CONCENTRICO 3F 3X25+25MM2	UN	25,41	90
803344	CONECTOR PERFUR 50-185MM MED TENSAO 15KV	UN	86,62	90
801223	CONECTOR PARAL AL RETA 954MCM	M	86	90
400588	EMENDA PREF COND AL 4/0AWG AM 1295MM	UN	85,6	60
800337	EMENDA PREF COND AL 4/0AWG AM 1295MM	UN	85,6	60
401505	FIO ELETRICO NU CU 16MM2 MEIO DURO	UN	85	60
407815	SIRENE COM AUDIO E VOZ 12V 1,5A 115dB	UN	85	60
805444	CORDAO OPTICO SM 9/125 SC-PC/SC-PC 04M	UN	82,39	60
800869	FIO ELETRICO CU NU 16MM2 MEIO DURO	UN	81,7	60
800522	MAO FRANCESA BECO AC 1970MM 45X45X45MM	UN	81,22	60
401372	TERMINAL PRESSAO CU 120MM2 C/SAPATA	UN	80,8	90
805232	CHAVE GRIFO 14POL	UN	80	60
804016	CONJUNTO DE ASSISTENTES PARA SOLDAGEM 6P	UN	80	60
804670	FUSIVEL HH 1A 358C 52L MM	UN	80	60
111453	LIMA P/MOTOSERRA FINA 8X3/16P S/CABO	0	80	60
110960	LIMA P/MOTOSERRA GROSSA 8X7/32P S/CABO	UN	80	60
805531	MASCARA FACIAL PARA PINTURA C/ FILTRO	UN	80	60
800036	HASTE ATERRAMENTO PADRAO A 16X2400MM	UN	78,62	60
804002	CHAVE AJUSTAVEL AMERICANA DE 10	UN	77,56	60
803993	ALICATE REBITADOR PROFISSIONAL	UN	77,5	60
805264	CONECTOR PARALELO PARA CABO 795 MCM TERN	UN	76	90
409259	TERMINAL A COMP OLHAL BIMETALICO 185MM2	UN	74,8	45
402423	MED IN 3E 4F 67 120 240V 10A ACL D	UN	4592,96	90
403807	TERMINAL PRESSAO CU 95MM2 C/SAPATA	UN	74,2	90
803810	ALICATE DE CORTE DIAGONAL 6	UN	73,47	60
403579	CABO AL CONCENTRICO 3F 3X35+35MM2	PEÇ	36,49	90
800473	BRACO L A1010/1020 3/8P16P	UN	71,72	60
800836	CONECTOR T AL 954 MCM	UN	71,28	90
404234	MODULO DE COMUNICACAO REMOTA	UN	1493,7	60
404740	CONECTOR PERF 15KV 35-70 / 35-70MM2	UN	70,81	90
805530	CAIXA DE SOM PARA PC USB	M	70	60
801720	DISPOSITIVO ANTI-QUEDA CARTUCHO	UN	70	60
805245	ESCOVA CIRCULAR TRANCADA EM ACO EN1083-2	UN	70	60
805254	JOGO SACA PINO PARALELO	UN	70	60
804437	SUGADOR DE SOLDA COM PROTECAO DE BICO	UN	69,75	60
400359	ALCA PREFORM ESTAI 3/8P 9,5MM 889MM	UN	25,74	60
404183	PARAFUSO AUTO BROCANTE 14 X 1" CHAV. 3/8	UN	0,55	60
407057	TRILHO ORGANIZADOR CABOS/SERVIDOR	UN	69	60
404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	68,87	90
804337	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	68,87	90
804118	LUVA DE EMENDA CABO ISOLADO 500MM²	UN	68,34	60
402221	ARMACAO SEC PRESB 4EST 4,5MM ACO	UN	67,99	60
803142	TERCADO COM CABO DE MADEIRA 28 (70CM)	UN	67,31	60
402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	67,06	90
402299	CONECTOR PERF AL 70-150MM2 / 1,5-35MM2	UN	67,06	90
404054	CINTA POSTE CIRC ACO 380MM	UN	66,1	60
804487	CONECTOR PARALELO 266,8 PARTRIDGE	UN	66	90
400972	PARAFUSO OLH AC 5/8P 800MM	UN	65,8	60
800965	PARAFUSO OLH AC 5/8P 800MM	UN	65,8	60
403666	CINTA POSTE CIRC ACO 365MM	UN	65,78	60
802992	CINTA POSTE CIRC ACO 365MM	UN	65,78	60
800839	GRAMPO ANCOR PAS AL 4/0AWG~636MCM	-	65,7	60
402105	CONECTOR AUTO PERF DU 70-240 / 70-240MM2	UN	65	90
800872	CONECTOR AUTO PERF DU 70-240 / 70-240MM2	UN	65	90
801240	CONECTOR PERF AL 25-185MM2 / 1,5-35MM2	UN	64,6	90
403852	CABO AL CONCENTRICO 3F 3X70+70MM2	UN	64,4	90
407094	SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC	UN	63,36	60
803083	DISSOLVENTE THINNER 5L	UN	63	60
803151	SUPORTE AUXILIAR P/BRACO TIPO C	UN	62,91	60
400078	TRAFO CRTE 15KV; 300-5A; 0,3C12,5 BARRA	UN	62,15	60
800105	MANILHA AC 16MM 80MM 22MM 13500DAN	JG	61,76	90
801664	ARMACAO SEC PRESB 3EST 4,5MM ACO	UN	61	60
402251	EMENDA PREF COND AL 300MCM 336,4MCM	UN	60,99	60
402824	MED EL 1E 2F 120V 100A GD B	UN	60	90
402275	CABO ELET BT 1X95MM2 0,6/1KV COBRE XLPE	M	59,8	60
804660	ADAPTADOR SOQUETE 1/4""1/2""1/8"" 50MM	UN	58,38	60
401803	CINTA POSTE CIRC ACO 340MM	UN	58,18	60
800260	CINTA POSTE CIRC ACO 340MM	UN	58,18	60
403574	CABO AL CONCENTRICO 3F 3X95+95MM2	UN	57,96	90
404508	FERRO SOLDA  220 V PONTA TRATADA 60W	M	57,8	60
804556	JOGO CHAVES  ALLEN TIPO CANIVETE 09 PCS	UN	57,64	60
800341	GRAMPO ANCOR CUNHA AL 185MM2 400DAN	UN	57,6	60
800360	GRAMPO ANCOR CUNHA AL 50MM2 400DAN	KG	57,6	60
400889	HASTE ANCORA AC 2400MM 16MM	KG	57,38	60
401575	CONECTOR PERF 15KV 50-185MM2 / 50-185MM2	UN	57,22	90
400733	CABO ELET BT 70MM2 CU PVC PT 0,6/1KV	UN	56,98	60
800426	CABO ELET BT 70MM2 CU PVC PT 0,6/1KV	UN	56,98	60
400487	CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV	UN	56,94	60
110384	ALICATE UNIV 8P ACR FORJ	UN	55,48	60
110101	BALDE LONA IMPERM N10 30KG	0	55,29	60
409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	M	55	60
401562	CONECTOR GRAM LV CU 6AWG-4/0(DESATIVADO)	UN	54,86	90
802238	CABO  MULT 3X120+1X120MM² XLPE 0,6/1 KV	UN	54,8	60
802141	FITA ISOL ELET 19MMX20M 0,19MM AZ	PEÇ	54	60
802158	FITA ISOL ELET 19MMX20M 0,19MM BR	PEÇ	54	60
802138	FITA ISOL ELET 19MMX20M 0,19MM VM	PEÇ	54	60
404072	CANTONEIRA C AC ABA IG 65X900MM 600DAN	UN	53,53	60
800304	CONECTOR T AL 477MCM	UN	53,42	90
800263	CINTA POSTE CIRC ACO 320MM	UN	52,7	60
402202	CINTA POSTE CIRC ACO 250MM	UN	52,6	60
800431	CINTA POSTE CIRC ACO 250MM	UN	52,6	60
400446	CINTA POSTE CIRC ACO 300MM	UN	52,15	60
803814	ALICATE UNIVERSAL 8	UN	51,38	60
804548	JOGO CHAVE FENDA 7P 1/8X3 A 5/16X6	UN	51,25	60
400344	CINTA POSTE ACO 290MM	UN	51	60
801202	CINTA POSTE ACO 290MM	UN	51	60
409696	CABO MULT 3X120+1X95MM² XLPE 0,6/1 KV	M	50,7	60
401608	PARA-RAIO DISTRIB POL 280V 10KA ISOL	UN	50,42	60
404745	CHAVE FIM DE  CURSO METALTEX FM 1307	UN	50,16	60
805520	CONECTOR TERMINAL RETO	UN	50	90
805518	CONECTOR TERMINAL RETO LIGAÇAO	UN	50	90
804470	ESTICADOR BRAZO CABO 2/0 A 336,4	M	50	60
800671	SUPORTE TRANSF POSTE CIRC AC 220MM	KG	49,34	60
805458	SILICA-GEL DESSEC 4 A 8MM AZUL	UN	48,87	60
402152	CABO ELET CU 95MM2 90°XLPE 0,6/1KV	M	72,33	30
800269	CONECTOR EMENDA RETA 477MCM	UN	48,12	90
120226	FITA SINAL LJ 30M ATENC AFASTE-SE PERIGO	0	48	60
402318	CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV	UN	47,31	60
800058	CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV	UN	47,31	60
400512	CONECTOR DER CUNHA AL 1/0AWG 336,4MCM	UN	47,16	90
403954	CABO AL CONCENTRICO 3F 3X50+50MM2	UN	47	90
801210	CINTA POSTE CIRC ACO 300MM	UN	46,81	60
800436	CINTA POSTE CIRC ACO 240MM	UN	46,35	60
400851	EMENDA PREF COND AL 2/0 AWG 1016MM	UN	46,28	60
803367	EMENDA PREF COND AL 2/0 AWG 1016MM	UN	46,28	60
409258	TERMINAL A COMP OLHAL BIMETALICO 150MM2	UN	46,1	45
801077	CINTA POSTE CIRC ACO 270MM	UN	46,09	60
803920	COLA INSTANT P/ BORRACHA NITRÍLICA 100 G	UN	45,79	60
800511	SUPORTE HORIZONTAL	UN	45,54	60
401116	ISOLADOR ANCOR POLIM 15KV 5000DAN	KG	45	80
800515	ISOLADOR ANCOR POLIM 15KV 5000DAN	KG	45	80
800503	GRAMPO SUSPENSAO AL MONOARTIC CAA 477MCM	TON	44,6	60
402712	CINTA POSTE CIRC ACO 265MM	UN	44,08	60
803378	CINTA POSTE CIRC ACO 265MM	UN	44,08	60
801267	SUPORTE TRANSF POSTE CIRC AC 240MM	UN	43,93	60
800982	PARAFUSO OLHAL AC 5/8P 20P	UN	43,22	60
402955	CINTA POSTE CIRC ACO 210MM	UN	42,9	60
400855	EMENDA PREF COND AL 1/0 AWG 965MM	UN	42,55	60
803368	EMENDA PREF COND AL 1/0 AWG 965MM	UN	42,55	60
110029	MALETA FERRAM AC 5GAV RODA 605X200X390MM	0	42,04	60
803593	DPS CLASSE II VCL SLIM - 15KA - 275V	UN	42	60
402026	CINTA POSTE CIRC ACO 230MM	UN	41,46	60
400496	CINTA POSTE CIRC ACO 240MM	UN	40,83	60
409257	TERMINAL A COMP OLHAL BIMETALICO 120MM2	UN	40,65	90
805219	CHAVE CANHAO SEXTAVADA T, 210X19MM	UN	40	60
800345	GANCHO OLHAL AC 17MM 7000KGF	UN	39,15	60
803339	CINTA POSTE CIRC ACO 210MM	UN	38,75	60
803968	TINTA ESMALTE SINTÉTICO 900 ML PRETO N 1	UN	38,46	60
800369	CINTA POSTE CIRC ACO 200MM	UN	38,4	60
800557	CONECTOR DER CUNHA ESTRIBO 336,4 MCM	UN	37,8	90
402185	CONECTOR DER CUNHA ESTRIBO 336,4 MCM	UN	37,68	90
803444	ESPUMA EXPANSIVA 500 ML POLIURETANO PU	PEÇ	37,61	60
401763	PARAFUSO OLH AC 5/8P 650MM	UN	37,61	60
800528	PARAFUSO OLH AC 5/8P 650MM	UN	37,61	60
400708	CABO ELETR 15KV AL PROT XLPE 50MM2 1F MT	M	7,6	60
401264	PINO ISOLADOR AC 25X294X19MM	UN	36,17	60
801232	CONECTOR CUNHA AM AL 336,4MCM 336,4MCM	UN	36,08	90
402331	BRACO C/GRAMPO SUSPE SECU 500DAN	UN	36	60
400474	CABO  MULT 3X70+1X70 MM² XLPE 0,6/1 KV	UN	36	60
805342	CABO ELET CU 35MM2 PR FLEXIVEL 750V	M	36	60
805343	CABO ELET CU 35MM2 VD FLEXIVEL 750V	M	36	60
805341	CABO ELET CU 35MM2 VERM FLEXIVEL 750V	UN	36	60
800676	CABO  MULT 3X95+1X70MM² XLPE 0,6/1 KV	UN	35,88	60
400193	PARAFUSO OLHAL AC 5/8P 20P	UN	35,7	60
801044	CINTA POSTE CIRC ACO 190MM	UN	35,42	60
805262	CABO CONDUTOR 266 MCM PARTRIDGE	UN	35	60
401576	CINTA POSTE CIRC ACO 220MM	UN	35	60
800371	CINTA POSTE CIRC ACO 150MM	UN	34,42	60
400828	CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM	UN	34,33	90
804663	CABO AL CONCENTRICO 3F 3X50+50MM2	UN	34,25	90
803148	CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG	UN	34,22	90
402714	CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG	UN	34,13	90
401892	CINTA POSTE CIRC ACO 200MM	UN	33,33	60
801615	CABECOTE MANOBRA C/ENCAIXE UNIV ME-U	UN	33	60
801237	CINTA POSTE CIRC ACO 140MM	UN	32,99	60
803076	DESENGRAXANTE LIQUI CONCENTRADO 5L	UN	32,82	60
400478	CINTA POSTE CIRC ACO 190MM	UN	32,44	60
804459	ALICATE UNIVERSAL 8"" ISOLADO P/ 600V	UN	32,37	60
801313	PINO ISOLADOR AC 25X294X19MM	UN	32,06	60
804642	CABO AL CONCENTRICO 3F 3X35+35MM2	PEÇ	32,02	90
410176	CAIXA DE PROTEÇÃO DA BUCHA 600X209X160	UN	3,5	60
401471	CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU	UN	31,94	90
801125	CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU	UN	31,94	90
402587	FITA ISOL EPR 0,76X19MM 10M PT	PEÇ	31,2	60
800344	FITA ISOL EPR 0,76X19MM 10M PT	PEÇ	31,2	60
403371	DISJUNTOR 3P 127/220V 400VCA 40A	UN	30,81	60
401857	CHAVE FUSIVEL DIST 15KV 100A/10KA PORC	UN	380	60
800327	CORDOALHA AC 6,3MM 1/4P 7F	UN	30,79	60
803637	BROCA 12MM PARA FERRO	UN	30,72	60
403770	PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT	UN	30,7	60
400790	CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2	UN	18,86	90
801164	PINO ISOLADOR POLIMERICO AC 15KV 200MM	UN	30,54	60
801206	GANCHO SUSP OLHAL AC 18MM 11000KGF	UN	30,19	60
401886	CABO AL NU C/ALMA ACO CAA-2AWG SPAROW	UN	30	60
805346	CABO ELETR CU 25MM2 PR FLEXIVEL 750V	M	30	60
805532	CARTUCHO QUIM 6003 VAPORES ORG E GASES A	UN	30	60
805244	ESCOVA DE ACO CIRCULAR P/ ESMERILHADEIRA	UN	30	60
401403	CINTA POSTE CIRC ACO 160MM	UN	29,98	60
400164	MANILHA SAPATILHA 6800KGF	UN	29,97	90
400506	CONECTOR DER CU 13-34MM2	UN	7,91	90
803452	ESPACADOR LOSANG CLASSE 15KV C/ GARRAS	UN	29,92	60
402448	PARAFUSO OLH AC 5/8P 24P	UN	29,89	60
801225	PARAFUSO OLH AC 5/8P 24P	UN	29,89	60
801098	ESTRIBO C/CONEC CUNHA 120-185MM2	UN	29,8	90
803659	CORDOALHA AC 7,94MM 5/16P 7F (EHS)	UN	29,69	60
800266	CINTA POSTE CIRC ACO 230MM	UN	29,44	60
402397	CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY	M	29	60
801079	CABO ELET NU CA 1/0AWG 53,5 MM2 POPPY	M	29	60
800059	CABO ELET NU CA 336,4MCM 170MM2 TULIP	M	29	60
803176	PARAFUSO AUTO BROCANTE 14 X 1" CHAV. 3/8	UN	0,55	60
400460	CABO ELET NU CA AL 2/0AWG 67,40MM2 ASTER	M	29	60
400434	CABO ELET NU CA AL 2AWG 33,54MM2 IRIS	M	29	60
800031	CABO ELET NU CA AL 2AWG 33,54MM2 IRIS	M	29	60
400603	CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP	M	29	60
800682	CABO NU CA AL 4/0 AWG 7X4,417MM OXLIP	M	29	60
801049	CINTA POSTE CIRC ACO 125MM	UN	28,95	60
401856	CONECTOR PARAL AL 1/0-4/0AWG ET-ELB	M	28,67	90
800889	CONECTOR PARAL AL 4/0AWG 1/0AWG	M	28,67	90
400951	PARAFUSO MAQ CAB QD AC 5/8X24P	UN	28,61	60
800536	PARAFUSO MAQ CAB QD AC 5/8X24P	UN	28,61	60
801346	CINTA POSTE CIRC ACO 220MM	UN	28,16	60
802130	BATERIA MED. 1/2AA 3,6V 1,2AH S/T	UN	28	60
401935	PINO ISOLADOR POLIMERICO AC 15KV 145MM	UN	26,58	60
805345	CABO ELET CU 25MM2 AZUL FLEXIVEL 750V	UN	28	60
805344	CABO ELET CU 25MM2 VERM FLEXIVEL 750V	M	28	60
410030	CABO ELET CU VD 25MM FLEX 750V	M	28	60
401692	PARAFUSO OLH AC 16MM 5/8P 475MM	UN	27,97	60
800530	PARAFUSO OLH AC 16MM 5/8P 475MM	UN	27,97	60
400473	CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV	UN	27,82	60
803324	CONECTOR ATERR 35 A 95MM2	UN	27,8	90
801066	PINO ISOLADOR POLIMERICO AC 15KV 145MM	UN	26,58	60
401451	CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG	UN	27,58	90
800874	GRAMPO ANCOR CUNHA AL 170MM2 400DAN	UN	27,15	60
401711	ISOLADOR PINO PORC 15KV 102MM 1350KGF	UN	27	80
407125	TERMINAL COMP OLHAL BIMETÁLICO 70MM2	UN	26,95	90
804645	ELETRODO ALUMÍNIO 6013 2,5MM	UN	26,62	60
408159	POSTE CONC ARM DUPL T 12M 300KGF	UN	2068,39	45
402533	POSTE CONC DUPL T 11/1000	UN	3565,86	45
800145	CABO ELÉTRICO CU 35MM AZUL FLEXIVEL 750V	M	26,5	60
401783	ARMACAO SEC PRESB 2EST 4,5MM ACO	UN	26,35	60
800423	ARMACAO SEC PRESB 2EST 4,5MM ACO	UN	26,35	60
802203	FITA ISOL ELET 19MMX20M 0,19MM VD	PEÇ	26,23	60
401552	CONECTOR CUNHA CA 336 MCM CA 4/0 AWG	UN	26,22	90
801311	CONECTOR DER CUNHA AM AL 4/0AWG 336,4MCM	UN	26,06	90
401834	CONECTOR PARAL AL 10AWG-1/0AWG	M	10,37	90
800100	ISOLADOR PINO PORC 15KV 102MM 1350KGF	UN	25,5	80
401566	CONECTOR PARAL AL 4/0AWG 1/0AWG	M	18,69	90
407128	TERMINAL COMP OLHAL BIMETÁLICO 95MM2	UN	25,35	90
404071	CONECTOR PERF 50-185MM2 15KV COM ESTRIBO	UN	157,44	90
804421	ISOLADOR PINO, POLIMERICO COM TRAVAS	UN	25,24	80
400534	CONECTOR CU PARAF FEND CAB ATERR 10-95MM	UN	25,03	90
801011	CONECTOR CU PARAF FEND CAB ATERR 10-95MM	UN	25,03	90
805388	BAT. RECARREGAVEL 18650 3.7v 2200MAH	UN	25	60
400730	CABO ELET 15KV AL PROT XLPE 185MM2 1F MT	M	25	60
805401	CABO ELET BT 2X10MM2 0,6/1kV	M	25	60
805492	CHICOTE DE 2 VIAS FIO 4MM	PEÇ	25	60
110841	ELETRODO 6013 OK SERRAL 3,5MM	0	25	60
803643	FLUXO PARA SOLDA DE PRATA 250G	UN	25	60
801081	MANILHA SAPATILHA 6800KGF	UN	24,99	90
401888	CONECTOR DER CUNHA ESTRIBO 4/0AWG	UN	24,58	90
800876	CONECTOR DER CUNHA ESTRIBO 4/0AWG	UN	24,58	90
800052	CABO NU AL CAA 4/0 AWG 107MM2 PEGUIN	M	24,5	60
804026	LANTERNA DE LED COM BASE MAGNÉTICA	PEÇ	24,3	60
401559	CINTA POSTE CIRC ACO 140MM	UN	24,03	60
803921	CORDÃO BORRACHA NITRILICA 12,7MM COM ABA	UN	24	60
801061	CONECTOR CUNHA CA 336 MCM CA 4/0 AWG	UN	23,96	90
802166	LUBRIFICANTE ANTICORROSIVO SPRAY 300ML	UN	23,8	60
407127	TERMINAL COMP OLHAL BIMETÁLICO 50MM2	UN	23,75	90
404157	PLACA PVC 1MM  DIMENSÃO 250MMX180MM	UN	23,5	60
400655	GRAMPO ANCOR CUNHA AL 185MM2 400DAN	UN	23	60
804639	CABO AL CONCENTRICO 3F 3X25+25MM2	UN	22,88	90
400665	GRAMPO ANCOR CUNHA AL 50MM2 400DAN	KG	22,86	60
408995	GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2	UN	22,86	60
804422	GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2	UN	22,86	60
800779	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	22,74	60
800448	CONECTOR DER CUNHA ESTR AL 336,4MCM 2AWG	UN	22,48	90
402374	GRAMPO ANCOR CUNHA AL 35MM2 400DAN	UN	22,48	60
401017	SUPORTE Z AC REDE COMPACTA 400 DAN	UN	22,44	60
400910	ISOLADOR DISCO 152X140MM 60KV 4500KGF	UN	22,4	80
405537	CONECTOR PERF PRINC 16-120 DER 4-36 2AMP	UN	48,78	90
800392	FIXADOR PERFIL U AC 150DAN 300DAN	UN	22,36	60
800963	PARAFUSO CAB QD MAQ AC 5/8X20P	UN	22,15	60
401239	PARAFUSO CAB QD AC 16MM 450MM	UN	22,05	60
800922	PARAFUSO CAB QD AC 16MM 450MM	UN	22,05	60
800822	CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG	UN	22,04	90
404732	CONECTOR PERFUR 50-185MM MED TENSAO 15KV	UN	86,62	90
