Tipo de depósito	Posição no depósito	Produto	Descrição breve do produto	UM básica	Qtd.disponível UMB	Tipo de estoque	Denominação do tipo de estoque	Preço do material	Valor total
GA02	2G-04-08C	407127	TERMINAL COMP OLHAL BIMETÁLICO 50MM2	UN	7300	L2	Utilização livre depósito INVT	25,31	184763
GA02	2G-04-08D	407127	TERMINAL COMP OLHAL BIMETÁLICO 50MM2	UN	16000	L2	Utilização livre depósito INVT	25,31	404960
GA02	2G-04-08E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1800	L2	Utilização livre depósito INVT	71,29	128322
GA02	2G-04-09A	400111	ISOLADOR CAST PORC 13,8KV 90MM 3400DAN	UN	453	L2	Utilização livre depósito INVT	3,49	1580,97
GA02	2G-04-09A	401323	TERMINAL PINO TUBULAR 120MM2	UN	1086	L2	Utilização livre depósito INVT	11,65	12651,9
GA02	2G-04-09A	405482	TERMINAL COMPRESSAO OLHAL ESTANHAD 95MM2	UN	929	L2	Utilização livre depósito INVT	11,74	10906,46
GA02	2G-04-09A	405493	TERMINAL TUBULAR CU ESTANHADO 70MM3	UN	2208	L2	Utilização livre depósito INVT	6,39	14109,12
GA02	2G-04-09A	409257	TERMINAL A COMP OLHAL BIMETALICO 120MM2	UN	172	L2	Utilização livre depósito INVT	46,79	8047,88
GA02	2G-04-09B	400507	CONECTOR PARAL AL 10-2/0AWG (6-70MM2)	UN	647	L2	Utilização livre depósito INVT	6,97	4509,59
GA02	2G-04-09B	402587	FITA ISOL EPR 0,76X19MM 10M PT	UN	222	L2	Utilização livre depósito INVT	29,33	6511,26
GA02	2G-04-09B	403121	FITA ISOLANTE ELET PVC 19X0,19MM 20M PT	UN	13	L2	Utilização livre depósito INVT	6,94	90,22
GA02	2G-04-09B	403559	CONECTOR TIPO CUNHA  35MM  1/0 AWG	UN	156	L2	Utilização livre depósito INVT	10,85	1692,6
GA02	2G-04-09B	403710	CONECTOR DER CUNHA 336MCM 2/0AWG	UN	85	L2	Utilização livre depósito INVT	8,74	742,9
GA02	2G-04-09B	404222	TERMINAL PRE ISOL PIN TUB  6MM-10AWG AM	UN	1100	L2	Utilização livre depósito INVT	0,73	803
GA02	2G-04-09B	405537	CONECTOR PERF PRINC 16-120 DER 4-36 2AMP	UN	2	L2	Utilização livre depósito INVT	12,2	24,4
GA02	2G-04-09B	405984	CONECTOR PARAFUSO FENDIDO 50MM	UN	18	L2	Utilização livre depósito INVT	0,01	0,18
GA02	2G-04-09D	405539	CONECTOR PERF PRINC 16-120 DER 4-36 1AMP	UN	10000	L2	Utilização livre depósito INVT	18,96	189600
GA02	2G-04-09E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1800	L2	Utilização livre depósito INVT	71,29	128322
GA02	2G-04-10A	400534	CONECTOR CU PARAF FEND CAB ATERR 10-95MM	UN	167	L2	Utilização livre depósito INVT	19,57	3268,19
GA02	2G-04-10A	400797	CONECTOR DER CUNHA AL 2/0AWG 336,4MCM	UN	15	L2	Utilização livre depósito INVT	22,44	336,6
GA02	2G-04-10A	401500	CONECTOR DER CUNHA AL 2/0AWG 4/0AWG	UN	655	L2	Utilização livre depósito INVT	11,35	7434,25
GA02	2G-04-10A	402085	CONECTOR DER CUNHA  2/0 1/0 2/0AWG	UN	85	L2	Utilização livre depósito INVT	6,45	548,25
GA02	2G-04-10A	402230	CONECTOR DER CUNHA AL 1/0AWG 4/0AWG	UN	90	L2	Utilização livre depósito INVT	10,87	978,3
GA02	2G-04-10A	402365	CONECTOR DER AL 1/0-4/0AWG 1/0-4/0AWG	UN	359	L2	Utilização livre depósito INVT	20	7180
GA02	2G-04-10A	402729	CONECTOR DERIV CUNHA AL 2/0AWG 4/0AWG	UN	11	L2	Utilização livre depósito INVT	11,9	130,9
GA02	2G-04-10A	403696	CONECTOR CB-BAR 35MM2	UN	8538	L2	Utilização livre depósito INVT	9,27	79147,26
GA02	2G-04-10A	403807	TERMINAL PRESSAO CU 95MM2 C/SAPATA	UN	136	L2	Utilização livre depósito INVT	64,13	8721,68
GA02	2G-04-10A	407128	TERMINAL COMP OLHAL BIMETÁLICO 95MM2	UN	388	L2	Utilização livre depósito INVT	24,47	9494,36
GA02	2G-04-10A	800291	CONECTOR DER CUNHA AL 1/0AWG 4/0AWG	UN	6	F3	Utilização livre depósito CUST	10,96	65,76
GA02	2G-04-10B	400793	CONECTOR PERF SIMP 6-35 / 6-35MM2	UN	2260	L2	Utilização livre depósito INVT	10,89	24611,4
GA02	2G-04-10B	401773	TERMINAL TUBULAR CU ESTANHADO 10MM2	UN	70846	L2	Utilização livre depósito INVT	1,08	76513,68
GA02	2G-04-10B	404040	ABRACADEIRA PLAS UV 150X3,50MM	UN	50000	L2	Utilização livre depósito INVT	0,14	7000
GA02	2G-04-10D	407127	TERMINAL COMP OLHAL BIMETÁLICO 50MM2	UN	14400	L2	Utilização livre depósito INVT	25,31	364464
GA02	2G-04-10E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1800	L2	Utilização livre depósito INVT	71,29	128322
GA02	2G-04-11A	401050	CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2	UN	88	L2	Utilização livre depósito INVT	3,87	340,56
GA02	2G-04-11A	401285	TERMINAL TUBULAR COMPRESSAO 70MM2	UN	9600	L2	Utilização livre depósito INVT	6,15	59040
GA02	2G-04-11A	402646	ABRACADEIRA PA 250X9,0X3,00MM	UN	2453	L2	Utilização livre depósito INVT	0,46	1128,38
GA02	2G-04-11A	403961	ABRACADEIRA PA 200X2,5MM	UN	8581	L2	Utilização livre depósito INVT	0,04	343,24
GA02	2G-04-11A	404040	ABRACADEIRA PLAS UV 150X3,50MM	UN	53298	L2	Utilização livre depósito INVT	0,14	7461,72
GA02	2G-04-11A	409203	LUVA DE EMENDA TORQUIMÉTRICO 185MM2	UN	91	L2	Utilização livre depósito INVT	317	28847
GA02	2G-04-11B	400778	CONECTOR DER AL 2(7) 1(7) 2AWG	UN	779	L2	Utilização livre depósito INVT	5,26	4097,54
GA02	2G-04-11B	401451	CONECTOR CUNHA ESTRIBO 1/0 2/0 4/0 AWG	UN	622	L2	Utilização livre depósito INVT	23,65	14710,3
GA02	2G-04-11C	404733	CONECTOR CUNHA  ESTRIBO 50MM2 70MM2	UN	291	L2	Utilização livre depósito INVT	38,6	11232,6
GA02	2G-04-11D	400778	CONECTOR DER AL 2(7) 1(7) 2AWG	UN	3560	L2	Utilização livre depósito INVT	5,26	18725,6
GA02	2G-04-11E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1740	L2	Utilização livre depósito INVT	71,29	124044,6
GA02	2G-04-12A	400133	LUVA EMENDA COMPR CB MAGNOLIA 954MCM	UN	23	L2	Utilização livre depósito INVT	538,9	12394,7
GA02	2G-04-12A	400506	CONECTOR DER CU 13-34MM2	UN	31	L2	Utilização livre depósito INVT	10,57	327,67
GA02	2G-04-12A	401471	CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU	UN	385	L2	Utilização livre depósito INVT	28,58	11003,3
GA02	2G-04-12A	403558	CONECTOR TIPO CUNHA  50MM  1/0 AWG	UN	719	L2	Utilização livre depósito INVT	10,83	7786,77
GA02	2G-04-12A	405488	TERMINAL COMPRESSAO OLHAL ESTAN 10MM2 M6	UN	18483	L2	Utilização livre depósito INVT	0,94	17374,02
GA02	2G-04-12A	405489	TERMINAL COMPRESSAO OLHAL ESTAN 16MM2 M6	UN	11401	L2	Utilização livre depósito INVT	1,51	17215,51
GA02	2G-04-12A	405495	TERMINAL COMPRESSAO OLHAL ESTANHAD 35MM2	UN	525	L2	Utilização livre depósito INVT	2,99	1569,75
GA02	2G-04-12B	400531	CONECTOR DER CUNHA AL VER 2AWG	UN	616	L2	Utilização livre depósito INVT	2,63	1620,08
GA02	2G-04-12B	400809	CARTUCHO FP MET P/CUNHA VM FEST CALIB 22	UN	3753	L2	Utilização livre depósito INVT	1,63	6117,39
GA02	2G-04-12B	401449	CONECTOR CUNHA AL 4/0(2) AWG	UN	561	L2	Utilização livre depósito INVT	4,34	2434,74
GA02	2G-04-12B	401463	CONECTOR DER CUNHA AL 2/0-3/0 1/0-2AWG	UN	50	L2	Utilização livre depósito INVT	6,27	313,5
GA02	2G-04-12B	401870	CARTUCHO MET P/CUNHA AZ FEST CALIB 22	UN	11023	L2	Utilização livre depósito INVT	1,02	11243,46
GA02	2G-04-12B	401874	CARTUCHO MET P/CUNHA AM FEST CALIB 22	UN	45	L2	Utilização livre depósito INVT	1,04	46,8
GA02	2G-04-12B	401895	CONECTOR DER CUNHA AL 70MM2	UN	548	L2	Utilização livre depósito INVT	4,23	2318,04
GA02	2G-04-12B	403683	CONECTOR DER CUNHA AZ AL 336,4MCM 2/0AWG	UN	653	L2	Utilização livre depósito INVT	7,73	5047,69
GA02	2G-04-12D	400778	CONECTOR DER AL 2(7) 1(7) 2AWG	UN	4800	L2	Utilização livre depósito INVT	5,26	25248
GA02	2G-04-12E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1800	L2	Utilização livre depósito INVT	71,29	128322
GA02	2G-04-13A	400532	CONECTOR DER CUNHA AL 2AWG 1/0AWG	UN	845	L2	Utilização livre depósito INVT	2,65	2239,25
GA02	2G-04-13A	401694	TERMINAL COMPRESSAO OLHAL CU 95MM2	UN	1660	L2	Utilização livre depósito INVT	8,89	14757,4
GA02	2G-04-13A	405539	CONECTOR PERF PRINC 16-120 DER 4-36 1AMP	UN	35	L2	Utilização livre depósito INVT	18,96	663,6
GA02	2G-04-13B	402027	TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ	UN	29073	L2	Utilização livre depósito INVT	1,29	37504,17
GA02	2G-04-13B	402260	CONECTOR CUNHA CU 5/8P 25-35MM	UN	2174	L2	Utilização livre depósito INVT	4,94	10739,56
GA02	2G-04-13B	402268	CONECTOR CUNHA S/CART 25X25-0MM2 CCR III	UN	5328	L2	Utilização livre depósito INVT	0,86	4582,08
GA02	2G-04-13B	402354	CONECTOR CUNHA AT AL VM 25-50MM2	UN	1632	L2	Utilização livre depósito INVT	5,25	8568
GA02	2G-04-13D	401566	CONECTOR PARAL AL 4/0AWG 1/0AWG	UN	3058	L2	Utilização livre depósito INVT	23,93	73177,94
GA02	2G-04-13E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	1750	L2	Utilização livre depósito INVT	71,29	124757,5
GA02	2G-04-14A	401566	CONECTOR PARAL AL 4/0AWG 1/0AWG	UN	167	L2	Utilização livre depósito INVT	23,93	3996,31
GA02	2G-04-14A	403499	ABRACADEIRA PLAS 300 X 4,80MM	UN	23512	L2	Utilização livre depósito INVT	0,19	4467,28
GA02	2G-04-14A	403602	ABRACADEIRA PLAS UV 525X8,90MM TRI	UN	1413	L2	Utilização livre depósito INVT	2,1	2967,3
GA02	2G-04-14B	400758	CHAVE SECC 1P 15KV 630A 110KV 25KA	UN	2	L2	Utilização livre depósito INVT	399,16	798,32
GA02	2G-04-14B	403682	BUCHA LOK 01	UN	88334	L2	Utilização livre depósito INVT	0,85	75083,9
GA02	2G-04-14D	401449	CONECTOR CUNHA AL 4/0(2) AWG	UN	9900	L2	Utilização livre depósito INVT	4,34	42966
GA02	2G-04-14E	401105	LACO LATERAL DUPLO 4/0AWG	UN	1000	L2	Utilização livre depósito INVT	3,21	3210
GA02	2G-04-14E	402027	TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ	UN	256000	L2	Utilização livre depósito INVT	1,29	330240
GA02	2G-04-14E	402307	CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M	UN	875	L2	Utilização livre depósito INVT	71,29	62378,75
GA02	2G-04-15E	408172	ALCA PREFORM CABO CONC 3X95 +50	UN	623	L2	Utilização livre depósito INVT	20,21	12590,83
GA02	2G-04-16A	404071	CONECTOR PERF 50-185MM2 15KV COM ESTRIBO	UN	27	L2	Utilização livre depósito INVT	164,18	4432,86
GA02	2G-04-16A	805459	CONECTOR PERF 50-185MM2 15KV COM ESTRIBO	UN	402	F3	Utilização livre depósito CUST	165,38	66482,76
GA02	2G-04-16B	400793	CONECTOR PERF SIMP 6-35 / 6-35MM2	UN	7500	L2	Utilização livre depósito INVT	10,89	81675
GA02	2G-04-17A	404732	CONECTOR PERFUR 50-185MM MED TENSAO 15KV	UN	613	L2	Utilização livre depósito INVT	87,88	53870,44
GA02	2G-04-17A	404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	287	L2	Utilização livre depósito INVT	68,87	19765,69
GA02	2G-04-17B	404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	1600	L2	Utilização livre depósito INVT	68,87	110192
GA02	2G-04-17C	404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	1600	L2	Utilização livre depósito INVT	68,87	110192
GA02	2G-04-17D	404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	1600	L2	Utilização livre depósito INVT	68,87	110192
GA02	2G-04-18A	404740	CONECTOR PERF 15KV 35-70 / 35-70MM2	UN	440	L2	Utilização livre depósito INVT	77,04	33897,6
GA02	2G-04-18D	404741	CONECTOR PERF 15KV 35-70/6,1MM ESTRIBO	UN	1600	L2	Utilização livre depósito INVT	68,87	110192
GA02	2G-04-19B	401116	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	1000	L2	Utilização livre depósito INVT	36,24	36240
GA02	2G-04-19C	401116	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	1000	L2	Utilização livre depósito INVT	36,24	36240
GA02	2G-04-19D	401116	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	1000	L2	Utilização livre depósito INVT	36,24	36240
GA02	2G-04-20C	401116	ISOLADOR ANCOR POLIM 15KV 5000DAN	UN	740	L2	Utilização livre depósito INVT	36,24	26817,6
GA02	2G-04-20D	402672	ARAME GALV 14AWG	UN	496	L2	Utilização livre depósito INVT	23,11	11462,56
GA02	2G-05-03A	401864	GANCHO OLHAL AC 17MM 7000KGF	UN	191	L2	Utilização livre depósito INVT	3,49	666,59
GA02	2G-05-03A	402312	OLHAL PARAFUSO AC 16MM 5000DAN	UN	2584	L2	Utilização livre depósito INVT	11,26	29095,84
GA02	2G-05-03C	120052	CAPA CHUVA IMPERMEAVEL M	UN	26	F3	Utilização livre depósito CUST	65	1690
GA02	2G-05-03C	120140	CAPA CHUVA IMPERMEAVEL G	UN	7	F3	Utilização livre depósito CUST	65	455
GA02	2G-05-03C	120259	CALCA RESIST ARCO ELET/CHAMA 38	UN	5	F3	Utilização livre depósito CUST	158,87	794,35
GA02	2G-05-03C	120260	CALCA RESIST ARCO ELET/CHAMA 40	UN	8	F3	Utilização livre depósito CUST	158,87	1270,96
GA02	2G-05-03C	120272	CAMISA MASC MANGA LG CZ PANT P	UN	5	F3	Utilização livre depósito CUST	61,3	306,5
GA02	2G-05-03C	120276	CAPA CHUVA IMPERMEAVEL GG	UN	10	F3	Utilização livre depósito CUST	65	650
GA02	2G-05-03C	120335	CAMISA GG RESIST ARCO ELE/CHAMA ATPV 9.0	UN	10	F3	Utilização livre depósito CUST	159,09	1590,9
GA02	2G-05-03C	120336	CAMISA EG RESIST ARCO ELE/CHAMA ATPV 9.0	UN	20	F3	Utilização livre depósito CUST	155,59	3111,8
GA02	2G-05-03C	120343	CALCA RESIST ARCO ELET/CHAMA 46 ATPV 9.0	UN	19	F3	Utilização livre depósito CUST	158,87	3018,53
GA02	2G-05-03C	120349	CALCA RESIST ARCO ELET/CHAMA 58 ATPV 9.0	UN	4	F3	Utilização livre depósito CUST	109,34	437,36
GA02	2G-05-03E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-04A	400130	LACO PREF ROLD CA 4/0AWG LJ	UN	970	L2	Utilização livre depósito INVT	2,98	2890,6
GA02	2G-05-04A	400588	EMENDA PREF COND AL 4/0AWG AM 1295MM	UN	133	L2	Utilização livre depósito INVT	57,07	7590,31
GA02	2G-05-04A	400974	PORCA QUADRADA AC 16MM 2MM	UN	1	L2	Utilização livre depósito INVT	1,97	1,97
GA02	2G-05-04A	400989	PORCA OLHAL AC 16MM BSW	UN	83	L2	Utilização livre depósito INVT	7,81	648,23
GA02	2G-05-04C	120141	CALCA RESIST ARCO ELET/CHAMA 44	UN	23	F3	Utilização livre depósito CUST	158,87	3654,01
GA02	2G-05-04C	120261	CALCA RESIST ARCO ELET/CHAMA 42	UN	8	F3	Utilização livre depósito CUST	158,87	1270,96
GA02	2G-05-04C	120332	CAMISA P RESIST ARCO ELET/CHAMA ATPV 9.0	UN	14	F3	Utilização livre depósito CUST	159,09	2227,26
GA02	2G-05-04C	120334	CAMISA G RESIST ARCO ELET/CHAMA ATPV 9.0	UN	22	F3	Utilização livre depósito CUST	159,09	3499,98
GA02	2G-05-04C	120344	CALCA RESIST ARCO ELET/CHAMA 48 ATPV 9.0	UN	15	F3	Utilização livre depósito CUST	158,87	2383,05
GA02	2G-05-04C	120347	CALCA RESIST ARCO ELET/CHAMA 54 ATPV 9.0	UN	7	F3	Utilização livre depósito CUST	126,6	886,2
GA02	2G-05-04C	120458	MASCARA CIRURGICA TRIPLA COM FILTRO	UN	5	F3	Utilização livre depósito CUST	12,28	61,4
GA02	2G-05-04E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-05A	401620	LACO PREF ROLD CA 2/0AWG LJ	UN	225	L2	Utilização livre depósito INVT	2,91	654,75
GA02	2G-05-05A	402373	ESTRIBO BRACO L-EST-01 FOFO 200DAN	UN	300	L2	Utilização livre depósito INVT	12,46	3738
GA02	2G-05-05A	403515	ABRACADEIRA BAP 3 1200MMX381MM PARAF	UN	860	L2	Utilização livre depósito INVT	13,85	11911
GA02	2G-05-05B	400137	LACO PREF CA 2AWG PESC 57MM PURPURA	UN	282	L2	Utilização livre depósito INVT	3,15	888,3
GA02	2G-05-05C	120042	CINTO SEG PARA-QUEDISTA TAM 2	UN	19	F3	Utilização livre depósito CUST	876,09	16645,71
GA02	2G-05-05C	120128	PERNEIRA SEG COU SINT 15MM	PAR	8	F3	Utilização livre depósito CUST	44,87	358,96
GA02	2G-05-05C	120170	CAPACETE SEG ABA FRONT B BR PEAD	UN	19	F3	Utilização livre depósito CUST	51,4	976,6
GA02	2G-05-05C	120182	CAMISA M RESIST ARCO ELET/CHAMA ATPV 9.0	UN	20	F3	Utilização livre depósito CUST	158,2	3164
GA02	2G-05-05E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-06A	400855	EMENDA PREF COND AL 1/0 AWG 965MM	UN	1163	L2	Utilização livre depósito INVT	19,13	22248,19
GA02	2G-05-06A	403580	ALCA PREFORM CABO CONC 3X35 + 35	UN	456	L2	Utilização livre depósito INVT	15,7	7159,2
GA02	2G-05-06B	400683	ALCA PREFORM SERV 16MM2 5,0-5,7MM2	UN	731	L2	Utilização livre depósito INVT	1,94	1418,14
GA02	2G-05-06B	401090	LACO LATERAL DUPLO CA 2AWG	UN	423	L2	Utilização livre depósito INVT	3,14	1328,22
GA02	2G-05-06B	406859	ALCA PREFORM 70MM2	PEÇ	117	L2	Utilização livre depósito INVT	6,79	794,43
GA02	2G-05-06C	120114	CARNEIRA AJUST PEBD CZ	UN	21	F3	Utilização livre depósito CUST	26,98	566,58
GA02	2G-05-06C	120452	LUVA ALGODAO M	UN	518	F3	Utilização livre depósito CUST	2,55	1320,9
GA02	2G-05-06C	802944	LUVA ALGODAO M	UN	12	F3	Utilização livre depósito CUST	2,52	30,24
GA02	2G-05-06C	803816	BALDE DE LONA PARA IÇAR FERRAMENTAS	UN	12	F3	Utilização livre depósito CUST	93,5	1122
GA02	2G-05-06C	803818	BOLSA P/FERRAMENTAS EM LONA (REFORÇADA)	UN	4	F3	Utilização livre depósito CUST	141,01	564,04
GA02	2G-05-06E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-07A	401574	BRACO ANTIBALANCO PA PT 15KV 320MM	UN	551	L2	Utilização livre depósito INVT	16,06	8849,06
GA02	2G-05-07A	402327	ESTRIBO BRACO L AC 200DAN	UN	1484	L2	Utilização livre depósito INVT	21,71	32217,64
GA02	2G-05-07B	403572	PRENSA CABO NYLON CURTO 1/2P	UN	8285	L2	Utilização livre depósito INVT	3,75	31068,75
GA02	2G-05-07C	120007	LUVA COBERTURA VAQ 345MM	PAR	44	F3	Utilização livre depósito CUST	32,08	1411,52
GA02	2G-05-07C	120065	LUVA VAQUETA G	PAR	49	F3	Utilização livre depósito CUST	19,57	958,93
GA02	2G-05-07C	120068	OCULOS SEG VISOR 100 PC S/ARM ANT INC	UN	12	F3	Utilização livre depósito CUST	8,41	100,92
GA02	2G-05-07C	120092	LUVA VAQUETA M	PAR	50	F3	Utilização livre depósito CUST	18,19	909,5
GA02	2G-05-07C	120100	OCULOS SEG VISOR 100 PC S/ARM ANT CZ	UN	126	F3	Utilização livre depósito CUST	14,9	1877,4
GA02	2G-05-07C	120188	OCULOS SEG PC CZ LENTE OPTIC	UN	6	F3	Utilização livre depósito CUST	8,59	51,54
GA02	2G-05-07C	120297	OCULOS SEG SOBREPOR	UN	6	F3	Utilização livre depósito CUST	8,59	51,54
GA02	2G-05-07E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-08A	403675	ALCA PREFORM CABO CONC  3X25 + 25	UN	593	L2	Utilização livre depósito INVT	11,85	7027,05
GA02	2G-05-08A	403803	ALCA PREFORM CABO CONC  3X10 + 10	UN	1027	L2	Utilização livre depósito INVT	8,7	8934,9
GA02	2G-05-08B	400366	ALCA PREFORM DIST 4/0 AWG 120MM2	UN	97	L2	Utilização livre depósito INVT	6,22	603,34
GA02	2G-05-08B	400782	COBERTURA PROT CONEC ESTRIB/GRAMP LV	UN	24	L2	Utilização livre depósito INVT	61,51	1476,24
GA02	2G-05-08B	401827	ALCA PREFORM SERV 10MM2 3,7-4,1MM2	UN	3463	L2	Utilização livre depósito INVT	1,65	5713,95
GA02	2G-05-08E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-09A	400375	ALCA PREFORM DIST CAA/CA 2/0AWG 70MM2	UN	55	L2	Utilização livre depósito INVT	8,8	484
GA02	2G-05-09A	400699	ALCA PREFORM SERV CA 25MM2 330MM	UN	184	L2	Utilização livre depósito INVT	2	368
GA02	2G-05-09A	401105	LACO LATERAL DUPLO 4/0AWG	UN	12	L2	Utilização livre depósito INVT	3,21	38,52
GA02	2G-05-09A	401706	PARAFUSO CAB QD AC 16MM 2P 350MM	UN	41	L2	Utilização livre depósito INVT	14,44	592,04
GA02	2G-05-09A	401840	LACO PREF ROLD CA 336,4 MCM LARANJA	UN	199	L2	Utilização livre depósito INVT	2,35	467,65
GA02	2G-05-09A	405260	EMENDA PREF CA 2/0AWG 7F AM	UN	59	L2	Utilização livre depósito INVT	24	1416
GA02	2G-05-09B	400851	EMENDA PREF COND AL 2/0 AWG 1016MM	UN	145	L2	Utilização livre depósito INVT	22,43	3252,35
GA02	2G-05-09B	402706	CONECTOR CUNHA 8,12-3,17MM 5,21-3,17MM	UN	1327	L2	Utilização livre depósito INVT	2,2	2919,4
GA02	2G-05-09B	803367	EMENDA PREF COND AL 2/0 AWG 1016MM	UN	170	F3	Utilização livre depósito CUST	34,15	5805,5
GA02	2G-05-09E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-10A	400673	ARRUELA QD 50X50X3MM 18MM AC	UN	37186	L2	Utilização livre depósito INVT	1,39	51688,54
GA02	2G-05-10A	400827	ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM	UN	1625	L2	Utilização livre depósito INVT	2,81	4566,25
GA02	2G-05-10B	400122	LACO PREF TOPO CAA/CA 4/0AWG VM	UN	50	L2	Utilização livre depósito INVT	2,03	101,5
GA02	2G-05-10B	400860	LUVA EMENDA PREFORMADA LS -0118	UN	98	L2	Utilização livre depósito INVT	9,45	926,1
GA02	2G-05-10B	401520	ALCA PREFORM DIST CA 477MCM CAA 336,4MCM	UN	14	L2	Utilização livre depósito INVT	32,03	448,42
GA02	2G-05-10B	401916	LACO LATERAL PREF DUPLO 2/0AWG	UN	79	L2	Utilização livre depósito INVT	3,08	243,32
GA02	2G-05-10B	402768	LACO ROLD PREF CA-CAA 3,09-4/0AWG	UN	41	L2	Utilização livre depósito INVT	3,15	129,15
GA02	2G-05-10E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-11A	400378	ALCA PREFORM SERV 10MM2, 3,7-4,1 MM	UN	123	L2	Utilização livre depósito INVT	1,22	150,06
GA02	2G-05-11A	400848	LACO PREF DUPLO LATERAL 1/0AWG	UN	5	L2	Utilização livre depósito INVT	6,5	32,5
GA02	2G-05-11A	401435	ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM	UN	28	L2	Utilização livre depósito INVT	5,65	158,2
GA02	2G-05-11A	403593	ALCA PREFORM CABO CONC 3X70 + 50	UN	16	L2	Utilização livre depósito INVT	9,85	157,6
GA02	2G-05-11B	401608	PARA-RAIO DISTRIB POL 280V 10KA ISOL	UN	159	L2	Utilização livre depósito INVT	50,42	8016,78
GA02	2G-05-11B	403739	PRENSA CABO 1.1/4P AL C/BUCHA NEOP	UN	1668	L2	Utilização livre depósito INVT	21,9	36529,2
GA02	2G-05-11B	403770	PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT	UN	600	L2	Utilização livre depósito INVT	30,7	18420
GA02	2G-05-11B	800842	ALCA PREFORM ESTAI 3/8P 9,5MM 889MM	UN	4	F3	Utilização livre depósito CUST	25,26	101,04
GA02	2G-05-11E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	192	L2	Utilização livre depósito INVT	63,31	12155,52
GA02	2G-05-12A	402353	ARRUELA LIS 3/8P 1119	UN	17690	L2	Utilização livre depósito INVT	0,44	7783,6
GA02	2G-05-12B	402120	ALCA PREFORM DIST CAA 336,4MCM VERDE	UN	809	L2	Utilização livre depósito INVT	20,09	16252,81
GA02	2G-05-12E	409376	CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO	UN	109	L2	Utilização livre depósito INVT	63,31	6900,79
GA02	2G-05-13B	401088	LACO LATERAL PREF CAA E CA 1/0AWG DUPLO	UN	816	L2	Utilização livre depósito INVT	2,18	1778,88
GA02	2G-05-13B	401234	LACO PREF ROLD CA 1/0AWG LJ	UN	1723	L2	Utilização livre depósito INVT	6,47	11147,81
GA02	2G-05-14A	401927	MANILHA SAPATILHA 5000DAN	UN	961	L2	Utilização livre depósito INVT	20,99	20171,39
GA02	2G-05-14A	801314	EMENDA PREF COND AL 4/0AWG PT	UN	17	F3	Utilização livre depósito CUST	64	1088
GA02	2G-05-14B	401102	LACO DISTRIBUICAO PREF CAA 2/0AWG AC	UN	1578	L2	Utilização livre depósito INVT	1,33	2098,74
GA02	2G-05-14B	401546	EMENDA PREF COND AL 2AWG 711MM	UN	405	L2	Utilização livre depósito INVT	7,1	2875,5
