material,descricao,classe,periodo_necessidade,data_pedido,lead_time_dias,data_chegada,periodo_entrega,quantidade
400906,"HASTE ATERRAMENTO CI AC 14,3X2438MM",C,2026-09,01/09/2026,30,01/10/2026,2026-10,2370
400906,"HASTE ATERRAMENTO CI AC 14,3X2438MM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,212
400930,PARAFUSO CAB ABA AC 10MM 115MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,4869
400930,PARAFUSO CAB ABA AC 10MM 115MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,5771
400930,PARAFUSO CAB ABA AC 10MM 115MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,2126
400930,PARAFUSO CAB ABA AC 10MM 115MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,122
400937,MED EL 2E 3F 120V 120A GD B,B,2026-08,01/08/2026,30,01/09/2026,2026-09,7680
400937,MED EL 2E 3F 120V 120A GD B,B,2026-10,01/10/2026,30,01/11/2026,2026-11,11302
400951,PARAFUSO MAQ CAB QD AC 5/8X24P,C,2026-08,01/08/2026,30,01/09/2026,2026-09,202
400968,POSTE FIBRA VIDRO 11M 200DAN,A,2026-03,25/03/2026,30,24/04/2026,2026-04,374
400968,POSTE FIBRA VIDRO 11M 200DAN,A,2026-05,01/05/2026,30,01/06/2026,2026-06,217
400968,POSTE FIBRA VIDRO 11M 200DAN,A,2026-07,01/07/2026,30,01/08/2026,2026-08,137
400972,PARAFUSO OLH AC 5/8P 800MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,191
400972,PARAFUSO OLH AC 5/8P 800MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,140
400973,PARA-RAIO DISTR POL 12KV 10KV,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2800
400973,PARA-RAIO DISTR POL 12KV 10KV,C,2026-08,01/08/2026,30,01/09/2026,2026-09,841
400974,PORCA QUADRADA AC 16MM 2MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,6861
400974,PORCA QUADRADA AC 16MM 2MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,5575
400984,POSTE FIBRA VIDRO 11M 1000DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2
400984,POSTE FIBRA VIDRO 11M 1000DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1
400988,POSTE CONCRETO TRON CON 9M 600KGF,C,2026-05,01/05/2026,30,01/06/2026,2026-06,24
400988,POSTE CONCRETO TRON CON 9M 600KGF,C,2026-10,01/10/2026,30,01/11/2026,2026-11,4
400995,POSTE CONCRETO DUPLO T 9M 1000DAN,C,2026-05,01/05/2026,30,01/06/2026,2026-06,33
400995,POSTE CONCRETO DUPLO T 9M 1000DAN,C,2026-08,01/08/2026,30,01/09/2026,2026-09,29
401004,"RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA",C,2026-03,25/03/2026,30,24/04/2026,2026-04,7
401004,"RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA",C,2026-05,01/05/2026,30,01/06/2026,2026-06,6
401004,"RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA",C,2026-09,01/09/2026,30,01/10/2026,2026-10,3
401014,SUPORTE TRANSF POSTE CIRC AC 280MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,73
401014,SUPORTE TRANSF POSTE CIRC AC 280MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,32
401034,"CONECTOR DER CUNH AZ AL 4/0 2/0 336,4MCM",C,2026-03,25/03/2026,30,24/04/2026,2026-04,563
401034,"CONECTOR DER CUNH AZ AL 4/0 2/0 336,4MCM",C,2026-06,01/06/2026,30,01/07/2026,2026-07,490
401034,"CONECTOR DER CUNH AZ AL 4/0 2/0 336,4MCM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,221
401036,"CORDOALHA AC 9,5MM 3/8P 7F 4900DAN",C,2026-03,25/03/2026,30,24/04/2026,2026-04,3985
401036,"CORDOALHA AC 9,5MM 3/8P 7F 4900DAN",C,2026-06,01/06/2026,30,01/07/2026,2026-07,4860
401036,"CORDOALHA AC 9,5MM 3/8P 7F 4900DAN",C,2026-09,01/09/2026,30,01/10/2026,2026-10,1925
401036,"CORDOALHA AC 9,5MM 3/8P 7F 4900DAN",C,2026-10,01/10/2026,30,01/11/2026,2026-11,32
401040,CONECTOR TERMINAL CU FUND 10-300MM2,C,2026-04,01/04/2026,30,01/05/2026,2026-05,30
401040,CONECTOR TERMINAL CU FUND 10-300MM2,C,2026-08,01/08/2026,30,01/09/2026,2026-09,24
401040,CONECTOR TERMINAL CU FUND 10-300MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,2
401050,CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2,C,2026-09,01/09/2026,30,01/10/2026,2026-10,27
401086,PARAFUSO CAB QD MAQ AC 5/8X6P,C,2026-07,01/07/2026,30,01/08/2026,2026-08,28
401090,LACO LATERAL DUPLO CA 2AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,715
401090,LACO LATERAL DUPLO CA 2AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,899
401108,LACO DISTRIBUICAO PREF CAA 1/0AWG,C,2026-06,01/06/2026,30,01/07/2026,2026-07,1406
401108,LACO DISTRIBUICAO PREF CAA 1/0AWG,C,2026-09,01/09/2026,30,01/10/2026,2026-10,555
401108,LACO DISTRIBUICAO PREF CAA 1/0AWG,C,2026-10,01/10/2026,30,01/11/2026,2026-11,33
401116,ISOLADOR ANCOR POLIM 15KV 5000DAN,C,2026-05,01/05/2026,30,01/06/2026,2026-06,4953
401116,ISOLADOR ANCOR POLIM 15KV 5000DAN,C,2026-08,01/08/2026,30,01/09/2026,2026-09,4264
401117,"MAO-FRANCESA NORMAL AC 710X32X6,5MM",C,2026-07,01/07/2026,30,01/08/2026,2026-08,4260
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-03,25/03/2026,30,24/04/2026,2026-04,524
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-04,01/04/2026,30,01/05/2026,2026-05,149
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-05,01/05/2026,30,01/06/2026,2026-06,584
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-06,01/06/2026,30,01/07/2026,2026-07,210
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-07,01/07/2026,30,01/08/2026,2026-08,505
401127,POSTE CONCRETO ARM DUPL T 11M 600KGF,A,2026-08,01/08/2026,30,01/09/2026,2026-09,195
401131,PARAFUSO CAB QD AC 16MM 225MM 300MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,10808
401131,PARAFUSO CAB QD AC 16MM 225MM 300MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,6101
401131,PARAFUSO CAB QD AC 16MM 225MM 300MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1814
401155,PARAFUSO CAB QD AC 16MM 500MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,1644
401155,PARAFUSO CAB QD AC 16MM 500MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,1074
401193,"TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP",B,2026-03,25/03/2026,30,24/04/2026,2026-04,96
401193,"TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP",B,2026-05,01/05/2026,30,01/06/2026,2026-06,50
401193,"TRAFO AER 1F 7,96KV 15KVA 240/120V 7TP",B,2026-07,01/07/2026,30,01/08/2026,2026-08,31
401239,PARAFUSO CAB QD AC 16MM 450MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,3899
401252,POSTE CONCRETO TRON CON 13M 600DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,39
401252,POSTE CONCRETO TRON CON 13M 600DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,39
401260,POSTE CONCRETO TRON CON 9M 1000KGF,C,2026-06,01/06/2026,30,01/07/2026,2026-07,31
401260,POSTE CONCRETO TRON CON 9M 1000KGF,C,2026-09,01/09/2026,30,01/10/2026,2026-10,12
401264,PINO ISOLADOR AC 25X294X19MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,4333
401264,PINO ISOLADOR AC 25X294X19MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,3397
401271,,C,2026-03,25/03/2026,30,24/04/2026,2026-04,137
401271,,C,2026-07,01/07/2026,30,01/08/2026,2026-08,132
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-03,25/03/2026,30,24/04/2026,2026-04,100
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-04,01/04/2026,30,01/05/2026,2026-05,7
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-05,01/05/2026,30,01/06/2026,2026-06,48
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-06,01/06/2026,30,01/07/2026,2026-07,19
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-07,01/07/2026,30,01/08/2026,2026-08,44
401296,POSTE CONCRETO TRON CON 11M 600KGF,B,2026-08,01/08/2026,30,01/09/2026,2026-09,14
401308,"TRAFO CRTE 15KV; 10-5A; 0,3C12,5 BARRA",C,2026-09,01/09/2026,30,01/10/2026,2026-10,22
401309,"TRAFO CRTE 15KV; 20-5A; 0,3C12,5 BARRA",C,2026-08,01/08/2026,30,01/09/2026,2026-09,30
401318,POSTE FIBRA VIDRO E-CR 9M 600DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,314
401318,POSTE FIBRA VIDRO E-CR 9M 600DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,258
401324,TRAFO AER 3F 15KV 30KVA 220/127V 7TP,A,2026-03,25/03/2026,30,24/04/2026,2026-04,48
401324,TRAFO AER 3F 15KV 30KVA 220/127V 7TP,A,2026-05,01/05/2026,30,01/06/2026,2026-06,29
401324,TRAFO AER 3F 15KV 30KVA 220/127V 7TP,A,2026-06,01/06/2026,30,01/07/2026,2026-07,5
401324,TRAFO AER 3F 15KV 30KVA 220/127V 7TP,A,2026-07,01/07/2026,30,01/08/2026,2026-08,24
401324,TRAFO AER 3F 15KV 30KVA 220/127V 7TP,A,2026-08,01/08/2026,30,01/09/2026,2026-09,6
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-03,25/03/2026,30,24/04/2026,2026-04,89
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-04,01/04/2026,30,01/05/2026,2026-05,22
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-05,01/05/2026,30,01/06/2026,2026-06,43
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-06,01/06/2026,30,01/07/2026,2026-07,24
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-07,01/07/2026,30,01/08/2026,2026-08,29
401349,POSTE CONCRETO CIRC 11M 1000DAN,B,2026-08,01/08/2026,30,01/09/2026,2026-09,14
401356,"TRAFO CRTE 15KV; 15-5A; 0,3C12,5 BARRA",C,2026-09,01/09/2026,30,01/10/2026,2026-10,13
401358,TERMINAL OLHAL COMP P/ CABO COBRE 95MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,71
401358,TERMINAL OLHAL COMP P/ CABO COBRE 95MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,143
401360,POSTE FIBRA VIDRO E-CR 9M 300DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,414
401360,POSTE FIBRA VIDRO E-CR 9M 300DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,299
401372,TERMINAL PRESSAO CU 120MM2 C/SAPATA,C,2026-04,01/04/2026,30,01/05/2026,2026-05,116
401372,TERMINAL PRESSAO CU 120MM2 C/SAPATA,C,2026-08,01/08/2026,30,01/09/2026,2026-09,118
401375,AFASTADOR REDE SEC AC 700MM 500MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,834
401396,"CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV",C,2026-04,01/04/2026,30,01/05/2026,2026-05,2110
401396,"CABO  MULT 3X25+1X25 MM² XLPE 0,6/1 KV",C,2026-08,01/08/2026,30,01/09/2026,2026-09,2498
401399,ELO FUSIVEL DISTRIB 20K 15KV 500MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,12
401399,ELO FUSIVEL DISTRIB 20K 15KV 500MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,37
401405,"CHAVE SECC 3P 15KV 400A 12,5KA",C,2026-10,01/10/2026,30,01/11/2026,2026-11,12
401436,CONECTOR DER AL 1/0-4/0AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,427
401436,CONECTOR DER AL 1/0-4/0AWG,C,2026-06,01/06/2026,30,01/07/2026,2026-07,390
401436,CONECTOR DER AL 1/0-4/0AWG,C,2026-09,01/09/2026,30,01/10/2026,2026-10,155
401436,CONECTOR DER AL 1/0-4/0AWG,C,2026-10,01/10/2026,30,01/11/2026,2026-11,41
401438,CINTA POSTE CIRC ACO 270MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,312
401438,CINTA POSTE CIRC ACO 270MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,261
401465,CONECTOR PERF AL 16-120MM2 / 16-120MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,11554
401465,CONECTOR PERF AL 16-120MM2 / 16-120MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,10647
401465,CONECTOR PERF AL 16-120MM2 / 16-120MM2,C,2026-09,01/09/2026,30,01/10/2026,2026-10,21237
401465,CONECTOR PERF AL 16-120MM2 / 16-120MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,17214
401471,CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU,C,2026-07,01/07/2026,30,01/08/2026,2026-08,462
401471,CONECTOR CUN ESTRIBO 1/0 2/0AWG C/ CARTU,C,2026-10,01/10/2026,30,01/11/2026,2026-11,4
401485,BRACO SUPORTE TIPO C 580X365MM 851/6,C,2026-03,25/03/2026,30,24/04/2026,2026-04,899
401485,BRACO SUPORTE TIPO C 580X365MM 851/6,C,2026-06,01/06/2026,30,01/07/2026,2026-07,1245
401485,BRACO SUPORTE TIPO C 580X365MM 851/6,C,2026-09,01/09/2026,30,01/10/2026,2026-10,433
401485,BRACO SUPORTE TIPO C 580X365MM 851/6,C,2026-10,01/10/2026,30,01/11/2026,2026-11,12
401497,ARRUELA PRES AC PARAF 3/8P 15MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,338
401497,ARRUELA PRES AC PARAF 3/8P 15MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,359
401497,ARRUELA PRES AC PARAF 3/8P 15MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,168
401500,CONECTOR DER CUNHA AL 2/0AWG 4/0AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,648
401500,CONECTOR DER CUNHA AL 2/0AWG 4/0AWG,C,2026-10,01/10/2026,30,01/11/2026,2026-11,9
401505,FIO ELETRICO NU CU 16MM2 MEIO DURO,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1354
401505,FIO ELETRICO NU CU 16MM2 MEIO DURO,C,2026-07,01/07/2026,30,01/08/2026,2026-08,958
401531,"CABO ELET ISOL PVC PT 10MM2 0,6/1KV",C,2026-03,25/03/2026,30,24/04/2026,2026-04,214
401531,"CABO ELET ISOL PVC PT 10MM2 0,6/1KV",C,2026-07,01/07/2026,30,01/08/2026,2026-08,325
401547,"CRUZETA POL PE/FBN 90X112,5X2400MM",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1718
401547,"CRUZETA POL PE/FBN 90X112,5X2400MM",C,2026-07,01/07/2026,30,01/08/2026,2026-08,1604
401552,CONECTOR CUNHA CA 336 MCM CA 4/0 AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,184
401552,CONECTOR CUNHA CA 336 MCM CA 4/0 AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,118
401562,CONECTOR GRAM LV CU 6AWG-4/0(DESATIVADO),C,2026-03,25/03/2026,30,24/04/2026,2026-04,10
401562,CONECTOR GRAM LV CU 6AWG-4/0(DESATIVADO),C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
401566,CONECTOR PARAL AL 4/0AWG 1/0AWG,C,2026-05,01/05/2026,30,01/06/2026,2026-06,3172
401566,CONECTOR PARAL AL 4/0AWG 1/0AWG,C,2026-09,01/09/2026,30,01/10/2026,2026-10,1019
401566,CONECTOR PARAL AL 4/0AWG 1/0AWG,C,2026-10,01/10/2026,30,01/11/2026,2026-11,95
401574,BRACO ANTIBALANCO PA PT 15KV 320MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,714
401574,BRACO ANTIBALANCO PA PT 15KV 320MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,223
401575,CONECTOR PERF 15KV 50-185MM2 / 50-185MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,679
401575,CONECTOR PERF 15KV 50-185MM2 / 50-185MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,640
401576,CINTA POSTE CIRC ACO 220MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,280
401576,CINTA POSTE CIRC ACO 220MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,259
401608,PARA-RAIO DISTRIB POL 280V 10KA ISOL,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1504
401608,PARA-RAIO DISTRIB POL 280V 10KA ISOL,C,2026-10,01/10/2026,30,01/11/2026,2026-11,8
401620,LACO PREF ROLD CA 2/0AWG LJ,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1326
401629,POSTE FIBRA VIDRO 33M 1000KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,4
401629,POSTE FIBRA VIDRO 33M 1000KGF,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2
401632,LACRE SEG MET 11DIG BR,C,2026-10,01/10/2026,30,01/11/2026,2026-11,7166
401657,MAO FRANCESA BECO AC 2135MM 35MMX5MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,33
401657,MAO FRANCESA BECO AC 2135MM 35MMX5MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,32
401678,"TRAFO POT 13,8 3KV 115 REL70 1 0,3P75",C,2026-09,01/09/2026,30,01/10/2026,2026-10,130
401685,"TRAFO CRTE 0,6KV;600-5A 0,3C12,5 JANELA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,172
401686,PINO TOPO AC 25MM 389MM 2F 18X32MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,709
401699,POSTE FIBRA VIDRO E-CR 13M 400DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,4
401706,PARAFUSO CAB QD AC 16MM 2P 350MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,209
401706,PARAFUSO CAB QD AC 16MM 2P 350MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,325
401709,SUPORTE TRANSF POSTE CIRC AC 290MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,93
401711,ISOLADOR PINO PORC 15KV 102MM 1350KGF,C,2026-04,01/04/2026,30,01/05/2026,2026-05,5141
401711,ISOLADOR PINO PORC 15KV 102MM 1350KGF,C,2026-08,01/08/2026,30,01/09/2026,2026-09,3779
401711,ISOLADOR PINO PORC 15KV 102MM 1350KGF,C,2026-10,01/10/2026,30,01/11/2026,2026-11,888
401733,TERMINAL PRESSAO CU 70MM2,C,2026-05,01/05/2026,30,01/06/2026,2026-06,67
401733,TERMINAL PRESSAO CU 70MM2,C,2026-08,01/08/2026,30,01/09/2026,2026-09,52
401735,"TRAFO CRTE 0,6KV;800-5A 0,3C12,5 JANELA",C,2026-04,01/04/2026,30,01/05/2026,2026-05,134
401735,"TRAFO CRTE 0,6KV;800-5A 0,3C12,5 JANELA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,81
401753,ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1985
401753,ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2244
401763,PARAFUSO OLH AC 5/8P 650MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,424
401763,PARAFUSO OLH AC 5/8P 650MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,219
401783,"ARMACAO SEC PRESB 2EST 4,5MM ACO",C,2026-03,25/03/2026,30,24/04/2026,2026-04,5515
401783,"ARMACAO SEC PRESB 2EST 4,5MM ACO",C,2026-07,01/07/2026,30,01/08/2026,2026-08,3939
401786,"CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV",C,2026-04,01/04/2026,30,01/05/2026,2026-05,4785
401786,"CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV",C,2026-08,01/08/2026,30,01/09/2026,2026-09,4796
401786,"CABO  MULT 3X35+1X35 MM² XLPE 0,6/1 KV",C,2026-10,01/10/2026,30,01/11/2026,2026-11,820
401803,CINTA POSTE CIRC ACO 340MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,59
401803,CINTA POSTE CIRC ACO 340MM,C,2026-08,01/08/2026,30,01/09/2026,2026-09,43
401823,"CORDOALHA AC 6,3MM 1/4P 7F",C,2026-03,25/03/2026,30,24/04/2026,2026-04,5502
401823,"CORDOALHA AC 6,3MM 1/4P 7F",C,2026-07,01/07/2026,30,01/08/2026,2026-08,2529
401834,CONECTOR PARAL AL 10AWG-1/0AWG,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2875
401834,CONECTOR PARAL AL 10AWG-1/0AWG,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2512
401844,PERFIL U AC 76X900MM REDE COMPACTA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,568
401844,PERFIL U AC 76X900MM REDE COMPACTA,C,2026-06,01/06/2026,30,01/07/2026,2026-07,667
401844,PERFIL U AC 76X900MM REDE COMPACTA,C,2026-09,01/09/2026,30,01/10/2026,2026-10,216
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-03,25/03/2026,30,24/04/2026,2026-04,2147
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-04,01/04/2026,30,01/05/2026,2026-05,685
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-05,01/05/2026,30,01/06/2026,2026-06,1143
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-06,01/06/2026,30,01/07/2026,2026-07,778
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-07,01/07/2026,30,01/08/2026,2026-08,1149
401857,CHAVE FUSIVEL DIST 15KV 100A/10KA PORC,A,2026-08,01/08/2026,30,01/09/2026,2026-09,760
401874,CARTUCHO MET P/CUNHA AM FEST CALIB 22,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1
401886,CABO AL NU C/ALMA ACO CAA-2AWG SPAROW,C,2026-04,01/04/2026,30,01/05/2026,2026-05,1500
401892,CINTA POSTE CIRC ACO 200MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,365
401892,CINTA POSTE CIRC ACO 200MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,359
401908,"CABO ELET NU CA 336,4MCM 170MM2 TULIP",C,2026-03,25/03/2026,30,24/04/2026,2026-04,158
401908,"CABO ELET NU CA 336,4MCM 170MM2 TULIP",C,2026-07,01/07/2026,30,01/08/2026,2026-08,325
401910,ELO FUSIVEL BOTAO DISTRIB K 15A 500MM,C,2026-05,01/05/2026,30,01/06/2026,2026-06,153
401910,ELO FUSIVEL BOTAO DISTRIB K 15A 500MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,45
401927,MANILHA SAPATILHA 5000DAN,C,2026-05,01/05/2026,30,01/06/2026,2026-06,3621
401927,MANILHA SAPATILHA 5000DAN,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2278
401927,MANILHA SAPATILHA 5000DAN,C,2026-10,01/10/2026,30,01/11/2026,2026-11,14
401931,POSTE FIBRA VIDRO E-CR 13M 600DAN,C,2026-05,01/05/2026,30,01/06/2026,2026-06,14
401935,PINO ISOLADOR POLIMERICO AC 15KV 145MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,10
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-03,25/03/2026,30,24/04/2026,2026-04,1478
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-04,01/04/2026,30,01/05/2026,2026-05,395
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-05,01/05/2026,30,01/06/2026,2026-06,1300
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-06,01/06/2026,30,01/07/2026,2026-07,562
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-07,01/07/2026,30,01/08/2026,2026-08,1176
401959,"CRUZETA POL FBV/RES PES 2400X112,5X90MM",B,2026-08,01/08/2026,30,01/09/2026,2026-09,526
401987,POSTE FIBRA VIDRO 22M 1000DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,24
401987,POSTE FIBRA VIDRO 22M 1000DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,17
401992,"TRAFO CRTE 0,6KV 400-5A; 0,3C12,5 BARRA",C,2026-04,01/04/2026,30,01/05/2026,2026-05,136
401992,"TRAFO CRTE 0,6KV 400-5A; 0,3C12,5 BARRA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,130
401992,"TRAFO CRTE 0,6KV 400-5A; 0,3C12,5 BARRA",C,2026-10,01/10/2026,30,01/11/2026,2026-11,18
402017,SUPORTE TRANSF POSTE DUP T AC 210X125MM,C,2026-04,01/04/2026,30,01/05/2026,2026-05,48
402017,SUPORTE TRANSF POSTE DUP T AC 210X125MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,60
402025,ELO FUSIVEL BOTAO DISTRIB K 25A 500MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,10
402025,ELO FUSIVEL BOTAO DISTRIB K 25A 500MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2
402036,TERMINAL PRESSAO CU 150MM2 C/SAPATA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,45
402036,TERMINAL PRESSAO CU 150MM2 C/SAPATA,C,2026-07,01/07/2026,30,01/08/2026,2026-08,87
402081,"CABO ELET CU 120MM2 90°XLPE 0,6/1KV",C,2026-05,01/05/2026,30,01/06/2026,2026-06,3202
402081,"CABO ELET CU 120MM2 90°XLPE 0,6/1KV",C,2026-09,01/09/2026,30,01/10/2026,2026-10,1974
402092,BANCO DE CAPACITOR 3F 15KV 75KVAR FIXO,C,2026-09,01/09/2026,30,01/10/2026,2026-10,4
402098,POSTE CONCRETO DUPLO T 13M 1000DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,21
402098,POSTE CONCRETO DUPLO T 13M 1000DAN,C,2026-07,01/07/2026,30,01/08/2026,2026-08,19
402105,CONECTOR AUTO PERF DU 70-240 / 70-240MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3259
402105,CONECTOR AUTO PERF DU 70-240 / 70-240MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,4403
402106,BRACO L A1010/1020 3/8P16P,C,2026-03,25/03/2026,30,24/04/2026,2026-04,771
402106,BRACO L A1010/1020 3/8P16P,C,2026-07,01/07/2026,30,01/08/2026,2026-08,770
402111,ELO FUSIVEL BOTAO DISTRIB UN K 8A 500MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,278
