material,demanda_total,valor_unitario,valor_total,pct_individual,pct_acumulado,classe
803086,30.0,0.0,0.0,0.0,100.0,C
803085,80.0,0.0,0.0,0.0,100.0,C
803084,50.0,0.0,0.0,0.0,100.0,C
803083,185.0,0.0,0.0,0.0,100.0,C
803080,12.0,0.0,0.0,0.0,100.0,C
803078,50.0,0.0,0.0,0.0,100.0,C
803076,115.0,0.0,0.0,0.0,100.0,C
803075,100.0,0.0,0.0,0.0,100.0,C
803028,100.0,0.0,0.0,0.0,100.0,C
803100,110.0,0.0,0.0,0.0,100.0,C
803456,50.0,0.0,0.0,0.0,100.0,C
803452,4172.0,0.0,0.0,0.0,100.0,C
803444,10.0,0.0,0.0,0.0,100.0,C
803443,290.0,0.0,0.0,0.0,100.0,C
803378,125.0,0.0,0.0,0.0,100.0,C
803368,2332.0,0.0,0.0,0.0,100.0,C
803367,2068.0,0.0,0.0,0.0,100.0,C
803344,5472.0,0.0,0.0,0.0,100.0,C
803339,254.0,0.0,0.0,0.0,100.0,C
803158,296.0,0.0,0.0,0.0,100.0,C
803254,280.0,0.0,0.0,0.0,100.0,C
803250,20.0,0.0,0.0,0.0,100.0,C
803245,14.0,0.0,0.0,0.0,100.0,C
803225,500.0,0.0,0.0,0.0,100.0,C
803206,2460.0,0.0,0.0,0.0,100.0,C
803196,1468.0,0.0,0.0,0.0,100.0,C
803193,200.0,0.0,0.0,0.0,100.0,C
803176,3861.672,0.0,0.0,0.0,100.0,C
803159,500.0,0.0,0.0,0.0,100.0,C
803324,240.0,0.0,0.0,0.0,100.0,C
802245,206.0,0.0,0.0,0.0,100.0,C
802232,12.0,0.0,0.0,0.0,100.0,C
802213,100.0,0.0,0.0,0.0,100.0,C
802203,10.0,0.0,0.0,0.0,100.0,C
802178,48.0,0.0,0.0,0.0,100.0,C
802167,30.0,0.0,0.0,0.0,100.0,C
802166,205.0,0.0,0.0,0.0,100.0,C
802163,50.0,0.0,0.0,0.0,100.0,C
802160,5.0,0.0,0.0,0.0,100.0,C
802992,134.0,0.0,0.0,0.0,100.0,C
802147,30.0,0.0,0.0,0.0,100.0,C
802145,59.0,0.0,0.0,0.0,100.0,C
802142,500.0,0.0,0.0,0.0,100.0,C
802130,1600.0,0.0,0.0,0.0,100.0,C
802119,542.0,0.0,0.0,0.0,100.0,C
801955,8147.792,0.0,0.0,0.0,100.0,C
801834,3579.326,0.0,0.0,0.0,100.0,C
801826,7810.83,0.0,0.0,0.0,100.0,C
801786,218.0,0.0,0.0,0.0,100.0,C
802159,10.0,0.0,0.0,0.0,100.0,C
802911,1.05,0.0,0.0,0.0,100.0,C
802892,62.0,0.0,0.0,0.0,100.0,C
802860,14.0,0.0,0.0,0.0,100.0,C
802858,374.0,0.0,0.0,0.0,100.0,C
802837,8.0,0.0,0.0,0.0,100.0,C
802766,200.0,0.0,0.0,0.0,100.0,C
802703,408.0,0.0,0.0,0.0,100.0,C
802656,200.0,0.0,0.0,0.0,100.0,C
802637,30.0,0.0,0.0,0.0,100.0,C
802246,110.0,0.0,0.0,0.0,100.0,C
802479,686.0,0.0,0.0,0.0,100.0,C
802464,50.0,0.0,0.0,0.0,100.0,C
802405,51.0,0.0,0.0,0.0,100.0,C
802387,30.0,0.0,0.0,0.0,100.0,C
802303,105.0,0.0,0.0,0.0,100.0,C
802301,500.0,0.0,0.0,0.0,100.0,C
802260,14.0,0.0,0.0,0.0,100.0,C
802249,3086.0,0.0,0.0,0.0,100.0,C
802247,134.0,0.0,0.0,0.0,100.0,C
802539,30.0,0.0,0.0,0.0,100.0,C
804145,1.0,0.0,0.0,0.0,100.0,C
804125,500.0,0.0,0.0,0.0,100.0,C
804118,50.0,0.0,0.0,0.0,100.0,C
804104,15.702,0.0,0.0,0.0,100.0,C
804102,90.0,0.0,0.0,0.0,100.0,C
804031,17.0,0.0,0.0,0.0,100.0,C
804026,4.0,0.0,0.0,0.0,100.0,C
804025,17.0,0.0,0.0,0.0,100.0,C
804019,2.0,0.0,0.0,0.0,100.0,C
803461,1934.0,0.0,0.0,0.0,100.0,C
804016,6.0,0.0,0.0,0.0,100.0,C
804002,14.0,0.0,0.0,0.0,100.0,C
803996,114.0,0.0,0.0,0.0,100.0,C
803993,13.0,0.0,0.0,0.0,100.0,C
803991,5.0,0.0,0.0,0.0,100.0,C
803977,500.0,0.0,0.0,0.0,100.0,C
803968,15.0,0.0,0.0,0.0,100.0,C
803962,400.0,0.0,0.0,0.0,100.0,C
803961,900.0,0.0,0.0,0.0,100.0,C
804017,6.0,0.0,0.0,0.0,100.0,C
804374,600.0,0.0,0.0,0.0,100.0,C
804361,1.0,0.0,0.0,0.0,100.0,C
804349,1.0,0.0,0.0,0.0,100.0,C
804346,1.0,0.0,0.0,0.0,100.0,C
804344,2.0,0.0,0.0,0.0,100.0,C
804337,267.0,0.0,0.0,0.0,100.0,C
804320,200.0,0.0,0.0,0.0,100.0,C
804311,1.0,0.0,0.0,0.0,100.0,C
804295,8.0,0.0,0.0,0.0,100.0,C
804146,3.0,0.0,0.0,0.0,100.0,C
804261,300.0,0.0,0.0,0.0,100.0,C
804259,15.0,0.0,0.0,0.0,100.0,C
804258,50.0,0.0,0.0,0.0,100.0,C
804253,500.0,0.0,0.0,0.0,100.0,C
804252,1.0,0.0,0.0,0.0,100.0,C
804238,2.0,0.0,0.0,0.0,100.0,C
804169,8.0,0.0,0.0,0.0,100.0,C
804167,35.0,0.0,0.0,0.0,100.0,C
804165,7.0,0.0,0.0,0.0,100.0,C
804274,25.0,0.0,0.0,0.0,100.0,C
803659,2.166,0.0,0.0,0.0,100.0,C
803658,3.0,0.0,0.0,0.0,100.0,C
803647,1.0,0.0,0.0,0.0,100.0,C
803646,50.0,0.0,0.0,0.0,100.0,C
803643,2.0,0.0,0.0,0.0,100.0,C
803637,10.0,0.0,0.0,0.0,100.0,C
803598,5.0,0.0,0.0,0.0,100.0,C
803593,200.0,0.0,0.0,0.0,100.0,C
803584,700.0,0.0,0.0,0.0,100.0,C
803929,750.0,0.0,0.0,0.0,100.0,C
803579,3000.0,0.0,0.0,0.0,100.0,C
803559,40.0,0.0,0.0,0.0,100.0,C
803558,50.0,0.0,0.0,0.0,100.0,C
803535,50.0,0.0,0.0,0.0,100.0,C
803510,50.0,0.0,0.0,0.0,100.0,C
803509,160.0,0.0,0.0,0.0,100.0,C
803499,30.0,0.0,0.0,0.0,100.0,C
803498,30.0,0.0,0.0,0.0,100.0,C
803497,30.0,0.0,0.0,0.0,100.0,C
803583,500.0,0.0,0.0,0.0,100.0,C
803927,400.0,0.0,0.0,0.0,100.0,C
803926,500.0,0.0,0.0,0.0,100.0,C
803925,750.0,0.0,0.0,0.0,100.0,C
803921,900.0,0.0,0.0,0.0,100.0,C
803920,24.0,0.0,0.0,0.0,100.0,C
803908,2.0,0.0,0.0,0.0,100.0,C
803907,5812.0,0.0,0.0,0.0,100.0,C
803874,20.0,0.0,0.0,0.0,100.0,C
803866,10.0,0.0,0.0,0.0,100.0,C
803692,6.0,0.0,0.0,0.0,100.0,C
803830,2.0,0.0,0.0,0.0,100.0,C
803828,1.0,0.0,0.0,0.0,100.0,C
803816,41.0,0.0,0.0,0.0,100.0,C
803814,30.0,0.0,0.0,0.0,100.0,C
803813,6.0,0.0,0.0,0.0,100.0,C
803810,18.0,0.0,0.0,0.0,100.0,C
803770,500.0,0.0,0.0,0.0,100.0,C
803749,15.0,0.0,0.0,0.0,100.0,C
803748,5.0,0.0,0.0,0.0,100.0,C
803744,2.0,0.0,0.0,0.0,100.0,C
803840,8.0,0.0,0.0,0.0,100.0,C
401531,600.0,0.0,0.0,0.0,100.0,C
401500,1207.0,0.0,0.0,0.0,100.0,C
401497,873.0,0.0,0.0,0.0,100.0,C
401489,70.0,0.0,0.0,0.0,100.0,C
401485,2905.0,0.0,0.0,0.0,100.0,C
401471,901.0,0.0,0.0,0.0,100.0,C
401465,44825.347,0.0,0.0,0.0,100.0,C
401451,1316.0,0.0,0.0,0.0,100.0,C
409790,50.0,0.0,0.0,0.0,100.0,C
401438,833.0,0.0,0.0,0.0,100.0,C
401436,1041.0,0.0,0.0,0.0,100.0,C
401435,214.0,0.0,0.0,0.0,100.0,C
401414,1.0,0.0,0.0,0.0,100.0,C
401410,2.0,0.0,0.0,0.0,100.0,C
401405,6.0,0.0,0.0,0.0,100.0,C
401403,742.0,0.0,0.0,0.0,100.0,C
401399,41.0,0.0,0.0,0.0,100.0,C
401396,4904.303,0.0,0.0,0.0,100.0,C
401449,4592.0,0.0,0.0,0.0,100.0,C
401685,313.0,0.0,0.0,0.0,100.0,C
401683,960.0,0.0,0.0,0.0,100.0,C
401678,303.0,0.0,0.0,0.0,100.0,C
401657,92.0,0.0,0.0,0.0,100.0,C
401632,16302.676000000001,0.0,0.0,0.0,100.0,C
401629,8.0,0.0,0.0,0.0,100.0,C
401620,3938.0,0.0,0.0,0.0,100.0,C
401616,79.0,0.0,0.0,0.0,100.0,C
401546,31.0,0.0,0.0,0.0,100.0,C
401576,774.0,0.0,0.0,0.0,100.0,C
401575,1339.0,0.0,0.0,0.0,100.0,C
401574,1688.0,0.0,0.0,0.0,100.0,C
401568,4406.004,0.0,0.0,0.0,100.0,C
401562,15.0,0.0,0.0,0.0,100.0,C
401559,192.0,0.0,0.0,0.0,100.0,C
401556,3.0,0.0,0.0,0.0,100.0,C
401552,324.0,0.0,0.0,0.0,100.0,C
401547,4054.0,0.0,0.0,0.0,100.0,C
401608,2941.0,0.0,0.0,0.0,100.0,C
401131,19420.322,0.0,0.0,0.0,100.0,C
401117,8339.952000000001,0.0,0.0,0.0,100.0,C
401116,13153.029999999999,0.0,0.0,0.0,100.0,C
401108,4029.0,0.0,0.0,0.0,100.0,C
401105,1354.0,0.0,0.0,0.0,100.0,C
401102,1308.0,0.0,0.0,0.0,100.0,C
401090,2328.0,0.0,0.0,0.0,100.0,C
401088,843.0,0.0,0.0,0.0,100.0,C
401385,2438.0,0.0,0.0,0.0,100.0,C
401056,606.0,0.0,0.0,0.0,100.0,C
401050,120.0,0.0,0.0,0.0,100.0,C
401040,49.0,0.0,0.0,0.0,100.0,C
401036,10189.744999999999,0.0,0.0,0.0,100.0,C
401034,1332.0,0.0,0.0,0.0,100.0,C
401017,27.0,0.0,0.0,0.0,100.0,C
401014,192.0,0.0,0.0,0.0,100.0,C
400985,2.0,0.0,0.0,0.0,100.0,C
400984,2.0,0.0,0.0,0.0,100.0,C
401086,62.0,0.0,0.0,0.0,100.0,C
401375,1023.794,0.0,0.0,0.0,100.0,C
401372,247.0,0.0,0.0,0.0,100.0,C
401360,760.0,0.0,0.0,0.0,100.0,C
401358,242.0,0.0,0.0,0.0,100.0,C
401356,71.0,0.0,0.0,0.0,100.0,C
401318,668.0,0.0,0.0,0.0,100.0,C
401317,40.0,0.0,0.0,0.0,100.0,C
401309,89.0,0.0,0.0,0.0,100.0,C
401155,4202.0,0.0,0.0,0.0,100.0,C
401271,300.078,0.0,0.0,0.0,100.0,C
401264,12674.731,0.0,0.0,0.0,100.0,C
401252,84.0,0.0,0.0,0.0,100.0,C
401239,11715.97,0.0,0.0,0.0,100.0,C
401234,1589.0,0.0,0.0,0.0,100.0,C
401232,22.0,0.0,0.0,0.0,100.0,C
401213,220.0,0.0,0.0,0.0,100.0,C
401191,18.0,0.0,0.0,0.0,100.0,C
401165,96.0,0.0,0.0,0.0,100.0,C
401308,94.0,0.0,0.0,0.0,100.0,C
402123,386.0,0.0,0.0,0.0,100.0,C
402120,152.0,0.0,0.0,0.0,100.0,C
402117,2400.0,0.0,0.0,0.0,100.0,C
402111,826.0,0.0,0.0,0.0,100.0,C
402106,1751.0,0.0,0.0,0.0,100.0,C
402105,8960.0,0.0,0.0,0.0,100.0,C
402092,12.0,0.0,0.0,0.0,100.0,C
402081,8200.0,0.0,0.0,0.0,100.0,C
401686,1482.0,0.0,0.0,0.0,100.0,C
402041,624.0,0.0,0.0,0.0,100.0,C
402036,145.0,0.0,0.0,0.0,100.0,C
402027,4403.17,0.0,0.0,0.0,100.0,C
402026,867.0,0.0,0.0,0.0,100.0,C
402025,15.0,0.0,0.0,0.0,100.0,C
402017,144.0,0.0,0.0,0.0,100.0,C
402013,8.0,0.0,0.0,0.0,100.0,C
402005,13.0,0.0,0.0,0.0,100.0,C
401992,429.0,0.0,0.0,0.0,100.0,C
402065,698.0,0.0,0.0,0.0,100.0,C
402247,151.0,0.0,0.0,0.0,100.0,C
402242,523.0,0.0,0.0,0.0,100.0,C
402235,1200.0,0.0,0.0,0.0,100.0,C
402230,671.0,0.0,0.0,0.0,100.0,C
402229,1200.0,0.0,0.0,0.0,100.0,C
402221,585.0,0.0,0.0,0.0,100.0,C
402216,0.0,0.0,0.0,0.0,100.0,C
402202,519.0,0.0,0.0,0.0,100.0,C
402127,22789.0,0.0,0.0,0.0,100.0,C
402191,2598.0,0.0,0.0,0.0,100.0,C
402188,34.0,0.0,0.0,0.0,100.0,C
402185,969.0,0.0,0.0,0.0,100.0,C
402161,68.0,0.0,0.0,0.0,100.0,C
402160,182.0,0.0,0.0,0.0,100.0,C
402155,430.0,0.0,0.0,0.0,100.0,C
402152,8003.892,0.0,0.0,0.0,100.0,C
402136,4073.0,0.0,0.0,0.0,100.0,C
402128,134.0,0.0,0.0,0.0,100.0,C
402195,36.0,0.0,0.0,0.0,100.0,C
401823,9854.172,0.0,0.0,0.0,100.0,C
401803,151.0,0.0,0.0,0.0,100.0,C
401786,12607.161,0.0,0.0,0.0,100.0,C
401783,10056.0,0.0,0.0,0.0,100.0,C
401773,4800.0,0.0,0.0,0.0,100.0,C
401771,18.0,0.0,0.0,0.0,100.0,C
401763,1118.0,0.0,0.0,0.0,100.0,C
401753,6037.0,0.0,0.0,0.0,100.0,C
401987,42.0,0.0,0.0,0.0,100.0,C
401743,48.0,0.0,0.0,0.0,100.0,C
401738,88.0,0.0,0.0,0.0,100.0,C
401735,291.0,0.0,0.0,0.0,100.0,C
401733,181.0,0.0,0.0,0.0,100.0,C
401711,13713.603,0.0,0.0,0.0,100.0,C
401709,192.0,0.0,0.0,0.0,100.0,C
401706,600.0,0.0,0.0,0.0,100.0,C
401699,5.0,0.0,0.0,0.0,100.0,C
401692,62.0,0.0,0.0,0.0,100.0,C
401752,4.0,0.0,0.0,0.0,100.0,C
401981,24.999,0.0,0.0,0.0,100.0,C
401969,8.0,0.0,0.0,0.0,100.0,C
401964,2.0,0.0,0.0,0.0,100.0,C
401952,222.0,0.0,0.0,0.0,100.0,C
401937,10412.0,0.0,0.0,0.0,100.0,C
401935,8.0,0.0,0.0,0.0,100.0,C
401931,34.0,0.0,0.0,0.0,100.0,C
401916,893.0,0.0,0.0,0.0,100.0,C
401827,5.0,0.0,0.0,0.0,100.0,C
401908,600.0,0.0,0.0,0.0,100.0,C
401892,779.0,0.0,0.0,0.0,100.0,C
401888,552.0,0.0,0.0,0.0,100.0,C
401886,1800.0,0.0,0.0,0.0,100.0,C
401874,48.0,0.0,0.0,0.0,100.0,C
401870,8087.0,0.0,0.0,0.0,100.0,C
401856,240.0,0.0,0.0,0.0,100.0,C
401844,1554.0,0.0,0.0,0.0,100.0,C
401840,19.0,0.0,0.0,0.0,100.0,C
401910,409.0,0.0,0.0,0.0,100.0,C
400030,145.0,0.0,0.0,0.0,100.0,C
400028,14.0,0.0,0.0,0.0,100.0,C
400022,264.0,0.0,0.0,0.0,100.0,C
400019,285.0,0.0,0.0,0.0,100.0,C
400011,2200.0,0.0,0.0,0.0,100.0,C
110029,6.0,0.0,0.0,0.0,100.0,C
805538,1.0,0.0,0.0,0.0,100.0,C
805537,4.0,0.0,0.0,0.0,100.0,C
400974,16258.471,0.0,0.0,0.0,100.0,C
805535,8.0,0.0,0.0,0.0,100.0,C
805532,24.0,0.0,0.0,0.0,100.0,C
805531,4.0,0.0,0.0,0.0,100.0,C
805530,10.0,0.0,0.0,0.0,100.0,C
805529,1.0,0.0,0.0,0.0,100.0,C
805528,6.0,0.0,0.0,0.0,100.0,C
805527,20.0,0.0,0.0,0.0,100.0,C
805526,1.0,0.0,0.0,0.0,100.0,C
805525,100.0,0.0,0.0,0.0,100.0,C
805536,4.0,0.0,0.0,0.0,100.0,C
400227,48.0,0.0,0.0,0.0,100.0,C
400221,633.0,0.0,0.0,0.0,100.0,C
400216,10.0,0.0,0.0,0.0,100.0,C
400193,8382.0,0.0,0.0,0.0,100.0,C
400192,2580.0,0.0,0.0,0.0,100.0,C
400188,30.0,0.0,0.0,0.0,100.0,C
400183,4050.0,0.0,0.0,0.0,100.0,C
400142,5732.0,0.0,0.0,0.0,100.0,C
400069,52.0,0.0,0.0,0.0,100.0,C
400137,5638.0,0.0,0.0,0.0,100.0,C
400130,540.0,0.0,0.0,0.0,100.0,C
400122,2555.0,0.0,0.0,0.0,100.0,C
400111,1204.0,0.0,0.0,0.0,100.0,C
400106,42.0,0.0,0.0,0.0,100.0,C
400092,4.0,0.0,0.0,0.0,100.0,C
400091,4.0,0.0,0.0,0.0,100.0,C
400078,12.0,0.0,0.0,0.0,100.0,C
400074,34.0,0.0,0.0,0.0,100.0,C
400140,15027.654999999999,0.0,0.0,0.0,100.0,C
805497,500.0,0.0,0.0,0.0,100.0,C
805507,1.0,0.0,0.0,0.0,100.0,C
120366,12.0,0.0,0.0,0.0,100.0,C
805398,300.0,0.0,0.0,0.0,100.0,C
110356,20.0,0.0,0.0,0.0,100.0,C
110288,6.0,0.0,0.0,0.0,100.0,C
110282,60.0,0.0,0.0,0.0,100.0,C
110256,20.0,0.0,0.0,0.0,100.0,C
805521,9.0,0.0,0.0,0.0,100.0,C
110215,150.0,0.0,0.0,0.0,100.0,C
110210,30.0,0.0,0.0,0.0,100.0,C
110195,10.0,0.0,0.0,0.0,100.0,C
110185,30.0,0.0,0.0,0.0,100.0,C
110182,1.0,0.0,0.0,0.0,100.0,C
110159,30.0,0.0,0.0,0.0,100.0,C
110158,10.0,0.0,0.0,0.0,100.0,C
110157,30.0,0.0,0.0,0.0,100.0,C
110101,3.0,0.0,0.0,0.0,100.0,C
110248,40.0,0.0,0.0,0.0,100.0,C
805520,20.0,0.0,0.0,0.0,100.0,C
805519,20.0,0.0,0.0,0.0,100.0,C
805518,20.0,0.0,0.0,0.0,100.0,C
805516,82.0,0.0,0.0,0.0,100.0,C
805515,82.0,0.0,0.0,0.0,100.0,C
805514,82.0,0.0,0.0,0.0,100.0,C
805512,2.0,0.0,0.0,0.0,100.0,C
805511,1200.0,0.0,0.0,0.0,100.0,C
110690,40.0,0.0,0.0,0.0,100.0,C
805508,220.0,0.0,0.0,0.0,100.0,C
110091,30.0,0.0,0.0,0.0,100.0,C
805506,1.0,0.0,0.0,0.0,100.0,C
805505,4.0,0.0,0.0,0.0,100.0,C
805502,10.0,0.0,0.0,0.0,100.0,C
805501,200.0,0.0,0.0,0.0,100.0,C
805500,19.0,0.0,0.0,0.0,100.0,C
805499,2.0,0.0,0.0,0.0,100.0,C
805498,5.0,0.0,0.0,0.0,100.0,C
805509,20.0,0.0,0.0,0.0,100.0,C
400806,73.0,0.0,0.0,0.0,100.0,C
400805,4481.0,0.0,0.0,0.0,100.0,C
400793,120.0,0.0,0.0,0.0,100.0,C
400778,0.0,0.0,0.0,0.0,100.0,C
400734,1200.0,0.0,0.0,0.0,100.0,C
400733,143.0,0.0,0.0,0.0,100.0,C
400730,8566.162,0.0,0.0,0.0,100.0,C
400708,11781.236,0.0,0.0,0.0,100.0,C
400228,52.0,0.0,0.0,0.0,100.0,C
400683,242.0,0.0,0.0,0.0,100.0,C
400678,116.0,0.0,0.0,0.0,100.0,C
400673,1798.0,0.0,0.0,0.0,100.0,C
400665,1339.0,0.0,0.0,0.0,100.0,C
400661,5.0,0.0,0.0,0.0,100.0,C
400655,2830.0,0.0,0.0,0.0,100.0,C
400603,4899.464,0.0,0.0,0.0,100.0,C
400594,17085.568,0.0,0.0,0.0,100.0,C
400588,134.0,0.0,0.0,0.0,100.0,C
400694,1200.0,0.0,0.0,0.0,100.0,C
400973,3570.431,0.0,0.0,0.0,100.0,C
400972,480.0,0.0,0.0,0.0,100.0,C
400955,10678.0,0.0,0.0,0.0,100.0,C
400951,643.0,0.0,0.0,0.0,100.0,C
400942,3191.0,0.0,0.0,0.0,100.0,C
400930,14422.478,0.0,0.0,0.0,100.0,C
400910,735.0,0.0,0.0,0.0,100.0,C
400908,1966.0,0.0,0.0,0.0,100.0,C
400809,228.0,0.0,0.0,0.0,100.0,C
400889,819.0,0.0,0.0,0.0,100.0,C
400880,1386.0,0.0,0.0,0.0,100.0,C
400855,124.0,0.0,0.0,0.0,100.0,C
400851,126.0,0.0,0.0,0.0,100.0,C
400828,615.0,0.0,0.0,0.0,100.0,C
400827,16985.496,0.0,0.0,0.0,100.0,C
400821,5405.4,0.0,0.0,0.0,100.0,C
400817,1788.0,0.0,0.0,0.0,100.0,C
400813,13460.0,0.0,0.0,0.0,100.0,C
400906,15103.0,0.0,0.0,0.0,100.0,C
400436,30.0,0.0,0.0,0.0,100.0,C
400434,7161.325,0.0,0.0,0.0,100.0,C
400422,24.0,0.0,0.0,0.0,100.0,C
400385,12.0,0.0,0.0,0.0,100.0,C
400380,917.0,0.0,0.0,0.0,100.0,C
400375,6220.0,0.0,0.0,0.0,100.0,C
400366,3399.0,0.0,0.0,0.0,100.0,C
400359,3694.0,0.0,0.0,0.0,100.0,C
400545,360.0,0.0,0.0,0.0,100.0,C
400347,1.0,0.0,0.0,0.0,100.0,C
400344,534.0,0.0,0.0,0.0,100.0,C
400340,74.0,0.0,0.0,0.0,100.0,C
400318,197.0,0.0,0.0,0.0,100.0,C
400316,1200.0,0.0,0.0,0.0,100.0,C
400307,4345.0,0.0,0.0,0.0,100.0,C
400292,377.0,0.0,0.0,0.0,100.0,C
400283,31.0,0.0,0.0,0.0,100.0,C
400252,4.0,0.0,0.0,0.0,100.0,C
400351,10.0,0.0,0.0,0.0,100.0,C
400543,1147.0,0.0,0.0,0.0,100.0,C
400534,840.0,0.0,0.0,0.0,100.0,C
400532,95.0,0.0,0.0,0.0,100.0,C
400527,39.0,0.0,0.0,0.0,100.0,C
400518,836.0,0.0,0.0,0.0,100.0,C
400512,430.0,0.0,0.0,0.0,100.0,C
400507,3000.0,0.0,0.0,0.0,100.0,C
400506,9263.0,0.0,0.0,0.0,100.0,C
400446,200.0,0.0,0.0,0.0,100.0,C
400496,602.0,0.0,0.0,0.0,100.0,C
400492,182.0,0.0,0.0,0.0,100.0,C
400484,251.0,0.0,0.0,0.0,100.0,C
400481,5006.303,0.0,0.0,0.0,100.0,C
400478,549.0,0.0,0.0,0.0,100.0,C
400473,6952.468,0.0,0.0,0.0,100.0,C
400468,6.0,0.0,0.0,0.0,100.0,C
400460,12116.343,0.0,0.0,0.0,100.0,C
400459,3600.0,0.0,0.0,0.0,100.0,C
400505,237.0,0.0,0.0,0.0,100.0,C
407127,2603.2690000000002,0.0,0.0,0.0,100.0,C
407126,533.0,0.0,0.0,0.0,100.0,C
407125,604.0,0.0,0.0,0.0,100.0,C
407097,0.0,0.0,0.0,0.0,100.0,C
407096,1086.069,0.0,0.0,0.0,100.0,C
407095,3716.426,0.0,0.0,0.0,100.0,C
407094,9178.51,0.0,0.0,0.0,100.0,C
407057,2.0,0.0,0.0,0.0,100.0,C
402251,5.0,0.0,0.0,0.0,100.0,C
406859,184.0,0.0,0.0,0.0,100.0,C
406768,600.0,0.0,0.0,0.0,100.0,C
406631,1.0,0.0,0.0,0.0,100.0,C
406389,1.0,0.0,0.0,0.0,100.0,C
406364,1.0,0.0,0.0,0.0,100.0,C
406361,1.0,0.0,0.0,0.0,100.0,C
406016,3432.0,0.0,0.0,0.0,100.0,C
405770,1.0,0.0,0.0,0.0,100.0,C
405539,2315.0,0.0,0.0,0.0,100.0,C
407032,6000.0,0.0,0.0,0.0,100.0,C
408161,3.0,0.0,0.0,0.0,100.0,C
408159,5.0,0.0,0.0,0.0,100.0,C
407970,4800.0,0.0,0.0,0.0,100.0,C
407816,104.0,0.0,0.0,0.0,100.0,C
407815,104.0,0.0,0.0,0.0,100.0,C
407737,1609.0,0.0,0.0,0.0,100.0,C
407443,440.0,0.0,0.0,0.0,100.0,C
407441,5892.0,0.0,0.0,0.0,100.0,C
407128,996.0,0.0,0.0,0.0,100.0,C
407439,264.0,0.0,0.0,0.0,100.0,C
407438,32.0,0.0,0.0,0.0,100.0,C
407399,3432.0,0.0,0.0,0.0,100.0,C
407336,17.218,0.0,0.0,0.0,100.0,C
407270,32.0,0.0,0.0,0.0,100.0,C
407215,2.0,0.0,0.0,0.0,100.0,C
407169,20.0,0.0,0.0,0.0,100.0,C
407130,14.0,0.0,0.0,0.0,100.0,C
407129,11715.073,0.0,0.0,0.0,100.0,C
407440,5796.0,0.0,0.0,0.0,100.0,C
404617,248.0,0.0,0.0,0.0,100.0,C
404613,60.0,0.0,0.0,0.0,100.0,C
404554,6.0,0.0,0.0,0.0,100.0,C
404553,2.0,0.0,0.0,0.0,100.0,C
404535,18.0,0.0,0.0,0.0,100.0,C
404523,0.0,0.0,0.0,0.0,100.0,C
404517,12.0,0.0,0.0,0.0,100.0,C
404508,6.0,0.0,0.0,0.0,100.0,C
405537,156.096,0.0,0.0,0.0,100.0,C
404467,150.0,0.0,0.0,0.0,100.0,C
404441,264.0,0.0,0.0,0.0,100.0,C
404418,2.4,0.0,0.0,0.0,100.0,C
404287,120.0,0.0,0.0,0.0,100.0,C
404284,2.0,0.0,0.0,0.0,100.0,C
404265,2.0,0.0,0.0,0.0,100.0,C
404264,2.0,0.0,0.0,0.0,100.0,C
404251,2.0,0.0,0.0,0.0,100.0,C
404231,2.0,0.0,0.0,0.0,100.0,C
404468,10.0,0.0,0.0,0.0,100.0,C
405492,295.0,0.0,0.0,0.0,100.0,C
405491,8390.275,0.0,0.0,0.0,100.0,C
405489,48.0,0.0,0.0,0.0,100.0,C
405487,10925.111,0.0,0.0,0.0,100.0,C
405473,5790.4,0.0,0.0,0.0,100.0,C
405456,3.0,0.0,0.0,0.0,100.0,C
405382,1102.0,0.0,0.0,0.0,100.0,C
404987,3.0,0.0,0.0,0.0,100.0,C
404622,4199.383,0.0,0.0,0.0,100.0,C
404972,260.0,0.0,0.0,0.0,100.0,C
404894,1.0,0.0,0.0,0.0,100.0,C
404892,2.0,0.0,0.0,0.0,100.0,C
404745,104.0,0.0,0.0,0.0,100.0,C
404741,1413.0,0.0,0.0,0.0,100.0,C
404740,169.0,0.0,0.0,0.0,100.0,C
404738,1698.0,0.0,0.0,0.0,100.0,C
404732,9589.778,0.0,0.0,0.0,100.0,C
404719,1351.0,0.0,0.0,0.0,100.0,C
404985,805.0,0.0,0.0,0.0,100.0,C
410032,2.0,0.0,0.0,0.0,100.0,C
410031,1.0,0.0,0.0,0.0,100.0,C
410030,200.0,0.0,0.0,0.0,100.0,C
410029,1.0,0.0,0.0,0.0,100.0,C
410020,10.0,0.0,0.0,0.0,100.0,C
410019,10.0,0.0,0.0,0.0,100.0,C
410011,2.0,0.0,0.0,0.0,100.0,C
409974,1.0,0.0,0.0,0.0,100.0,C
408165,3.0,0.0,0.0,0.0,100.0,C
409947,3.0,0.0,0.0,0.0,100.0,C
409945,1.0,0.0,0.0,0.0,100.0,C
409944,1.0,0.0,0.0,0.0,100.0,C
409901,1.0,0.0,0.0,0.0,100.0,C
409885,4.0,0.0,0.0,0.0,100.0,C
409817,1.0,0.0,0.0,0.0,100.0,C
409816,1.0,0.0,0.0,0.0,100.0,C
409808,180.0,0.0,0.0,0.0,100.0,C
409805,3.0,0.0,0.0,0.0,100.0,C
409963,82.0,0.0,0.0,0.0,100.0,C
410147,2055.0,0.0,0.0,0.0,100.0,C
410068,2.0,0.0,0.0,0.0,100.0,C
